station,day,max_temp_f,min_temp_f,min_rh,avg_rh,max_rh
TJIG,11/30/2014,84.2,75.2,70.0832,82.86409,94.143
TJIG,12/1/2014,84.2,75.2,65.9485,80.184044,94.143
TJIG,12/2/2014,84.2,78.8,65.9485,70.163475,74.1149
TJIG,12/3/2014,84.2,75.2,69.8975,79.54457,88.5888
TJIG,12/4/2014,84.2,75.2,65.7435,79.09352,88.6689
TJIG,12/5/2014,84.2,77,61.8076,72.4092,83.4376
TJIG,12/6/2014,82.4,78.8,65.5369,69.33019,74.1149
TJIG,12/7/2014,82.4,73.4,57.8427,71.243324,83.209
TJIG,12/8/2014,82.4,69.8,54.5512,71.839966,82.9759
TJIG,12/9/2014,84.2,71.6,51.4692,71.88297,83.209
TJIG,12/10/2014,84.2,73.4,65.9485,78.01506,88.5078
TJIG,12/11/2014,84.2,75.2,65.7435,75.70753,88.5888
TJIG,12/12/2014,84.2,75.2,65.9485,77.971985,83.5503
TJIG,12/13/2014,86,73.4,65.7435,77.071335,88.5888
TJIG,12/14/2014,82.4,73.4,65.5369,75.66568,83.3239
TJIG,12/15/2014,82.4,73.4,65.7435,83.74894,94.10022
TJIG,12/16/2014,77,73.4,88.5888,92.40554,100
TJIG,12/17/2014,82.4,75.2,61.5844,74.76045,88.6689
TJIG,12/18/2014,82.4,77,61.58435,67.82217,83.4376
TJIG,12/19/2014,82.4,73.4,58.08,71.59075,83.209
TJIG,12/20/2014,82.4,73.4,61.8076,73.451935,83.3239
TJIG,12/21/2014,84.2,75.2,54.7986,67.47089,78.3355
TJIG,12/22/2014,84.2,73.4,58.3156,76.00975,83.3239
TJIG,12/23/2014,82.4,75.2,69.7103,77.37133,83.5503
TJIG,12/24/2014,82.4,75.2,58.08,67.58636,73.6111
TJIG,12/25/2014,82.4,77,65.5369,70.271,78.621
TJIG,12/26/2014,82.4,73.4,65.5369,76.45312,88.5078
TJIG,12/27/2014,82.4,77,58.08,64.95765,78.4789
TJIG,12/28/2014,80.6,73.4,61.5844,73.65699,83.3239
TJIG,12/29/2014,84.2,73.4,61.8076,75.68044,88.5078
TJIG,12/30/2014,82.4,75.2,61.8076,72.93037,83.4376
TJIG,12/31/2014,82.4,75.2,65.7435,76.09203,83.3239
TJIG,1/1/2015,82.4,75.2,69.8975,79.24393,88.5888
TJIG,1/2/2015,82.4,75.2,69.7103,80.03171,88.5888
TJIG,1/3/2015,82.4,78.8,58.08,67.67928,78.621
TJIG,1/4/2015,82.4,77,58.08,70.170235,78.4789
TJIG,1/5/2015,82.4,77,61.8076,68.87931,73.9485
TJIG,1/6/2015,82.4,75.2,61.8076,70.55471,78.3355
TJIG,1/7/2015,82.4,75.2,61.5844,72.98463,83.5503
TJIG,1/8/2015,82.4,73.4,61.8076,69.570564,88.5078
TJIG,1/9/2015,82.4,73.4,61.8076,77.19289,83.209
TJIG,1/10/2015,82.4,73.4,69.8975,79.669876,88.5078
TJIG,1/11/2015,129.2,75.2,17.4969,74.91391,88.5888
TJIG,1/12/2015,82.4,78.8,65.7435,76.528015,83.5503
TJIG,1/13/2015,82.4,75.2,65.5369,74.529564,83.3239
TJIG,1/14/2015,82.4,75.2,65.7435,77.45506,88.5888
TJIG,1/15/2015,84.2,75.2,65.9485,75.87297,83.3239
TJIG,1/16/2015,86,73.4,55.0443,75.69629,88.5078
TJIG,1/17/2015,84.2,75.2,62.0291,78.488686,88.7482
TJIG,1/18/2015,82.4,73.4,69.7103,80.33677,88.5078
TJIG,1/19/2015,80.6,73.4,65.5369,77.39876,88.5078
TJIG,1/20/2015,82.4,73.4,61.5844,74.60055,83.209
TJIG,1/21/2015,82.4,73.4,61.8076,76.46307,88.5078
TJIG,1/22/2015,80.6,73.4,69.3309,81.83274,94.1002
TJIG,1/23/2015,80.6,73.4,74.1149,84.94218,94.1002
TJIG,1/24/2015,84.2,73.4,58.3156,76.7954,94.1002
TJIG,1/25/2015,84.2,71.6,54.5512,77.58105,94.057
TJIG,1/26/2015,84.2,75.2,54.5512,73.204414,83.3239
TJIG,1/27/2015,86,75.2,55.0443,76.406845,88.5888
TJIG,1/28/2015,84.2,73.4,54.7986,73.2314,88.5078
TJIG,1/29/2015,82.4,75.2,61.8076,75.302895,83.3239
TJIG,1/30/2015,82.4,71.6,65.5369,82.221016,94.057
TJIG,1/31/2015,82.4,73.4,65.5369,77.26203,88.5078
TJIG,2/1/2015,80.6,77,54.0515,67.524796,73.7806
TJIG,2/2/2015,80.6,75.2,65.5369,70.67773,73.7806
TJIG,2/3/2015,82.4,73.4,69.7103,77.11063,83.3239
TJIG,2/4/2015,82.4,75.2,69.8975,79.00929,88.5888
TJIG,2/5/2015,82.4,73.4,65.7435,75.15122,83.3239
TJIG,2/6/2015,82.4,71.6,58.08,78.268265,88.5078
TJIG,2/7/2015,82.4,71.6,61.8076,73.95844,83.093
TJIG,2/8/2015,82.4,75.2,65.7435,75.67443,83.3239
TJIG,2/9/2015,84.2,73.4,58.3156,75.724846,88.5078
TJIG,2/10/2015,86,75.2,45.6083,65.71769,83.3239
TJIG,2/11/2015,86,77,55.0443,65.99411,73.9485
TJIG,2/12/2015,82.4,73.4,61.8076,78.539085,88.5078
TJIG,2/13/2015,80.6,75.2,74.1149,84.381676,94.143
TJIG,2/14/2015,84.2,75.2,65.9485,81.78219,88.5888
TJIG,2/15/2015,80.6,75.2,78.621,83.59503,88.5888
TJIG,2/16/2015,78.8,77,65.3286,70.01951,73.7806
TJIG,2/17/2015,84.2,73.4,58.3156,77.768486,88.5078
TJIG,2/18/2015,84.2,75.2,61.8076,74.405556,83.3239
TJIG,2/19/2015,86,75.2,55.0443,75.73982,88.5888
TJIG,2/20/2015,82.4,73.4,65.7435,76.975975,88.5078
TJIG,2/21/2015,82.4,73.4,65.7435,81.01878,94.1002
TJIG,2/22/2015,80.6,75.2,69.7103,77.68012,88.5888
TJIG,2/23/2015,82.4,73.4,61.8076,74.2745,83.3239
TJIG,2/24/2015,82.4,71.6,61.8076,75.96285,88.5078
TJIG,2/25/2015,84.2,73.4,62.0291,73.64316,83.3239
TJIG,2/26/2015,84.2,75.2,54.7986,70.8975,83.3239
TJIG,2/27/2015,82.4,75.2,58.08,69.932884,78.621
TJIG,2/28/2015,82.4,73.4,65.5369,80.753685,94.1002
TJIG,3/1/2015,82.4,77,58.08,67.362976,73.7806
TJIG,3/2/2015,80.6,69.8,57.8427,72.94688,94.0132
TJIG,3/3/2015,80.6,73.4,61.5844,71.33158,83.209
TJIG,3/4/2015,82.4,78.8,54.5512,64.24515,69.5214
TJIG,3/5/2015,82.4,75.2,54.5512,67.40465,73.6111
TJIG,3/6/2015,82.4,75.2,54.5512,68.62109,73.9485
TJIG,3/7/2015,82.4,73.4,54.3022,70.39229,83.209
TJIG,3/8/2015,80.6,73.4,61.5844,73.454254,83.209
TJIG,3/9/2015,82.4,75.2,61.5844,74.02202,78.621
TJIG,3/10/2015,82.4,75.2,65.5369,74.85639,83.3239
TJIG,3/11/2015,80.6,73.4,61.5844,71.38966,83.3239
TJIG,3/12/2015,82.4,77,58.08,64.20612,73.7806
TJIG,3/13/2015,80.6,71.6,65.5369,76.83674,83.093
TJIG,3/14/2015,80.6,73.4,65.5369,73.96778,83.209
TJIG,3/15/2015,82.4,73.4,61.8076,71.280106,78.1907
TJIG,3/16/2015,80.6,73.4,65.5369,76.90395,88.5078
TJIG,3/17/2015,82.4,71.6,61.5844,74.1224,88.426
TJIG,3/18/2015,80.6,73.4,61.5844,72.32569,78.1907
TJIG,3/19/2015,82.4,75.2,61.8076,73.58441,78.4789
TJIG,3/20/2015,82.4,71.6,61.8076,76.84051,88.426
TJIG,3/21/2015,80.6,77,61.5844,67.51002,69.7103
TJIG,3/22/2015,82.4,73.4,61.8076,75.41193,83.32391
TJIG,3/23/2015,82.4,73.4,58.08,73.353935,83.209
TJIG,3/24/2015,82.4,73.4,69.8975,79.372025,88.5078
TJIG,3/25/2015,82.4,75.2,65.7435,74.53808,83.3239
TJIG,3/26/2015,82.4,77,61.8076,72.71672,78.4789
TJIG,3/27/2015,84.2,77,58.3156,69.76484,74.1149
TJIG,3/28/2015,84.2,75.2,48.3188,70.640656,83.3239
TJIG,3/29/2015,82.4,75.2,58.08,69.906654,78.3355
TJIG,3/30/2015,82.4,73.4,61.8076,72.87431,83.209
TJIG,3/31/2015,80.6,71.6,54.3022,71.78611,83.093
TJIG,4/1/2015,82.4,73.4,61.8076,75.5256,83.3239
TJIG,4/2/2015,82.4,75.2,65.5369,74.27282,83.3239
TJIG,4/3/2015,82.4,77,57.6037,62.658993,65.5369
TJIG,4/4/2015,82.4,73.4,58.08,69.28468,73.9485
TJIG,4/5/2015,80.6,73.4,69.7103,76.49553,83.209
TJIG,4/6/2015,82.4,75.2,65.7435,75.89201,83.3239
TJIG,4/7/2015,82.4,77,65.5369,72.3409,78.4789
TJIG,4/8/2015,82.4,75.2,58.08,73.01033,83.3239
TJIG,4/9/2015,82.4,73.4,61.8076,75.21368,88.5078
TJIG,4/10/2015,82.4,73.4,69.7103,80.38272,88.5888
TJIG,4/11/2015,82.4,75.2,65.7435,75.19746,83.3239
TJIG,4/12/2015,82.4,77,58.08,72.11264,78.4789
TJIG,4/13/2015,82.4,77,65.5369,71.67814,74.1149
TJIG,4/14/2015,80.6,75.2,69.7103,75.81534,83.3239
TJIG,4/15/2015,82.4,75.2,61.8076,71.40335,78.4789
TJIG,4/16/2015,82.4,75.2,61.5844,67.34286,73.9485
TJIG,4/17/2015,80.6,77,69.7103,73.75819,83.4376
TJIG,4/18/2015,86,75.2,51.7246,73.199295,83.3239
TJIG,4/19/2015,84.2,77,62.0291,75.81786,83.4376
TJIG,4/20/2015,82.4,78.8,65.7435,74.49214,78.621
TJIG,4/21/2015,82.4,77,65.7435,72.2069,78.4789
TJIG,4/22/2015,82.4,75.2,61.5844,69.95434,78.3355
TJIG,4/23/2015,84.2,75.2,61.8076,75.00097,83.3239
TJIG,4/24/2015,84.2,77,58.3156,73.293884,83.6618
TJIG,4/25/2015,87.8,77,51.9784,70.37757,78.9011
TJIG,4/26/2015,89.6,78.8,46.1422,68.14254,78.9011
TJIG,4/27/2015,91.4,78.8,46.1422,68.83904,89.2075
TJIG,4/28/2015,89.6,78.8,46.1422,63.368053,78.621
TJIG,4/29/2015,89.6,78.8,43.3387,60.58473,73.9485
TJIG,4/30/2015,89.6,78.8,40.686,58.382988,73.9485
TJIG,5/1/2015,89.6,78.8,40.4122,61.70872,78.621
TJIG,5/2/2015,87.8,78.8,45.876,63.64522,78.621
TJIG,5/3/2015,89.6,77,46.1422,69.112495,83.4376
TJIG,5/4/2015,86,78.8,61.8076,74.15745,83.5503
TJIG,5/5/2015,84.2,78.8,65.7435,72.86117,78.621
TJIG,5/6/2015,84.2,78.8,62.0291,68.473816,73.9485
TJIG,5/7/2015,87.8,78.8,45.6083,57.996544,69.5214
TJIG,5/8/2015,87.8,78.8,43.068,66.5888,74.1149
TJIG,5/9/2015,86,78.8,61.8076,69.611694,78.7617
TJIG,5/10/2015,84.2,78.8,58.3156,72.46597,78.7617
TJIG,5/11/2015,84.2,78.8,61.8076,69.22471,74.1149
TJIG,5/12/2015,82.4,78.8,69.8975,76.54151,83.5503
TJIG,5/13/2015,84.2,80.6,58.3156,69.406235,74.1149
TJIG,5/14/2015,82.4,78.8,69.7103,72.53117,78.621
TJIG,5/15/2015,84.2,75.2,65.9485,74.8192,88.5888
TJIG,5/16/2015,82.4,77,61.8076,79.22997,88.6689
TJIG,5/17/2015,84.2,77,69.8975,77.41741,83.4376
TJIG,5/18/2015,84.2,77,65.9485,73.84854,83.437645
TJIG,5/19/2015,84.2,77,62.0291,73.78798,83.4376
TJIG,5/20/2015,82.4,73.4,78.7617,82.41557,88.7482
TJIG,5/21/2015,86,77,65.9485,78.496635,88.7482
TJIG,5/22/2015,86,80.6,62.249,73.96755,78.7617
TJIG,5/23/2015,84.2,80.6,74.2799,76.51097,78.9011
TJIG,5/24/2015,84.2,80.6,62.0291,70.4353,74.1149
TJIG,5/25/2015,86,78.8,65.7435,72.66596,78.621
TJIG,5/26/2015,84.2,78.8,62.0291,71.565834,78.7617
TJIG,5/27/2015,84.2,78.8,62.0291,71.16327,78.621
TJIG,5/28/2015,86,82.4,58.3156,64.88844,78.9011
TJIG,5/29/2015,84.2,77,69.8975,80.57645,94.1853
TJIG,5/30/2015,84.2,80.6,65.7435,78.651146,83.7722
TJIG,5/31/2015,86,78.8,62.249,81.07735,88.7482
TJIG,6/1/2015,86,80.6,66.1518,75.02267,78.9011
TJIG,6/2/2015,84.2,77,70.0832,78.23611,88.6689
TJIG,6/3/2015,84.2,78.8,70.0832,79.24778,83.6618
TJIG,6/4/2015,87.8,78.8,55.2883,73.20955,83.5503
TJIG,6/5/2015,89.6,78.8,52.2305,72.1447,83.7722
TJIG,6/6/2015,89.6,80.6,52.2305,67.00971,78.7617
TJIG,6/7/2015,89.6,82.4,52.2305,66.1383,74.2799
TJIG,6/8/2015,89.6,80.6,55.2883,71.083405,78.7617
TJIG,6/9/2015,86,80.6,66.1518,74.141525,78.7617
TJIG,6/10/2015,86,80.6,65.9485,70.00706,74.1149
TJIG,6/11/2015,84.2,78.8,70.0832,76.534744,83.5503
TJIG,6/12/2015,86,78.8,70.0832,77.98525,83.5503
TJIG,6/13/2015,86,80.6,62.249,73.61612,78.9011
TJIG,6/14/2015,86,80.6,66.1518,73.82106,78.7617
TJIG,6/15/2015,86,78.8,65.9485,73.44348,78.621
TJIG,6/16/2015,86,80.6,66.1518,71.803055,74.2799
TJIG,6/17/2015,84.2,80.6,74.4434,81.96522,83.7722
TJIG,6/18/2015,86,82.4,70.2674,76.77907,79.0392
TJIG,6/19/2015,86,80.6,66.1518,73.522804,78.7617
TJIG,6/20/2015,84.2,80.6,65.9485,72.05765,74.4434
TJIG,6/21/2015,86,78.8,62.0291,71.10005,78.621
TJIG,6/22/2015,86,75.2,74.2799,76.690445,88.5888
TJIG,6/23/2015,86,80.6,70.0832,77.059616,83.6618
TJIG,6/24/2015,89.6,80.6,52.2305,69.71221,78.7617
TJIG,6/25/2015,86,80.6,58.5495,68.83918,74.1149
TJIG,6/26/2015,86,78.8,62.249,73.30987,78.9011
TJIG,6/27/2015,87.8,80.6,55.2883,73.16325,83.6618
TJIG,6/28/2015,86,82.4,66.1518,70.02431,78.9011
TJIG,6/29/2015,86,80.6,62.249,71.853065,78.7617
TJIG,6/30/2015,82.4,78.8,69.8975,75.54478,83.6618
TJIG,7/1/2015,84.2,78.8,20.2929,76.92167,88.7482
TJIG,7/2/2015,86,82.4,65.9485,69.50325,74.2799
TJIG,7/3/2015,86,80.6,65.9485,73.90697,78.9011
TJIG,7/4/2015,86,80.6,66.1518,73.59351,78.7617
TJIG,7/5/2015,86,80.6,62.249,70.97656,74.4434
TJIG,7/6/2015,86,80.6,66.1518,74.9299,78.7617
TJIG,7/7/2015,86,80.6,66.1518,73.37316,78.7617
TJIG,7/8/2015,86,82.4,66.1518,71.22494,74.2799
TJIG,7/9/2015,86,78.8,66.1518,76.611206,83.6618
TJIG,7/10/2015,84.2,78.8,65.9485,77.67191,83.5503
TJIG,7/11/2015,86,78.8,58.5495,73.60429,83.5503
TJIG,7/12/2015,82.4,75.2,69.8975,83.36921,94.143
TJIG,7/13/2015,86,78.8,62.0291,70.795364,78.621
TJIG,7/14/2015,84.2,78.8,74.4434,80.68365,83.7722
TJIG,7/15/2015,86,80.6,58.5495,71.270706,78.9011
TJIG,7/16/2015,86,82.4,70.2674,75.603294,83.7722
TJIG,7/17/2015,86,80.6,62.249,70.04524,74.2799
TJIG,7/18/2015,86,80.6,62.0291,72.92782,78.7617
TJIG,7/19/2015,86,78.8,62.249,71.02599,74.2799
TJIG,7/20/2015,86,75.2,65.9485,78.550804,88.5888
TJIG,7/21/2015,86,78.8,70.2674,78.570946,88.7482
TJIG,7/22/2015,91.4,80.6,49.3622,71.90643,83.6618
TJIG,7/23/2015,86,82.4,70.2674,72.89917,74.6054
TJIG,7/24/2015,86,82.4,66.1518,73.079956,78.9011
TJIG,7/25/2015,86,80.6,62.0291,71.77051,78.7617
TJIG,7/26/2015,86,80.6,62.249,72.29105,78.7617
TJIG,7/27/2015,87.8,78.8,65.9485,72.08983,78.621
TJIG,7/28/2015,,,,,
TJIG,7/29/2015,,,,,
TJIG,7/30/2015,86,84.2,70.2674,70.701706,74.4434
TJIG,7/31/2015,86,80.6,70.0832,79.496605,83.7722
TJIG,8/1/2015,86,82.4,66.1518,69.95995,74.4434
TJIG,8/2/2015,86,78.8,70.0832,78.30606,83.5503
TJIG,8/3/2015,89.6,80.6,46.1422,71.69698,78.7617
TJIG,8/4/2015,86,80.6,66.1518,73.55055,78.7617
TJIG,8/5/2015,86,78.8,66.1518,75.269585,83.5503
TJIG,8/6/2015,86,80.6,62.249,70.50499,74.1149
TJIG,8/7/2015,86,78.8,66.1518,72.65914,78.9011
TJIG,8/8/2015,86,78.8,62.249,78.75627,88.7482
TJIG,8/9/2015,86,80.6,66.1518,73.55747,78.7617
TJIG,8/10/2015,86,80.6,62.249,71.97144,78.7617
TJIG,8/11/2015,86,78.8,65.9485,73.962654,78.7617
TJIG,8/12/2015,86,82.4,62.249,70.858894,74.4434
TJIG,8/13/2015,86,82.4,65.9485,69.16697,74.4434
TJIG,8/14/2015,87.8,80.6,62.0291,70.46002,78.7617
TJIG,8/15/2015,86,80.6,74.2799,79.50144,83.8815
TJIG,8/16/2015,86,77,65.9485,81.66987,94.1853
TJIG,8/17/2015,86,77,62.249,74.68089,88.6689
TJIG,8/18/2015,86,78.8,66.1518,75.04778,83.5503
TJIG,8/19/2015,87.8,80.6,62.4672,72.58007,78.7617
TJIG,8/20/2015,86,80.6,70.0832,74.714806,79.0392
TJIG,8/21/2015,87.8,82.4,58.5495,73.845566,83.7722
TJIG,8/22/2015,87.8,80.6,62.4672,74.68366,83.6618
TJIG,8/23/2015,86,80.6,62.249,72.482994,78.7617
TJIG,8/24/2015,87.8,78.8,66.3535,78.29643,88.7482
TJIG,8/25/2015,86,78.8,74.6054,84.37908,94.2272
TJIG,8/26/2015,87.8,82.4,70.4499,77.507515,83.7722
TJIG,8/27/2015,86,82.4,74.6054,78.91114,88.9044
TJIG,8/28/2015,84.2,77,65.5369,72.73214,79.0392
TJIG,8/29/2015,86,80.6,70.2674,77.63328,83.6618
TJIG,8/30/2015,84.2,78.8,79.0392,89.28515,94.2272
TJIG,8/31/2015,87.8,78.8,70.4499,83.11104,94.2272
TJIG,9/1/2015,87.8,80.6,70.4499,82.52377,88.8267
TJIG,9/2/2015,87.8,80.6,65.9485,78.35114,83.6618
TJIG,9/3/2015,87.8,80.6,61.8076,75.979095,83.6618
TJIG,9/4/2015,87.8,78.8,66.1518,79.058556,88.7482
TJIG,9/5/2015,86,78.8,70.2674,82.4803,88.8267
TJIG,9/6/2015,87.8,78.8,58.7818,73.078476,83.5503
TJIG,9/7/2015,87.8,80.6,70.2674,76.41099,83.6618
TJIG,9/8/2015,87.8,78.8,62.4672,77.043015,88.7482
TJIG,9/9/2015,87.8,80.6,58.5495,70.713875,78.7617
TJIG,9/10/2015,87.8,84.2,70.2674,75.31985,79.0392
TJIG,9/11/2015,87.8,82.4,70.4499,77.62726,83.7722
TJIG,9/12/2015,84.2,77,58.08,71.1519,83.5503
TJIG,9/13/2015,87.8,82.4,66.3535,74.17432,79.0392
TJIG,9/14/2015,87.8,82.4,66.1518,71.154945,74.4434
TJIG,9/15/2015,87.8,80.6,70.2674,78.80726,83.7722
TJIG,9/16/2015,87.8,80.6,62.249,75.25469,79.0392
TJIG,9/17/2015,87.8,80.6,66.3535,76.83566,83.6618
TJIG,9/18/2015,87.8,78.8,66.1518,78.44253,88.7482
TJIG,9/19/2015,87.8,78.8,62.4672,78.18638,88.7482
TJIG,9/20/2015,87.8,78.8,66.1518,75.76099,83.6618
TJIG,9/21/2015,86,78.8,65.7435,77.928375,88.7482
TJIG,9/22/2015,87.8,77,62.4672,76.64513,88.6689
TJIG,9/23/2015,86,80.6,70.2674,79.27823,83.7722
TJIG,9/24/2015,87.8,78.8,58.7818,78.70051,88.7482
TJIG,9/25/2015,89.6,80.6,58.7818,73.63224,83.6618
TJIG,9/26/2015,87.8,80.6,55.2883,73.70305,83.6618
TJIG,9/27/2015,89.6,80.6,55.0443,72.998566,83.6618
TJIG,9/28/2015,89.6,78.8,62.4672,74.503815,83.5503
TJIG,9/29/2015,89.6,82.4,58.7818,70.3656,74.6054
TJIG,9/30/2015,89.6,80.6,55.5308,69.118324,78.7617
TJIG,10/1/2015,91.4,82.4,49.1036,65.42817,74.2799
TJIG,10/2/2015,89.6,82.4,55.5308,69.04014,78.9011
TJIG,10/3/2015,82.4,82.4,,,
TJIG,10/4/2015,93.2,82.4,43.8763,64.414536,78.9011
TJIG,10/5/2015,89.6,80.6,58.7818,72.95583,83.6618
TJIG,10/6/2015,91.4,84.2,52.4811,67.991196,74.766
TJIG,10/7/2015,87.8,82.4,70.2674,76.736206,79.0392
TJIG,10/8/2015,89.6,80.6,66.3535,76.81493,83.6618
TJIG,10/9/2015,86,77,66.1518,80.49913,88.7482
TJIG,10/10/2015,87.8,82.4,62.249,72.90317,78.9011
TJIG,10/11/2015,87.8,82.4,58.7818,72.67402,78.9011
TJIG,10/12/2015,87.8,78.8,66.1518,74.03986,83.5503
TJIG,10/13/2015,87.8,80.6,58.5495,73.75866,83.7722
TJIG,10/14/2015,87.8,80.6,66.3535,75.435905,79.0392
TJIG,10/15/2015,87.8,80.6,66.3535,76.927185,83.6618
TJIG,10/16/2015,86,78.8,70.0832,81.35663,88.7482
TJIG,10/17/2015,86,78.8,70.0832,79.12139,88.7482
TJIG,10/18/2015,87.8,78.8,66.3535,78.664085,88.7482
TJIG,10/19/2015,87.8,78.8,62.249,74.555405,83.5503
TJIG,10/20/2015,89.6,78.8,51.9784,72.20728,83.5503
TJIG,10/21/2015,87.8,80.6,62.4672,72.524925,78.7617
TJIG,10/22/2015,89.6,80.6,62.4672,76.16609,83.6618
TJIG,10/23/2015,86,78.8,62.249,75.13712,83.6618
TJIG,10/24/2015,86,73.4,62.249,79.63769,88.6689
TJIG,10/25/2015,87.8,73.4,58.7818,79.044914,88.5888
TJIG,10/26/2015,80.6,75.2,74.1149,83.10629,88.5888
TJIG,10/27/2015,84.2,78.8,69.8975,82.82317,88.7482
TJIG,10/28/2015,86,78.8,70.2674,81.29265,88.7482
TJIG,10/29/2015,87.8,77,65.9485,80.43507,94.1853
TJIG,10/30/2015,87.8,78.8,62.4672,78.29806,83.7722
TJIG,10/31/2015,87.8,77,66.1518,80.34917,88.6689
TJIG,11/1/2015,84.2,75.2,74.4434,84.77294,88.7482
TJIG,11/2/2015,87.8,75.2,62.249,81.864365,94.143
TJIG,11/3/2015,84.2,78.8,70.0832,82.79489,88.7482
TJIG,11/4/2015,86,78.8,66.1518,76.83195,83.6618
TJIG,11/5/2015,86,78.8,66.1518,76.75399,83.6618
TJIG,11/6/2015,86,77,66.1518,78.50309,88.6689
TJIG,11/7/2015,80.6,75.2,78.7617,86.967964,94.1853
TJIG,11/8/2015,86,78.8,66.1518,81.45852,88.7482
TJIG,11/9/2015,86,78.8,66.1518,76.15555,83.5503
TJIG,11/10/2015,87.8,77,66.1518,78.22611,88.6689
TJIG,11/11/2015,86,77,70.0832,81.54699,94.1853
TJIG,11/12/2015,86,78.8,62.0291,73.80826,83.5503
TJIG,11/13/2015,86,77,65.9485,75.94062,83.4376
TJIG,11/14/2015,84.2,77,69.8975,78.32453,83.7722
TJIG,11/15/2015,86,77,62.249,77.24496,88.6689
TJIG,11/16/2015,86,77,62.249,77.61131,88.6689
TJIG,11/17/2015,86,77,62.249,75.355545,88.7482
TJIG,11/18/2015,86,77,66.1518,78.27782,88.6689
TJIG,11/19/2015,86,77,62.249,74.98643,83.5503
TJIG,11/20/2015,84.2,80.6,45.3392,60.696854,69.7103
TJIG,11/21/2015,82.4,73.4,51.2122,76.669846,88.5078
TJIG,11/22/2015,84.2,75.2,58.08,72.15396,78.4789
TJIG,11/23/2015,86,77,65.9485,77.14232,88.7482
TJIG,11/24/2015,87.8,77,51.9784,71.15619,83.5503
TJIG,11/25/2015,86,75.2,55.0443,77.4775,88.5888
TJIG,11/26/2015,84.2,77,69.8975,80.48821,88.6689
TJIG,11/27/2015,86,77,62.0291,74.60259,83.5503
TJIG,11/28/2015,82.4,75.2,69.8975,82.333984,88.668915
TJIG,11/29/2015,82.4,71.6,74.2799,83.58996,94.14301
TJIG,11/30/2015,86,78.8,66.1518,75.902145,83.5503
TJIG,12/1/2015,86,78.8,70.2674,79.87137,83.7722
TJIG,12/2/2015,86,77,65.9485,80.15317,88.6689
TJIG,12/3/2015,86,78.8,62.249,71.990364,78.7617
TJIG,12/4/2015,84.2,77,69.8975,77.14936,83.4376
TJIG,12/5/2015,84.2,78.8,69.8975,79.01958,83.5503
TJIG,12/6/2015,84.2,75.2,58.08,76.80442,88.5888
TJIG,12/7/2015,82.4,75.2,74.1149,82.93789,94.143
TJIG,12/8/2015,86,75.2,55.0443,78.868576,88.5888
TJIG,12/9/2015,86,77,51.7246,72.55034,83.4376
TJIG,12/10/2015,86,75.2,55.0443,72.34102,88.5888
TJIG,12/11/2015,86,77,58.5495,74.292854,83.5503
TJIG,12/12/2015,84.2,80.6,58.3156,66.160225,74.1149
TJIG,12/13/2015,84.2,75.2,62.0291,72.558586,78.4789
TJIG,12/14/2015,84.2,77,62.0291,73.79419,83.4376
TJIG,12/15/2015,84.2,75.2,58.08,71.79497,83.3239
TJIG,12/16/2015,84.2,75.2,61.5844,73.50563,83.3239
TJIG,12/17/2015,84.2,75.2,61.8076,74.34319,83.3239
TJIG,12/18/2015,84.2,77,61.8076,72.487434,78.621
TJIG,12/19/2015,84.2,75.2,69.8975,77.29002,83.3239
TJIG,12/20/2015,82.4,75.2,61.8076,79.58028,88.5888
TJIG,12/21/2015,84.2,77,65.7435,75.461975,83.4376
TJIG,12/22/2015,82.4,75.2,69.7103,79.34546,88.5888
TJIG,12/23/2015,84.2,77,62.0291,72.82053,78.621
TJIG,12/24/2015,82.4,77,69.8975,78.17004,83.4376
TJIG,12/25/2015,82.4,78.8,65.5369,71.89948,78.621
TJIG,12/26/2015,84.2,75.2,65.7435,78.08999,83.5503
TJIG,12/27/2015,82.4,73.4,65.7435,74.03542,78.621
TJIG,12/28/2015,82.4,73.4,69.7103,82.087105,88.5078
TJIG,12/29/2015,82.4,75.2,65.7435,75.79919,83.3239
TJIG,12/30/2015,80.6,77,73.9485,76.97131,88.6689
TJIG,12/31/2015,82.4,75.2,65.5369,75.61595,83.4376
TJIG,1/1/2016,82.4,75.2,61.8076,72.49403,78.3355
TJIG,1/2/2016,82.4,44.6,65.3286,74.77566,83.209
TJIG,1/3/2016,82.4,71.6,61.8076,77.80088,88.5078
TJIG,1/4/2016,84.2,73.4,51.4692,69.69283,83.209
TJIG,1/5/2016,84.2,73.4,58.3156,78.00911,88.5888
TJIG,1/6/2016,82.4,73.4,65.7435,81.288185,88.5888
TJIG,1/7/2016,86,75.2,54.7986,74.257484,88.5888
TJIG,1/8/2016,84.2,75.2,65.7435,77.09735,88.5888
TJIG,1/9/2016,82.4,73.4,69.8975,79.87172,88.5078
TJIG,1/10/2016,82.4,75.2,69.8975,80.18019,88.5888
TJIG,1/11/2016,82.4,77,65.5369,73.57388,83.4376
TJIG,1/12/2016,82.4,73.4,65.7435,75.53133,83.209
TJIG,1/13/2016,82.4,75.2,57.8427,68.37898,78.3355
TJIG,1/14/2016,82.4,73.4,61.5844,72.216064,83.209
TJIG,1/15/2016,82.4,71.6,54.5512,69.99617,83.209
TJIG,1/16/2016,80.6,73.4,69.5214,79.130775,88.5078
