station,day,max_temp_f,min_temp_f,min_rh,avg_rh,max_rh
TJIG,3/30/2011,84.2,80.6,70.083244,,83.66177
TJIG,3/31/2011,84.2,80.6,62.02914,,74.114944
TJIG,4/1/2011,89.6,82.4,46.142197,,62.02914
TJIG,4/2/2011,84.2,82.4,62.02914,,65.74351
TJIG,4/3/2011,82.4,82.4,65.74351,,65.74351
TJIG,4/4/2011,82.4,78.8,65.74351,,73.9485
TJIG,4/5/2011,78.8,75.2,73.9485,,83.32391
TJIG,4/6/2011,82.4,80.6,69.897545,,74.114944
TJIG,4/7/2011,80.6,80.6,65.536865,,69.71026
TJIG,4/8/2011,80.6,75.2,69.138725,,73.780556
TJIG,4/9/2011,78.8,78.8,65.32855,,65.32855
TJIG,4/10/2011,80.6,78.8,65.32855,,65.536865
TJIG,4/11/2011,78.8,78.8,65.32855,,65.32855
TJIG,4/12/2011,78.8,78.8,73.9485,,73.9485
TJIG,4/13/2011,,,,,
TJIG,4/14/2011,,,,,
TJIG,4/15/2011,80.6,78.8,74.114944,,78.62098
TJIG,4/16/2011,78.8,78.8,69.52137,,69.52137
TJIG,4/17/2011,,,,,
TJIG,4/18/2011,80.6,78.8,65.32855,,65.536865
TJIG,4/19/2011,80.6,75.2,65.536865,,83.32391
TJIG,4/20/2011,82.4,80.6,65.536865,,69.897545
TJIG,4/21/2011,,,,,
TJIG,4/22/2011,80.6,78.8,69.71026,,73.9485
TJIG,4/23/2011,80.6,78.8,69.52137,,69.71026
TJIG,4/24/2011,80.6,80.6,69.71026,,69.71026
TJIG,4/25/2011,84.2,82.4,65.94849,,69.897545
TJIG,4/26/2011,82.4,77,74.2799,,83.437645
TJIG,4/27/2011,82.4,75.2,74.2799,,88.588776
TJIG,4/28/2011,82.4,78.8,61.807594,,69.71026
TJIG,4/29/2011,82.4,77,61.807594,,69.330864
TJIG,4/30/2011,80.6,78.8,69.71026,,74.114944
TJIG,5/1/2011,80.6,75.2,78.76171,,88.588776
TJIG,5/2/2011,82.4,80.6,74.114944,,78.76171
TJIG,5/3/2011,82.4,78.8,69.897545,,78.62098
TJIG,5/4/2011,80.6,78.8,69.71026,,78.62098
TJIG,5/5/2011,,,,,
TJIG,5/6/2011,78.8,78.8,61.3594,,65.32855
TJIG,5/7/2011,80.6,77,61.58435,,69.330864
TJIG,5/8/2011,82.4,78.8,61.807594,,69.52137
TJIG,5/9/2011,82.4,80.6,65.74351,,74.114944
TJIG,5/10/2011,,,,,
TJIG,5/11/2011,80.6,78.8,69.71026,,74.114944
TJIG,5/12/2011,80.6,80.6,74.114944,,74.114944
TJIG,5/13/2011,80.6,80.6,78.76171,,78.76171
TJIG,5/14/2011,77,77,88.668915,,88.668915
TJIG,5/15/2011,89.6,77,55.530766,,83.55026
TJIG,5/16/2011,91.4,82.4,49.362175,,70.083244
TJIG,5/17/2011,80.6,75.2,74.114944,,94.14301
TJIG,5/18/2011,86,82.4,66.15182,,78.90113
TJIG,5/19/2011,78.8,77,78.62098,,88.74824
TJIG,5/20/2011,,,,,
TJIG,5/21/2011,,,,,
TJIG,5/22/2011,,,,,
TJIG,5/23/2011,,,,,
TJIG,5/24/2011,82.4,78.8,78.90113,,94.22723
TJIG,5/25/2011,,,,,
TJIG,5/26/2011,,,,,
TJIG,5/27/2011,86,82.4,69.897545,,78.90113
TJIG,5/28/2011,86,80.6,70.26737,,88.826744
TJIG,5/29/2011,,,,,
TJIG,5/30/2011,,,,,
TJIG,5/31/2011,,,,,
TJIG,6/1/2011,84.2,80.6,79.039246,,83.66177
TJIG,6/2/2011,,,,,
TJIG,6/3/2011,,,,,
TJIG,6/4/2011,82.4,77,74.2799,,88.668915
TJIG,6/5/2011,82.4,78.8,83.772194,,94.22723
TJIG,6/6/2011,86,75.2,62.249004,,88.588776
TJIG,6/7/2011,86,82.4,70.26737,,78.90113
TJIG,6/8/2011,82.4,78.8,83.55026,,83.772194
TJIG,6/9/2011,,,,,
TJIG,6/10/2011,93.2,80.6,56.010715,,88.826744
TJIG,6/11/2011,89.6,84.2,66.55361,,79.039246
TJIG,6/12/2011,,,,,
TJIG,6/13/2011,86,82.4,70.26737,,83.772194
TJIG,6/14/2011,84.2,84.2,79.039246,,79.039246
TJIG,6/15/2011,89.6,82.4,59.012367,,83.772194
TJIG,6/16/2011,78.8,75.2,73.9485,,88.588776
TJIG,6/17/2011,86,86,74.60542,,74.60542
TJIG,6/18/2011,,,,,
TJIG,6/19/2011,,,,,
TJIG,6/20/2011,,,,,
TJIG,6/21/2011,,,,,
TJIG,6/22/2011,86,86,74.60542,,74.60542
TJIG,6/23/2011,87.8,84.2,66.35352,,74.44338
TJIG,6/24/2011,86,86,70.26737,,70.26737
TJIG,6/25/2011,84.2,84.2,70.083244,,74.44338
TJIG,6/26/2011,86,78.8,74.60542,,88.74824
TJIG,6/27/2011,,,,,
TJIG,6/28/2011,,,,,
TJIG,6/29/2011,,,,,
TJIG,6/30/2011,84.2,82.4,74.44338,,78.90113
TJIG,7/1/2011,,,,,
TJIG,7/2/2011,,,74.2799,85.5574,94.1853
TJIG,7/3/2011,82.4,75.2,78.90113,,88.826744
TJIG,7/4/2011,89.6,80.6,59.012367,,88.826744
TJIG,7/5/2011,86,86,70.26737,,70.26737
TJIG,7/6/2011,,,,,
TJIG,7/7/2011,82.4,73.4,83.772194,,94.10022
TJIG,7/8/2011,84.2,82.4,65.94849,,78.90113
TJIG,7/9/2011,84.2,82.4,79.039246,,83.772194
TJIG,7/10/2011,84.2,80.6,74.44338,,88.826744
TJIG,7/11/2011,,,,,
TJIG,7/12/2011,82.4,78.8,78.90113,,88.74824
TJIG,7/13/2011,86,86,70.26737,,70.26737
TJIG,7/14/2011,89.6,75.2,62.683746,,88.588776
TJIG,7/15/2011,86,78.8,74.60542,,88.74824
TJIG,7/16/2011,86,80.6,65.94849,,78.76171
TJIG,7/17/2011,,,,,
TJIG,7/18/2011,86,80.6,69.897545,,88.826744
TJIG,7/19/2011,87.8,86,70.44994,,74.76602
TJIG,7/20/2011,82.4,82.4,83.772194,,83.772194
TJIG,7/21/2011,86,84.2,74.44338,,79.039246
TJIG,7/22/2011,86,86,66.15182,,66.15182
TJIG,7/23/2011,84.2,82.4,83.88154,,88.90445
TJIG,7/24/2011,84.2,84.2,83.88154,,83.88154
TJIG,7/25/2011,,,,,
TJIG,7/26/2011,,,,,
TJIG,7/27/2011,84.2,80.6,74.44338,,83.66177
TJIG,7/28/2011,86,78.8,70.26737,,88.74824
TJIG,7/29/2011,86,84.2,74.60542,,83.88154
TJIG,7/30/2011,86,77,70.26737,,94.18534
TJIG,7/31/2011,86,84.2,70.26737,,74.44338
TJIG,8/1/2011,,,,,
TJIG,8/2/2011,,,,,
TJIG,8/3/2011,,,,,
TJIG,8/4/2011,,,,,
TJIG,8/5/2011,,,,,
TJIG,8/6/2011,,,,,
TJIG,8/7/2011,,,,,
TJIG,8/8/2011,,,,,
TJIG,8/9/2011,,,,,
TJIG,8/10/2011,,,,,
TJIG,8/11/2011,,,,,
TJIG,8/12/2011,,,,,
TJIG,8/13/2011,,,,,
TJIG,8/14/2011,,,,,
TJIG,8/15/2011,,,,,
TJIG,8/16/2011,,,,,
TJIG,8/17/2011,,,,,
TJIG,8/18/2011,,,,,
TJIG,8/19/2011,,,,,
TJIG,8/20/2011,,,,,
TJIG,8/21/2011,,,,,
TJIG,8/22/2011,,,,,
TJIG,8/23/2011,,,,,
TJIG,8/24/2011,,,,,
TJIG,8/25/2011,,,,,
TJIG,8/26/2011,,,,,
TJIG,8/27/2011,,,,,
TJIG,8/28/2011,,,,,
TJIG,8/29/2011,,,,,
TJIG,8/30/2011,,,,,
TJIG,8/31/2011,,,,,
TJIG,9/1/2011,,,,,
TJIG,9/2/2011,,,,,
TJIG,9/3/2011,,,,,
TJIG,9/4/2011,,,,,
TJIG,9/5/2011,,,,,
TJIG,9/6/2011,,,,,
TJIG,9/7/2011,,,,,
TJIG,9/8/2011,,,,,
TJIG,9/9/2011,,,,,
TJIG,9/10/2011,,,,,
TJIG,9/11/2011,,,,,
TJIG,9/12/2011,,,,,
TJIG,9/13/2011,,,,,
TJIG,9/14/2011,,,,,
TJIG,9/15/2011,,,,,
TJIG,9/16/2011,,,,,
TJIG,9/17/2011,,,,,
TJIG,9/18/2011,,,,,
TJIG,9/19/2011,,,,,
TJIG,9/20/2011,,,,,
TJIG,9/21/2011,,,,,
TJIG,9/22/2011,,,,,
TJIG,9/23/2011,,,,,
TJIG,9/24/2011,,,,,
TJIG,9/25/2011,,,,,
TJIG,9/26/2011,,,,,
TJIG,9/27/2011,,,,,
TJIG,9/28/2011,,,,,
TJIG,9/29/2011,,,,,
TJIG,9/30/2011,,,,,
TJIG,10/1/2011,,,,,
TJIG,10/2/2011,,,,,
TJIG,10/3/2011,,,,,
TJIG,10/4/2011,,,,,
TJIG,10/5/2011,,,,,
TJIG,10/6/2011,,,,,
TJIG,10/7/2011,,,,,
TJIG,10/8/2011,,,,,
TJIG,10/9/2011,,,,,
TJIG,10/10/2011,,,,,
TJIG,10/11/2011,,,,,
TJIG,10/12/2011,,,,,
TJIG,10/13/2011,,,,,
TJIG,10/14/2011,,,,,
TJIG,10/15/2011,,,,,
TJIG,10/16/2011,,,,,
TJIG,10/17/2011,,,,,
TJIG,10/18/2011,,,,,
TJIG,10/19/2011,,,,,
TJIG,10/20/2011,,,,,
TJIG,10/21/2011,,,,,
TJIG,10/22/2011,,,,,
TJIG,10/23/2011,,,,,
TJIG,10/24/2011,,,,,
TJIG,10/25/2011,86,82.4,70.2674,76.35815,79.0392
TJIG,10/26/2011,87.8,80.6,62.249,76.305214,88.826744
TJIG,10/27/2011,87.8,80.6,66.1518,76.1674,83.6618
TJIG,10/28/2011,86,78.8,62.249,74.88695,83.5503
TJIG,10/29/2011,86,77,66.1518,80.04238,94.1853
TJIG,10/30/2011,86,78.8,66.1518,73.53807,83.5503
TJIG,10/31/2011,86,78.8,62.249,76.8933,88.7482
TJIG,11/1/2011,86,77,62.249,80.2495,94.1853
TJIG,11/2/2011,87.8,77,55.2883,76.609436,83.5503
TJIG,11/3/2011,84.2,75.2,65.9485,80.87486,94.143
TJIG,11/4/2011,89.6,77,55.2883,74.388084,88.6689
TJIG,11/5/2011,87.8,78.8,62.4672,76.05995,83.5503
TJIG,11/6/2011,89.6,77,55.5308,77.25887,88.668915
TJIG,11/7/2011,89.6,75.2,59.012367,83.24516,94.143
TJIG,11/8/2011,84.2,77,74.4434,86.79053,94.1853
TJIG,11/9/2011,87.8,75.2,70.0832,83.20769,94.143
TJIG,11/10/2011,86,75.2,70.26737,,94.22723
TJIG,11/11/2011,86,78.8,70.2674,79.2264,88.74824
TJIG,11/12/2011,86,77,66.1518,76.6757,88.6689
TJIG,11/13/2011,86,78.8,62.249,74.48118,83.6618
TJIG,11/14/2011,86,77,70.0832,83.13627,94.1853
TJIG,11/15/2011,86,80.6,66.1518,73.94663,78.7617
TJIG,11/16/2011,84.2,77,62.0291,71.95221,88.668915
TJIG,11/17/2011,86,77,62.249,75.95404,88.6689
TJIG,11/18/2011,84.2,77,69.8975,74.94603,83.5503
TJIG,11/19/2011,84.2,80.6,54.7986,65.47303,69.7103
TJIG,11/20/2011,84.2,80.6,65.9485,75.7419,78.7617
TJIG,11/21/2011,84.2,78.8,69.8975,74.85816,83.5503
TJIG,11/22/2011,84.2,80.6,69.8975,75.83508,78.7617
TJIG,11/23/2011,84.2,78.8,65.94849,73.32885,83.55026
TJIG,11/24/2011,84.2,75.2,70.0832,79.14191,88.668915
TJIG,11/25/2011,80.6,75.2,78.621,83.54283,88.668915
TJIG,11/26/2011,82.4,73.4,74.1149,89.04075,100
TJIG,11/27/2011,82.4,77,69.8975,80.97062,88.668915
TJIG,11/28/2011,84.2,73.4,70.0832,81.78232,88.507805
TJIG,11/29/2011,82.4,78.8,69.8975,76.29215,78.76171
TJIG,11/30/2011,82.4,75.2,65.7435,78.32675,88.668915
TJIG,12/1/2011,82.4,75.2,65.7435,77.47241,88.668915
TJIG,12/2/2011,84.2,75.2,65.7435,78.03387,88.5888
TJIG,12/3/2011,80.6,78.8,61.58435,65.67636,69.7103
TJIG,12/4/2011,80.6,73.4,57.8427,70.38376,83.209
TJIG,12/5/2011,80.6,75.2,74.1149,78.0703,88.5888
TJIG,12/6/2011,86,80.6,62.249004,,74.114944
TJIG,12/7/2011,87.8,80.6,62.4672,71.5384,74.2799
TJIG,12/8/2011,87.8,75.2,62.4672,79.48245,94.143
TJIG,12/9/2011,80.6,78.8,,,
TJIG,12/10/2011,82.4,75.2,69.8975,85.45987,94.1853
TJIG,12/11/2011,84.2,75.2,65.9485,79.4106,88.6689
TJIG,12/12/2011,86,73.4,62.0291,74.43705,88.5078
TJIG,12/13/2011,,,,,
TJIG,12/14/2011,,,,,
TJIG,12/15/2011,84.2,77,48.3188,54.96394,73.7806
TJIG,12/16/2011,82.4,77,57.6037,64.2594,69.3309
TJIG,12/17/2011,84.2,75.2,54.798595,66.10599,73.9485
TJIG,12/18/2011,86,77,48.582,60.155586,69.5214
TJIG,12/19/2011,86,75.2,39.860752,56.96442,64.9068
TJIG,12/20/2011,80.6,73.4,61.5844,74.813675,88.5078
TJIG,12/21/2011,82.4,77,58.08,65.003426,73.9485
TJIG,12/22/2011,82.4,77,54.5512,65.587135,73.7806
TJIG,12/23/2011,84.2,73.4,54.798595,69.1031,83.209045
TJIG,12/24/2011,84.2,77,54.7986,66.73677,73.7806
TJIG,12/25/2011,82.4,77,61.5844,71.03632,83.4376
TJIG,12/26/2011,84.2,78.8,58.08,61.221878,73.9485
TJIG,12/27/2011,84.2,75.2,58.315598,69.56928,78.3355
TJIG,12/28/2011,84.2,71.6,65.7435,82.111275,94.1002
TJIG,12/29/2011,84.2,75.2,62.0291,75.3177,83.3239
TJIG,12/30/2011,84.2,75.2,65.7435,76.628174,88.5888
TJIG,12/31/2011,84.2,73.4,58.315598,79.59492,94.1002
TJIG,1/1/2012,84.2,73.4,62.0291,78.30823,94.1002
TJIG,1/2/2012,82.4,73.4,65.5369,82.25894,94.1002
TJIG,1/3/2012,86,71.6,62.249,78.43865,94.143
TJIG,1/4/2012,84.2,71.6,62.0291,79.29642,94.057
TJIG,1/5/2012,84.2,73.4,69.8975,83.94257,94.1002
TJIG,1/6/2012,84.2,73.4,65.9485,84.791534,94.1002
TJIG,1/7/2012,84.2,73.4,65.7435,81.768196,94.1002
TJIG,1/8/2012,84.2,73.4,58.3156,74.59206,88.5078
TJIG,1/9/2012,84.2,71.6,62.0291,76.394966,88.426
TJIG,1/10/2012,84.2,73.4,62.0291,72.750916,83.209
TJIG,1/11/2012,84.2,77,,,
TJIG,1/12/2012,84.2,73.4,54.5512,67.68486,78.1907
TJIG,1/13/2012,84.2,75.2,62.0291,77.874725,88.5888
TJIG,1/14/2012,84.2,75.2,58.3156,74.58736,88.5888
TJIG,1/15/2012,84.2,75.2,61.8076,76.04548,88.5888
TJIG,1/16/2012,84.2,75.2,54.7986,69.29976,78.4789
TJIG,1/17/2012,80.6,71.6,65.5369,74.068924,88.5078
TJIG,1/18/2012,84.2,73.4,54.7986,67.65357,83.209
TJIG,1/19/2012,84.2,69.8,54.7986,76.71107,94.0132
TJIG,1/20/2012,84.2,73.4,54.7986,74.03726,88.5888
TJIG,1/21/2012,84.2,69.8,62.0291,79.586716,94.0132
TJIG,1/22/2012,84.2,73.4,54.5512,70.633965,83.209
TJIG,1/23/2012,82.4,75.2,51.2122,66.13796,78.3355
TJIG,1/24/2012,84.2,77,51.2122,58.873714,65.1185
TJIG,1/25/2012,84.2,75.2,51.4692,63.27866,69.3309
TJIG,1/26/2012,82.4,71.6,58.08,67.5107,88.426
TJIG,1/27/2012,82.4,73.4,58.08,72.39513,83.3239
TJIG,1/28/2012,80.6,71.6,61.5844,76.5071,88.426
TJIG,1/29/2012,84.2,75.2,58.3156,71.75957,78.3355
TJIG,1/30/2012,80.6,73.4,69.7103,81.61718,88.5078
TJIG,1/31/2012,84.2,75.2,62.0291,74.99135,83.3239
TJIG,2/1/2012,80.6,75.2,65.5369,73.18689,88.5888
TJIG,2/2/2012,82.4,73.4,65.7435,77.194786,88.5078
TJIG,2/3/2012,82.4,73.4,61.8076,73.342384,94.1002
TJIG,2/4/2012,82.4,75.2,58.08,68.995705,78.3355
TJIG,2/5/2012,84.2,71.6,58.3156,79.59941,94.057
TJIG,2/6/2012,82.4,71.6,65.7435,79.17022,88.5078
TJIG,2/7/2012,82.4,71.6,65.5369,80.03564,88.5078
TJIG,2/8/2012,84.2,73.4,62.0291,79.18649,88.5078
TJIG,2/9/2012,86,73.4,62.249,80.150215,94.1002
TJIG,2/10/2012,86,78.8,62.249,69.47213,78.621
TJIG,2/11/2012,87.8,73.4,43.068,70.28404,83.209
TJIG,2/12/2012,86,73.4,51.724586,69.10719,78.3355
TJIG,2/13/2012,82.4,71.6,65.7435,75.19367,83.209045
TJIG,2/14/2012,78.8,75.2,73.9485,81.37332,88.5888
TJIG,2/15/2012,82.4,73.4,65.536865,78.7949,88.507805
TJIG,2/16/2012,84.2,73.4,58.315598,74.91028,94.10022
TJIG,2/17/2012,84.2,75.2,54.798595,68.23032,78.3355
TJIG,2/18/2012,82.4,73.4,57.842686,72.10798,83.32391
TJIG,2/19/2012,84.2,71.6,62.0291,78.8173,88.5888
TJIG,2/20/2012,84.2,69.8,48.3188,70.10483,88.507805
TJIG,2/21/2012,84.2,71.6,58.315598,74.92495,88.426
TJIG,2/22/2012,84.2,75.2,54.798595,66.56752,73.9485
TJIG,2/23/2012,84.2,75.2,65.7435,74.97838,83.437645
TJIG,2/24/2012,84.2,73.4,61.807594,78.496704,88.5888
TJIG,2/25/2012,84.2,73.4,61.807594,73.16255,83.209045
TJIG,2/26/2012,86,73.4,58.315598,74.94717,88.507805
TJIG,2/27/2012,84.2,77,57.842686,68.00961,73.9485
TJIG,2/28/2012,82.4,75.2,65.7435,76.57617,83.437645
TJIG,2/29/2012,84.2,75.2,58.07999,67.2482,78.3355
TJIG,3/1/2012,80.6,73.4,69.7103,80.47531,88.5888
TJIG,3/2/2012,84.2,73.4,58.3156,74.4552,88.5078
TJIG,3/3/2012,84.2,73.4,65.7435,80.08498,94.1002
TJIG,3/4/2012,86,73.4,58.5495,77.97031,88.5078
TJIG,3/5/2012,82.4,75.2,65.5369,73.026344,78.3355
TJIG,3/6/2012,86,73.4,54.5512,70.17277,83.209
TJIG,3/7/2012,84.2,71.6,54.7986,73.46312,88.426
TJIG,3/8/2012,84.2,73.4,58.3156,70.097664,78.1907
TJIG,3/9/2012,84.2,73.4,58.3156,72.761444,83.3239
TJIG,3/10/2012,84.2,71.6,58.3156,74.52639,88.426
TJIG,3/11/2012,86,73.4,58.3156,74.514206,88.5078
TJIG,3/12/2012,82.4,75.2,61.8076,71.65482,78.621
TJIG,3/13/2012,84.2,71.6,58.3156,70.47117,83.093
TJIG,3/14/2012,84.2,75.2,61.8076,70.92289,78.3355
TJIG,3/15/2012,84.2,75.2,54.5512,65.92775,73.6111
TJIG,3/16/2012,86,73.4,51.4692,65.796364,78.1907
TJIG,3/17/2012,86,73.4,55.0443,69.07387,83.209
TJIG,3/18/2012,86,73.4,58.5495,72.52941,83.3239
TJIG,3/19/2012,86,73.4,55.0443,71.78024,83.209
TJIG,3/20/2012,86,73.4,55.0443,70.46906,83.209
TJIG,3/21/2012,86,75.2,58.5495,70.21844,78.3355
TJIG,3/22/2012,80.6,71.6,74.1149,88.563255,94.057
TJIG,3/23/2012,80.6,71.6,65.5369,80.67965,88.5078
TJIG,3/24/2012,84.2,75.2,65.7435,76.098785,83.4376
TJIG,3/25/2012,80.6,71.6,74.1149,89.644745,94.1002
TJIG,3/26/2012,86,73.4,62.0291,77.17424,88.5078
TJIG,3/27/2012,84.2,69.8,61.8076,72.01503,78.3355
TJIG,3/28/2012,84.2,75.2,65.9485,78.83774,88.6689
TJIG,3/29/2012,78.8,59,72.0149,84.779205,94.1002
TJIG,3/30/2012,80.6,73.4,73.9485,87.840416,94.143
TJIG,3/31/2012,84.2,75.2,65.5369,75.99377,83.3239
TJIG,4/1/2012,89.6,73.4,49.1036,71.8887,88.5078
TJIG,4/2/2012,89.6,75.2,48.8436,70.8901,83.3239
TJIG,4/3/2012,87.8,75.2,58.7818,73.64546,83.3239
TJIG,4/4/2012,86,77,58.5495,73.716774,83.4376
TJIG,4/5/2012,86,77,61.8076,72.72046,78.7617
TJIG,4/6/2012,87.8,75.2,55.0443,73.6106,88.5888
TJIG,4/7/2012,87.8,77,58.5495,72.35691,83.4376
TJIG,4/8/2012,87.8,77,55.2883,71.531364,83.4376
TJIG,4/9/2012,82.4,75.2,65.5369,80.54492,94.143
TJIG,4/10/2012,86,75.2,58.5495,78.28362,88.5888
TJIG,4/11/2012,87.8,77,55.2883,73.96631,88.6689
TJIG,4/12/2012,86,78.8,62.249,74.689606,83.6618
TJIG,4/13/2012,89.6,75.2,55.5308,76.929726,88.6689
TJIG,4/14/2012,82.4,73.4,74.2799,90.00862,100
TJIG,4/15/2012,82.4,75.2,54.5512,59.983124,69.3309
TJIG,4/16/2012,84.2,77,45.0687,51.821114,61.1327
TJIG,4/17/2012,84.2,77,50.6934,55.62292,69.3309
TJIG,4/18/2012,84.2,73.4,51.2122,62.91824,73.44011
TJIG,4/19/2012,86,71.6,45.6083,64.313126,78.0446
TJIG,4/20/2012,84.2,75.2,54.7986,67.95453,78.3355
TJIG,4/21/2012,84.2,75.2,69.8975,77.15995,83.6618
TJIG,4/22/2012,87.8,77,58.7818,75.85363,88.6689
TJIG,4/23/2012,89.6,80.6,52.2305,67.48014,78.7617
TJIG,4/24/2012,87.8,84.2,,,
TJIG,4/25/2012,87.8,78.8,58.7818,78.82935,88.9044
TJIG,4/26/2012,87.8,78.8,62.4672,75.55248,83.5503
TJIG,4/27/2012,84.2,77,65.9485,78.14569,88.6689
TJIG,4/28/2012,87.8,78.8,58.5495,67.19714,74.1149
TJIG,4/29/2012,86,77,62.0291,73.879036,83.4376
TJIG,4/30/2012,84.2,77,58.3156,74.81441,83.5503
TJIG,5/1/2012,86,77,62.0291,70.88493,78.4789
TJIG,5/2/2012,82.4,77,78.7617,86.29706,88.6689
TJIG,5/3/2012,82.4,77,69.8975,83.38619,94.1853
TJIG,5/4/2012,87.8,75.2,66.3535,86.25554,100
TJIG,5/5/2012,86,73.4,66.1518,83.00781,94.1002
TJIG,5/6/2012,82.4,77,69.8975,80.2821,88.6689
TJIG,5/7/2012,86,75.2,62.249,77.681755,94.143
TJIG,5/8/2012,87.8,77,66.1518,76.67526,83.6618
TJIG,5/9/2012,87.8,78.8,66.3535,79.78943,88.7482
TJIG,5/10/2012,87.8,77,58.5495,78.439285,88.7482
TJIG,5/11/2012,87.8,78.8,70.2674,83.88748,94.2272
TJIG,5/12/2012,91.4,78.8,52.4811,77.51702,88.7482
TJIG,5/13/2012,87.8,80.6,66.1518,76.77844,83.6618
TJIG,5/14/2012,89.6,77,58.5495,75.11286,88.6689
TJIG,5/15/2012,89.6,77,55.5308,73.056885,83.4376
TJIG,5/16/2012,87.8,78.8,62.4672,73.3859,78.7617
TJIG,5/17/2012,86,78.8,62.249,78.953186,88.7482
TJIG,5/18/2012,86,77,70.2674,82.57361,88.7482
TJIG,5/19/2012,89.6,78.8,49.1036,65.469154,74.2799
TJIG,5/20/2012,86,77,62.249,79.510506,88.7482
TJIG,5/21/2012,87.8,77,58.7818,74.70171,88.6689
TJIG,5/22/2012,84.2,78.8,74.2799,80.34989,83.6618
TJIG,5/23/2012,89.6,78.8,52.2305,73.017815,83.5503
TJIG,5/24/2012,87.8,78.8,62.0291,69.85232,78.621
TJIG,5/25/2012,86,80.6,62.0291,66.5486,69.8975
TJIG,5/26/2012,86,77,55.0443,67.73151,78.4789
TJIG,5/27/2012,86,77,62.249,72.090256,78.7617
TJIG,5/28/2012,87.8,80.6,58.5495,72.031425,78.7617
TJIG,5/29/2012,87.8,77,62.249,75.00818,83.6618
TJIG,5/30/2012,89.6,80.6,55.5308,70.90015,78.7617
TJIG,5/31/2012,89.6,80.6,58.7818,74.13365,83.6618
TJIG,6/1/2012,93.2,80.6,52.7302,66.81464,78.7617
TJIG,6/2/2012,93.2,80.6,46.407,63.63951,78.7617
TJIG,6/3/2012,89.6,80.6,58.7818,70.54318,78.7617
TJIG,6/4/2012,89.6,80.6,51.9784,68.47535,78.7617
TJIG,6/5/2012,93.2,78.8,43.8763,61.373184,78.621
TJIG,6/6/2012,91.4,82.4,52.4811,68.32785,74.6054
TJIG,6/7/2012,89.6,82.4,58.7818,70.18657,74.6054
TJIG,6/8/2012,89.6,80.6,62.249,71.724,78.7617
TJIG,6/9/2012,91.4,80.6,55.7715,68.321365,74.1149
TJIG,6/10/2012,91.4,80.6,55.7715,67.44023,74.1149
TJIG,6/11/2012,91.4,84.2,52.4811,65.86287,74.4434
TJIG,6/12/2012,89.6,86,58.7818,68.0466,70.4499
TJIG,6/13/2012,93.2,82.4,43.8763,63.993427,74.2799
TJIG,6/14/2012,89.6,80.6,59.0124,69.85397,78.7617
TJIG,6/15/2012,91.4,80.6,52.2305,66.38649,78.7617
TJIG,6/16/2012,89.6,80.6,62.249,71.37678,78.7617
TJIG,6/17/2012,91.4,80.6,55.5308,72.11318,83.6618
TJIG,6/18/2012,,84.2,55.5308,63.805763,74.4434
TJIG,6/19/2012,89.6,80.6,59.0124,70.058334,78.7617
TJIG,6/20/2012,87.8,82.4,62.4672,75.23337,83.7722
TJIG,6/21/2012,91.4,82.4,52.4811,66.8533,78.9011
TJIG,6/22/2012,93.2,80.6,49.3622,66.17129,83.6618
TJIG,6/23/2012,89.6,82.4,49.1036,66.63271,74.2799
TJIG,6/24/2012,91.4,80.6,55.5308,65.43112,74.1149
TJIG,6/25/2012,89.6,77,55.2883,68.54168,83.4376
TJIG,6/26/2012,91.4,82.4,52.2305,62.84763,69.8975
TJIG,6/27/2012,91.4,82.4,59.2413,71.909485,79.0392
TJIG,6/28/2012,91.4,82.4,55.7715,65.68597,70.2674
TJIG,6/29/2012,91.4,80.6,52.4811,68.25414,78.7617
TJIG,6/30/2012,89.6,84.2,59.0124,66.95193,74.4434
TJIG,7/1/2012,91.4,80.6,59.2413,70.68633,78.7617
TJIG,7/2/2012,87.8,78.8,70.4499,83.42974,88.7482
TJIG,7/3/2012,91.4,80.6,62.8986,74.783295,83.6618
TJIG,7/4/2012,91.4,75.2,59.2413,72.14354,88.5888
TJIG,7/5/2012,84.2,73.4,70.0832,86.40313,94.143
TJIG,7/6/2012,87.8,78.8,66.3535,75.88772,83.5503
TJIG,7/7/2012,91.4,80.6,59.2413,72.378105,83.6618
TJIG,7/8/2012,91.4,80.6,59.2413,72.91736,78.9011
TJIG,7/9/2012,86,78.8,70.0832,80.3529,88.7482
TJIG,7/10/2012,89.6,80.6,58.7818,74.42768,83.6618
TJIG,7/11/2012,89.6,82.4,59.0124,70.588974,78.9011
TJIG,7/12/2012,89.6,80.6,59.0124,75.598785,83.6618
TJIG,7/13/2012,89.6,78.8,62.6837,76.26561,83.8815
TJIG,7/14/2012,89.6,78.8,62.6837,74.47095,83.5503
TJIG,7/15/2012,87.8,82.4,70.2674,76.561264,83.7722
TJIG,7/16/2012,89.6,82.4,62.6837,73.19444,79.0392
TJIG,7/17/2012,89.6,82.4,,,
TJIG,7/18/2012,89.6,84.2,62.6837,64.848015,74.4434
TJIG,7/19/2012,87.8,80.6,66.1518,77.49506,83.6618
TJIG,7/20/2012,86,80.6,74.6054,85.27518,88.90445
TJIG,7/21/2012,89.6,80.6,62.6837,79.340416,88.826744
TJIG,7/22/2012,87.8,82.4,66.3535,77.907616,83.98982
TJIG,7/23/2012,89.6,80.6,62.4672,68.22568,74.2799
