Site,Weather,Scaler_win,Forecast_win,Trap_smoothing_flag,RMSE_mu,RMSE_sig
Arboleda,airport,4,21,FALSE,5.28212851,2.979417005
Arboleda,airport,4,30,FALSE,5.527838132,3.279800891
Arboleda,airport,4,34,FALSE,5.666474235,3.356530045
Arboleda,airport,4,52,FALSE,6.117511389,3.992247316
Arboleda,airport,4,80,FALSE,6.398122519,4.427074331
Arboleda,airport,4,150,FALSE,7.206445775,5.660308145
Arboleda,airport,8,3,FALSE,3.855591737,2.438902301
Arboleda,airport,8,4,FALSE,4.01891641,2.430971176
Arboleda,airport,8,8,FALSE,4.508228526,2.54734519
Arboleda,airport,8,17,FALSE,5.003224516,2.678042257
Arboleda,airport,8,21,FALSE,5.073546129,2.684455964
Arboleda,airport,8,30,FALSE,5.336231398,2.857202876
Arboleda,airport,8,34,FALSE,5.463824086,2.908948571
Arboleda,airport,8,52,FALSE,5.862609185,3.38353817
Arboleda,airport,8,80,FALSE,6.104894357,3.681545572
Arboleda,airport,8,150,FALSE,6.910737816,4.817100281
Arboleda,airport,13,3,FALSE,4.057664205,2.629053265
Arboleda,airport,13,4,FALSE,4.187561971,2.574946956
Arboleda,airport,13,8,FALSE,4.553184128,2.44697743
Arboleda,airport,13,17,FALSE,4.826856278,2.334499581
Arboleda,airport,13,21,FALSE,4.905415442,2.331597822
Arboleda,airport,13,30,FALSE,5.180883554,2.370829437
Arboleda,airport,13,34,FALSE,5.298724134,2.430223618
Arboleda,airport,13,52,FALSE,5.6308952,2.695143318
Arboleda,airport,13,80,FALSE,5.84810882,2.892707561
Arboleda,airport,13,150,FALSE,6.674674882,3.854082562
Arboleda,airport,17,3,FALSE,4.025260485,2.610843556
Arboleda,airport,17,4,FALSE,4.159958912,2.505483392
Arboleda,airport,17,8,FALSE,4.453045464,2.29248448
Arboleda,airport,17,17,FALSE,4.667656996,2.133430657
Arboleda,airport,17,21,FALSE,4.7771209,2.116221822
Arboleda,airport,17,30,FALSE,5.067188813,2.132255308
Arboleda,airport,17,34,FALSE,5.174950917,2.158864107
Arboleda,airport,17,52,FALSE,5.478530859,2.278173879
Arboleda,airport,17,80,FALSE,5.688211393,2.440003261
Arboleda,airport,17,150,FALSE,6.534711792,3.232418756
Arboleda,airport,21,3,FALSE,3.942519532,2.519733671
Arboleda,airport,21,4,FALSE,4.049549458,2.402536
Arboleda,airport,21,8,FALSE,4.276453482,2.08264988
Arboleda,airport,21,17,FALSE,4.577516195,1.950797108
Arboleda,airport,21,21,FALSE,4.709698996,1.945996038
Arboleda,airport,21,30,FALSE,4.991811303,2.002444235
Arboleda,airport,21,34,FALSE,5.088376738,2.023862559
Arboleda,airport,21,52,FALSE,5.387349439,2.044641596
Arboleda,airport,21,80,FALSE,5.577964167,2.186146798
Arboleda,airport,21,150,FALSE,6.453759778,2.850523215
Arboleda,airport,26,3,FALSE,3.742062322,2.216430497
Arboleda,airport,26,4,FALSE,3.870088802,2.101495036
Arboleda,airport,26,8,FALSE,4.177101005,1.825927666
Arboleda,airport,26,17,FALSE,4.565519714,1.84879114
Arboleda,airport,26,21,FALSE,4.697144981,1.918303186
Arboleda,airport,26,30,FALSE,4.947576164,2.03791525
Arboleda,airport,26,34,FALSE,5.04357755,2.041635341
Arboleda,airport,26,52,FALSE,5.328506404,1.984397838
Arboleda,airport,26,80,FALSE,5.48033803,2.10983688
Arboleda,airport,26,150,FALSE,6.40040899,2.70805799
Playa,airport,4,3,FALSE,6.318648508,4.325765741
Playa,airport,4,4,FALSE,6.528753742,4.191466637
Playa,airport,4,8,FALSE,7.057120042,4.160198807
Playa,airport,4,17,FALSE,8.182564316,4.181161033
Playa,airport,4,21,FALSE,8.370464072,3.921132552
Playa,airport,4,30,FALSE,8.585763368,3.487208869
Playa,airport,4,34,FALSE,8.762606833,3.338182996
Playa,airport,4,52,FALSE,9.553951317,4.307316218
Playa,airport,4,80,FALSE,10.17138157,5.21389645
Playa,airport,4,150,FALSE,10.78098656,6.155865645
Playa,airport,8,3,FALSE,6.130346909,4.193049868
Playa,airport,8,4,FALSE,6.366299668,4.065707929
Playa,airport,8,8,FALSE,7.094810632,3.914927707
Playa,airport,8,17,FALSE,7.905505459,3.521805138
Playa,airport,8,21,FALSE,7.963429104,3.224742479
Playa,airport,8,30,FALSE,8.218967233,2.752393394
Playa,airport,8,34,FALSE,8.406489439,2.61491592
Playa,airport,8,52,FALSE,9.170546862,3.164711255
Playa,airport,8,80,FALSE,9.750749962,3.785577824
Playa,airport,8,150,FALSE,10.3004865,4.51551717
Playa,airport,13,3,FALSE,6.450717527,4.348615707
Playa,airport,13,4,FALSE,6.669956056,4.149020031
Playa,airport,13,8,FALSE,7.235179845,3.765991382
Playa,airport,13,17,FALSE,7.624954856,3.134901399
Playa,airport,13,21,FALSE,7.693293488,2.919743057
Playa,airport,13,30,FALSE,8.025874382,2.484050199
Playa,airport,13,34,FALSE,8.224615047,2.387460832
Playa,airport,13,52,FALSE,8.926830149,2.471652407
Playa,airport,13,80,FALSE,9.484341975,2.829656141
Playa,airport,13,150,FALSE,9.946134847,3.26286103
Playa,airport,17,3,FALSE,6.483852332,4.274240333
Playa,airport,17,4,FALSE,6.693305738,4.071937483
Playa,airport,17,8,FALSE,7.088106217,3.580276981
Playa,airport,17,17,FALSE,7.349516239,2.932671417
Playa,airport,17,21,FALSE,7.456163097,2.75733796
Playa,airport,17,30,FALSE,7.857489391,2.35154126
Playa,airport,17,34,FALSE,8.067690524,2.19433613
Playa,airport,17,52,FALSE,8.745980876,2.006458391
Playa,airport,17,80,FALSE,9.301109119,2.205826768
Playa,airport,17,150,FALSE,9.669962962,2.407796306
Playa,airport,21,3,FALSE,6.371554213,4.121208952
Playa,airport,21,4,FALSE,6.499050673,3.883852559
Playa,airport,21,8,FALSE,6.761573818,3.271637161
Playa,airport,21,17,FALSE,7.115410918,2.834940799
Playa,airport,21,21,FALSE,7.271499351,2.681318865
Playa,airport,21,30,FALSE,7.746252228,2.240839479
Playa,airport,21,34,FALSE,7.956687831,2.077616422
Playa,airport,21,52,FALSE,8.623331163,1.672768658
Playa,airport,21,80,FALSE,9.162752154,1.74950167
Playa,airport,21,150,FALSE,9.466308317,1.749297702
Playa,airport,26,3,FALSE,5.950297731,3.737396651
Playa,airport,26,4,FALSE,6.108054496,3.545395883
Playa,airport,26,8,FALSE,6.474921144,3.173855883
Playa,airport,26,17,FALSE,6.989210002,2.830841159
Playa,airport,26,21,FALSE,7.208194102,2.64624596
Playa,airport,26,30,FALSE,7.720779225,2.209210051
Playa,airport,26,34,FALSE,7.916660266,2.023939184
Playa,airport,26,52,FALSE,8.566611988,1.468482536
Playa,airport,26,80,FALSE,9.030352616,1.451941776
Playa,airport,26,150,FALSE,9.312480008,1.25682329
La_Margarita,airport,4,3,FALSE,0.740426733,0.695159021
La_Margarita,airport,4,4,FALSE,0.786935167,0.686451924
La_Margarita,airport,4,8,FALSE,0.904499545,0.697536741
La_Margarita,airport,4,17,FALSE,1.071844632,0.698350632
La_Margarita,airport,4,21,FALSE,1.10009426,0.673572166
La_Margarita,airport,4,30,FALSE,1.162099907,0.658756288
La_Margarita,airport,4,34,FALSE,1.202912762,0.656920381
La_Margarita,airport,4,52,FALSE,1.321787098,0.684631885
La_Margarita,airport,4,80,FALSE,1.398206256,0.705840629
La_Margarita,airport,4,150,FALSE,1.450828782,0.801271949
La_Margarita,airport,8,3,FALSE,0.775058197,0.714363272
La_Margarita,airport,8,4,FALSE,0.816056244,0.705730953
La_Margarita,airport,8,8,FALSE,0.923229638,0.709023723
La_Margarita,airport,8,17,FALSE,1.046666552,0.66096827
La_Margarita,airport,8,21,FALSE,1.063406702,0.631976213
La_Margarita,airport,8,30,FALSE,1.140369929,0.60099708
La_Margarita,airport,8,34,FALSE,1.180544074,0.588151951
La_Margarita,airport,8,52,FALSE,1.28466292,0.568102254
La_Margarita,airport,8,80,FALSE,1.341269714,0.561859173
La_Margarita,airport,8,150,FALSE,1.403315318,0.622800491
La_Margarita,airport,13,3,FALSE,0.825518591,0.736286732
La_Margarita,airport,13,4,FALSE,0.858099053,0.720583322
La_Margarita,airport,13,8,FALSE,0.939190195,0.692811717
La_Margarita,airport,13,17,FALSE,1.017235561,0.616001193
La_Margarita,airport,13,21,FALSE,1.04311286,0.588558402
La_Margarita,airport,13,30,FALSE,1.128633356,0.543477378
La_Margarita,airport,13,34,FALSE,1.164474217,0.527892542
La_Margarita,airport,13,52,FALSE,1.247970017,0.470020632
La_Margarita,airport,13,80,FALSE,1.2959229,0.453223607
La_Margarita,airport,13,150,FALSE,1.361451896,0.449705216
La_Margarita,airport,17,3,FALSE,0.831457747,0.731211284
La_Margarita,airport,17,4,FALSE,0.862822048,0.709876645
La_Margarita,airport,17,8,FALSE,0.930251563,0.663746082
La_Margarita,airport,17,17,FALSE,0.999722921,0.588909434
La_Margarita,airport,17,21,FALSE,1.034004511,0.562594939
La_Margarita,airport,17,30,FALSE,1.12049948,0.513996883
La_Margarita,airport,17,34,FALSE,1.150076739,0.49283571
La_Margarita,airport,17,52,FALSE,1.222566125,0.423560826
La_Margarita,airport,17,80,FALSE,1.271510316,0.402134995
La_Margarita,airport,17,150,FALSE,1.338112554,0.340608003
La_Margarita,airport,21,3,FALSE,0.823509169,0.715530107
La_Margarita,airport,21,4,FALSE,0.847698829,0.691639466
La_Margarita,airport,21,8,FALSE,0.902345914,0.636030873
La_Margarita,airport,21,17,FALSE,0.994789606,0.571107379
La_Margarita,airport,21,21,FALSE,1.033920802,0.545521095
La_Margarita,airport,21,30,FALSE,1.113245115,0.497384083
La_Margarita,airport,21,34,FALSE,1.138357243,0.475811537
La_Margarita,airport,21,52,FALSE,1.205414172,0.405359135
La_Margarita,airport,21,80,FALSE,1.255083504,0.378849577
La_Margarita,airport,21,150,FALSE,1.325095098,0.267328295
La_Margarita,airport,26,3,FALSE,0.789269699,0.688389385
La_Margarita,airport,26,4,FALSE,0.819509475,0.666889127
La_Margarita,airport,26,8,FALSE,0.894700945,0.620892062
La_Margarita,airport,26,17,FALSE,1.008535644,0.564871975
La_Margarita,airport,26,21,FALSE,1.046380996,0.543888395
La_Margarita,airport,26,30,FALSE,1.11113863,0.499949083
La_Margarita,airport,26,34,FALSE,1.133634856,0.478333346
La_Margarita,airport,26,52,FALSE,1.196894164,0.408114836
La_Margarita,airport,26,80,FALSE,1.243048871,0.378775747
La_Margarita,airport,26,150,FALSE,1.318475938,0.239907605
Villodas,airport,4,3,FALSE,0.785515755,0.634642533
Villodas,airport,4,4,FALSE,0.823221097,0.628039829
Villodas,airport,4,8,FALSE,0.947776319,0.652819984
Villodas,airport,4,17,FALSE,1.128440559,0.662878719
Villodas,airport,4,21,FALSE,1.150572303,0.618324478
Villodas,airport,4,30,FALSE,1.216827756,0.539230947
Villodas,airport,4,34,FALSE,1.263062704,0.521398351
Villodas,airport,4,52,FALSE,1.420009033,0.533333441
Villodas,airport,4,80,FALSE,1.525578925,0.508262235
Villodas,airport,4,150,FALSE,1.619654585,0.623297466
Villodas,airport,8,3,FALSE,0.804340911,0.671696628
Villodas,airport,8,4,FALSE,0.84749836,0.664329787
Villodas,airport,8,8,FALSE,0.97783928,0.679011757
Villodas,airport,8,17,FALSE,1.103102059,0.605067696
Villodas,airport,8,21,FALSE,1.11879425,0.553824078
Villodas,airport,8,30,FALSE,1.204131947,0.475574886
Villodas,airport,8,34,FALSE,1.251021204,0.460706143
Villodas,airport,8,52,FALSE,1.389608635,0.442883713
Villodas,airport,8,80,FALSE,1.47235022,0.386388214
Villodas,airport,8,150,FALSE,1.568770325,0.481217527
Villodas,airport,13,3,FALSE,0.871043601,0.716842113
Villodas,airport,13,4,FALSE,0.907197938,0.701339161
Villodas,airport,13,8,FALSE,0.995618804,0.664738217
Villodas,airport,13,17,FALSE,1.071783637,0.546884128
Villodas,airport,13,21,FALSE,1.098557186,0.502816568
Villodas,airport,13,30,FALSE,1.197071604,0.444914874
Villodas,airport,13,34,FALSE,1.240568107,0.437197639
Villodas,airport,13,52,FALSE,1.356188568,0.398748017
Villodas,airport,13,80,FALSE,1.423700515,0.333891357
Villodas,airport,13,150,FALSE,1.518220765,0.406074967
Villodas,airport,17,3,FALSE,0.871154852,0.69439238
Villodas,airport,17,4,FALSE,0.902131858,0.671407293
Villodas,airport,17,8,FALSE,0.974404259,0.61573165
Villodas,airport,17,17,FALSE,1.045223948,0.510473698
Villodas,airport,17,21,FALSE,1.082871288,0.474604668
Villodas,airport,17,30,FALSE,1.186606793,0.437587189
Villodas,airport,17,34,FALSE,1.226080087,0.433247477
Villodas,airport,17,52,FALSE,1.331440049,0.370657914
Villodas,airport,17,80,FALSE,1.393511104,0.299038536
Villodas,airport,17,150,FALSE,1.47988652,0.345778305
Villodas,airport,21,3,FALSE,0.855812196,0.673146106
Villodas,airport,21,4,FALSE,0.883293143,0.644207732
Villodas,airport,21,8,FALSE,0.942847244,0.580396042
Villodas,airport,21,17,FALSE,1.034660641,0.501439852
Villodas,airport,21,21,FALSE,1.080682439,0.474805117
Villodas,airport,21,30,FALSE,1.183583749,0.448701459
Villodas,airport,21,34,FALSE,1.219844232,0.441166372
Villodas,airport,21,52,FALSE,1.321307145,0.351051111
Villodas,airport,21,80,FALSE,1.377737818,0.277206007
Villodas,airport,21,150,FALSE,1.453640203,0.305232667
Villodas,airport,26,3,FALSE,0.822737258,0.64398775
Villodas,airport,26,4,FALSE,0.852818312,0.618587463
Villodas,airport,26,8,FALSE,0.926902531,0.572759484
Villodas,airport,26,17,FALSE,1.045581279,0.517324849
Villodas,airport,26,21,FALSE,1.094686029,0.497746531
Villodas,airport,26,30,FALSE,1.192693513,0.465316798
Villodas,airport,26,34,FALSE,1.226243805,0.446612253
Villodas,airport,26,52,FALSE,1.324052971,0.332272422
Villodas,airport,26,80,FALSE,1.369712768,0.25729017
Villodas,airport,26,150,FALSE,1.433684488,0.275703922
Arboleda,airport,4,3,TRUE,2.758041552,1.839974217
Arboleda,airport,4,4,TRUE,2.985980637,1.921253762
Arboleda,airport,4,8,TRUE,3.573672546,2.329756079
Arboleda,airport,4,17,TRUE,4.348109423,2.872016333
Arboleda,airport,4,21,TRUE,4.526194594,2.896945591
Arboleda,airport,4,30,TRUE,4.851928084,3.180504012
Arboleda,airport,4,34,TRUE,5.013035996,3.252628527
Arboleda,airport,4,52,TRUE,5.479709933,3.886955757
Arboleda,airport,4,80,TRUE,5.783615025,4.258552975
Arboleda,airport,4,150,TRUE,6.645534731,5.450678302
Arboleda,airport,8,3,TRUE,3.016440967,2.150530876
Arboleda,airport,8,4,TRUE,3.189339878,2.215392746
Arboleda,airport,8,8,TRUE,3.694658536,2.486559528
Arboleda,airport,8,17,TRUE,4.290715519,2.655942513
Arboleda,airport,8,21,TRUE,4.402772304,2.65506958
Arboleda,airport,8,30,TRUE,4.731111323,2.834856401
Arboleda,airport,8,34,TRUE,4.868115362,2.910519742
Arboleda,airport,8,52,TRUE,5.276162035,3.41839195
Arboleda,airport,8,80,TRUE,5.553312293,3.675413714
Arboleda,airport,8,150,TRUE,6.429186381,4.804623842
Arboleda,airport,13,3,TRUE,3.239796477,2.412446559
Arboleda,airport,13,4,TRUE,3.373716082,2.42482824
Arboleda,airport,13,8,TRUE,3.783870635,2.415458971
Arboleda,airport,13,17,TRUE,4.160003073,2.341434236
Arboleda,airport,13,21,TRUE,4.276268557,2.347538977
Arboleda,airport,13,30,TRUE,4.599402223,2.434440094
Arboleda,airport,13,34,TRUE,4.722478594,2.521460073
Arboleda,airport,13,52,TRUE,5.06465122,2.812911732
Arboleda,airport,13,80,TRUE,5.325505309,2.988152219
Arboleda,airport,13,150,TRUE,6.238687486,3.952047997
Arboleda,airport,17,3,TRUE,3.26187146,2.404546805
Arboleda,airport,17,4,TRUE,3.38819091,2.366691678
Arboleda,airport,17,8,TRUE,3.723255787,2.262647344
Arboleda,airport,17,17,TRUE,4.044633115,2.143012139
Arboleda,airport,17,21,TRUE,4.187450001,2.135350016
Arboleda,airport,17,30,TRUE,4.508080604,2.222809996
Arboleda,airport,17,34,TRUE,4.616042738,2.285353745
Arboleda,airport,17,52,TRUE,4.929847718,2.431095148
Arboleda,airport,17,80,TRUE,5.183298952,2.577172545
Arboleda,airport,17,150,TRUE,6.129427712,3.380784516
Arboleda,airport,21,3,TRUE,3.219633587,2.316722262
Arboleda,airport,21,4,TRUE,3.320150146,2.258370945
Arboleda,airport,21,8,TRUE,3.591166403,2.060889726
Arboleda,airport,21,17,TRUE,3.982625227,1.97968124
Arboleda,airport,21,21,TRUE,4.13736635,2.002229358
Arboleda,airport,21,30,TRUE,4.441703793,2.124952739
Arboleda,airport,21,34,TRUE,4.536221263,2.172264387
Arboleda,airport,21,52,TRUE,4.848684203,2.2102681
Arboleda,airport,21,80,TRUE,5.082699862,2.339148459
Arboleda,airport,21,150,TRUE,6.064960145,3.017281466
Arboleda,airport,26,3,TRUE,3.07733727,2.036653455
Arboleda,airport,26,4,TRUE,3.189936915,1.976745921
Arboleda,airport,26,8,TRUE,3.531627812,1.840800656
Arboleda,airport,26,17,TRUE,3.98358957,1.934659555
Arboleda,airport,26,21,TRUE,4.130690745,2.02548526
Arboleda,airport,26,30,TRUE,4.395440864,2.180867932
Arboleda,airport,26,34,TRUE,4.491133689,2.198957684
Arboleda,airport,26,52,TRUE,4.793402098,2.145619575
Arboleda,airport,26,80,TRUE,4.991295824,2.254905713
Arboleda,airport,26,150,TRUE,6.022450264,2.865749097
Playa,airport,4,3,TRUE,4.473451126,3.340316232
Playa,airport,4,4,TRUE,4.746857018,3.394984506
Playa,airport,4,8,TRUE,5.407230128,3.813778102
Playa,airport,4,17,TRUE,6.546920907,4.063736953
Playa,airport,4,21,TRUE,6.727857178,3.828578169
Playa,airport,4,30,TRUE,6.952893549,3.514948898
Playa,airport,4,34,TRUE,7.141865872,3.422423324
Playa,airport,4,52,TRUE,7.997996611,4.500625651
Playa,airport,4,80,TRUE,8.629174975,5.314076054
Playa,airport,4,150,TRUE,9.272648145,6.257302587
Playa,airport,8,3,TRUE,4.574009089,3.448970531
Playa,airport,8,4,TRUE,4.806189304,3.483488304
Playa,airport,8,8,TRUE,5.512400207,3.694100506
Playa,airport,8,17,TRUE,6.337562098,3.450079592
Playa,airport,8,21,TRUE,6.389168712,3.154526776
Playa,airport,8,30,TRUE,6.672296143,2.786828515
Playa,airport,8,34,TRUE,6.866284948,2.770032105
Playa,airport,8,52,TRUE,7.694726527,3.559380211
Playa,airport,8,80,TRUE,8.266999612,4.172302528
Playa,airport,8,150,TRUE,8.845958204,4.992269153
Playa,airport,13,3,TRUE,4.875295577,3.723065099
Playa,airport,13,4,TRUE,5.088626194,3.659376023
Playa,airport,13,8,TRUE,5.662413504,3.495773085
Playa,airport,13,17,TRUE,6.035649897,2.976732909
Playa,airport,13,21,TRUE,6.105739363,2.758728529
Playa,airport,13,30,TRUE,6.478983792,2.429372568
Playa,airport,13,34,TRUE,6.687578158,2.44320077
Playa,airport,13,52,TRUE,7.44263934,2.772012256
Playa,airport,13,80,TRUE,7.99324858,3.213610741
Playa,airport,13,150,TRUE,8.485291219,3.748484972
Playa,airport,17,3,TRUE,4.934491794,3.678433897
Playa,airport,17,4,TRUE,5.113710615,3.585776534
Playa,airport,17,8,TRUE,5.519308937,3.291998844
Playa,airport,17,17,TRUE,5.768829098,2.681812877
Playa,airport,17,21,TRUE,5.894791033,2.485411899
Playa,airport,17,30,TRUE,6.334315179,2.206584246
Playa,airport,17,34,TRUE,6.5513896,2.16507469
Playa,airport,17,52,TRUE,7.266466558,2.218880387
Playa,airport,17,80,TRUE,7.81911448,2.587506225
Playa,airport,17,150,TRUE,8.226220842,2.888948601
Playa,airport,21,3,TRUE,4.831879752,3.575710732
Playa,airport,21,4,TRUE,4.940725154,3.423215933
Playa,airport,21,8,TRUE,5.185396038,2.932973368
Playa,airport,21,17,TRUE,5.563786169,2.464051744
Playa,airport,21,21,TRUE,5.747042246,2.292995883
Playa,airport,21,30,TRUE,6.251571415,2.003599974
Playa,airport,21,34,TRUE,6.463117767,1.954233084
Playa,airport,21,52,TRUE,7.143437896,1.817902026
Playa,airport,21,80,TRUE,7.680044829,2.149035501
Playa,airport,21,150,TRUE,8.021579491,2.221605513
Playa,airport,26,3,TRUE,4.393332639,3.009134029
Playa,airport,26,4,TRUE,4.529556556,2.893981244
Playa,airport,26,8,TRUE,4.896062067,2.65721501
Playa,airport,26,17,TRUE,5.461532785,2.377640893
Playa,airport,26,21,TRUE,5.702674407,2.215644328
Playa,airport,26,30,TRUE,6.231056679,1.962657527
Playa,airport,26,34,TRUE,6.42977642,1.873239133
Playa,airport,26,52,TRUE,7.064378956,1.638404262
Playa,airport,26,80,TRUE,7.52889436,1.883935634
Playa,airport,26,150,TRUE,7.847392324,1.734539871
La_Margarita,airport,4,3,TRUE,0.527451356,0.476066572
La_Margarita,airport,4,4,TRUE,0.575573362,0.492137045
La_Margarita,airport,4,8,TRUE,0.711046422,0.560604495
La_Margarita,airport,4,17,TRUE,0.887311038,0.606360721
La_Margarita,airport,4,21,TRUE,0.917662493,0.586794687
La_Margarita,airport,4,30,TRUE,0.988386674,0.589315065
La_Margarita,airport,4,34,TRUE,1.030790557,0.594967007
La_Margarita,airport,4,52,TRUE,1.133503695,0.649666987
La_Margarita,airport,4,80,TRUE,1.184795391,0.682707391
La_Margarita,airport,4,150,TRUE,1.24957255,0.814278619
La_Margarita,airport,8,3,TRUE,0.599350152,0.533047582
La_Margarita,airport,8,4,TRUE,0.636291936,0.544787741
La_Margarita,airport,8,8,TRUE,0.747992976,0.583795129
La_Margarita,airport,8,17,TRUE,0.879866603,0.559052228
La_Margarita,airport,8,21,TRUE,0.899283234,0.531018334
La_Margarita,airport,8,30,TRUE,0.98066672,0.519869231
La_Margarita,airport,8,34,TRUE,1.019609889,0.518377789
La_Margarita,airport,8,52,TRUE,1.104637642,0.532752267
La_Margarita,airport,8,80,TRUE,1.138985755,0.552410195
La_Margarita,airport,8,150,TRUE,1.211034007,0.659657356
La_Margarita,airport,13,3,TRUE,0.657301785,0.570122445
La_Margarita,airport,13,4,TRUE,0.684450853,0.571615167
La_Margarita,airport,13,8,TRUE,0.770393415,0.565941402
La_Margarita,airport,13,17,TRUE,0.857861482,0.496523333
La_Margarita,airport,13,21,TRUE,0.885983117,0.472545167
La_Margarita,airport,13,30,TRUE,0.971981165,0.448641662
La_Margarita,airport,13,34,TRUE,1.00560837,0.443109832
La_Margarita,airport,13,52,TRUE,1.067553307,0.41466692
La_Margarita,airport,13,80,TRUE,1.093952137,0.436614466
La_Margarita,airport,13,150,TRUE,1.169645491,0.495354118
La_Margarita,airport,17,3,TRUE,0.670455477,0.563381143
La_Margarita,airport,17,4,TRUE,0.696199645,0.556242367
La_Margarita,airport,17,8,TRUE,0.767687714,0.527269007
La_Margarita,airport,17,17,TRUE,0.845747092,0.459722444
La_Margarita,airport,17,21,TRUE,0.881274939,0.438747941
La_Margarita,airport,17,30,TRUE,0.965530885,0.409986978
La_Margarita,airport,17,34,TRUE,0.991007281,0.397146038
La_Margarita,airport,17,52,TRUE,1.040689811,0.354052222
La_Margarita,airport,17,80,TRUE,1.067195021,0.380981066
La_Margarita,airport,17,150,TRUE,1.145960829,0.395715522
La_Margarita,airport,21,3,TRUE,0.671113573,0.537936622
La_Margarita,airport,21,4,TRUE,0.690631615,0.526255325
La_Margarita,airport,21,8,TRUE,0.746157474,0.486065319
La_Margarita,airport,21,17,TRUE,0.84418853,0.435774802
La_Margarita,airport,21,21,TRUE,0.882808382,0.417662135
La_Margarita,airport,21,30,TRUE,0.957178104,0.386048777
La_Margarita,airport,21,34,TRUE,0.977357053,0.370055476
La_Margarita,airport,21,52,TRUE,1.021420831,0.324330196
La_Margarita,airport,21,80,TRUE,1.047409178,0.351363233
La_Margarita,airport,21,150,TRUE,1.12971064,0.330114895
La_Margarita,airport,26,3,TRUE,0.642999562,0.498705974
La_Margarita,airport,26,4,TRUE,0.667422697,0.487834866
La_Margarita,airport,26,8,TRUE,0.744250187,0.461996992
La_Margarita,airport,26,17,TRUE,0.85856836,0.431469363
La_Margarita,airport,26,21,TRUE,0.89501583,0.417400337
La_Margarita,airport,26,30,TRUE,0.951329503,0.38531383
La_Margarita,airport,26,34,TRUE,0.968786804,0.36705113
La_Margarita,airport,26,52,TRUE,1.009685845,0.321920831
La_Margarita,airport,26,80,TRUE,1.030773331,0.344731856
La_Margarita,airport,26,150,TRUE,1.117113876,0.307254644
Villodas,airport,4,3,TRUE,0.559941389,0.469863539
Villodas,airport,4,4,TRUE,0.608123228,0.478652167
Villodas,airport,4,8,TRUE,0.755120826,0.547447764
Villodas,airport,4,17,TRUE,0.949811638,0.584389548
Villodas,airport,4,21,TRUE,0.976887708,0.538837677
Villodas,airport,4,30,TRUE,1.061205937,0.469191554
Villodas,airport,4,34,TRUE,1.111483068,0.459094588
Villodas,airport,4,52,TRUE,1.261863651,0.511733053
Villodas,airport,4,80,TRUE,1.34554908,0.512166042
Villodas,airport,4,150,TRUE,1.46772188,0.59853606
Villodas,airport,8,3,TRUE,0.624908848,0.532476562
Villodas,airport,8,4,TRUE,0.668216312,0.543800491
Villodas,airport,8,8,TRUE,0.804158338,0.590277032
Villodas,airport,8,17,TRUE,0.942737403,0.526944544
Villodas,airport,8,21,TRUE,0.963993193,0.477283681
Villodas,airport,8,30,TRUE,1.063096195,0.415106164
Villodas,airport,8,34,TRUE,1.110166093,0.416831986
Villodas,airport,8,52,TRUE,1.239126044,0.453494511
Villodas,airport,8,80,TRUE,1.30296721,0.435632643
Villodas,airport,8,150,TRUE,1.430125031,0.502386891
Villodas,airport,13,3,TRUE,0.704222876,0.590020587
Villodas,airport,13,4,TRUE,0.737745986,0.588675726
Villodas,airport,13,8,TRUE,0.832858756,0.569530011
Villodas,airport,13,17,TRUE,0.918755098,0.461435408
Villodas,airport,13,21,TRUE,0.949705165,0.425117763
Villodas,airport,13,30,TRUE,1.05653605,0.394055207
Villodas,airport,13,34,TRUE,1.098679432,0.404907776
Villodas,airport,13,52,TRUE,1.203570404,0.410480846
Villodas,airport,13,80,TRUE,1.253482461,0.386713581
Villodas,airport,13,150,TRUE,1.381807304,0.427826525
Villodas,airport,17,3,TRUE,0.715619537,0.569176237
Villodas,airport,17,4,TRUE,0.743256856,0.556325466
Villodas,airport,17,8,TRUE,0.817640552,0.513017879
Villodas,airport,17,17,TRUE,0.897214545,0.424476727
Villodas,airport,17,21,TRUE,0.938396012,0.399671797
Villodas,airport,17,30,TRUE,1.04528146,0.397695233
Villodas,airport,17,34,TRUE,1.082805588,0.40939691
Villodas,airport,17,52,TRUE,1.177475605,0.383647882
Villodas,airport,17,80,TRUE,1.221325841,0.358636325
Villodas,airport,17,150,TRUE,1.344857533,0.371352515
Villodas,airport,21,3,TRUE,0.700873467,0.539256362
Villodas,airport,21,4,TRUE,0.725449018,0.521774803
Villodas,airport,21,8,TRUE,0.79065629,0.470395955
Villodas,airport,21,17,TRUE,0.889804528,0.41759506
Villodas,airport,21,21,TRUE,0.937842256,0.40539386
Villodas,airport,21,30,TRUE,1.040732386,0.414292757
Villodas,airport,21,34,TRUE,1.075041184,0.418437481
Villodas,airport,21,52,TRUE,1.165241075,0.364237425
Villodas,airport,21,80,TRUE,1.203238483,0.338887285
Villodas,airport,21,150,TRUE,1.315697627,0.332526899
Villodas,airport,26,3,TRUE,0.675361041,0.508401794
Villodas,airport,26,4,TRUE,0.702797682,0.492550893
Villodas,airport,26,8,TRUE,0.781422112,0.462306033
Villodas,airport,26,17,TRUE,0.903276542,0.44368947
Villodas,airport,26,21,TRUE,0.952600637,0.438538614
Villodas,airport,26,30,TRUE,1.049732552,0.430828646
