t_0	alpha	wk1	wk2	wk3	wk4
2017-07-06 00:00:00	0.0	0.1	0.06	0.1	0.06	
2017-07-06 00:00:00	0.1	0.26	0.14	0.1	0.14	
2017-07-06 00:00:00	0.2	0.34	0.24	0.24	0.22	
2017-07-06 00:00:00	0.30000000000000004	0.34	0.24	0.24	0.34	
2017-07-06 00:00:00	0.4	0.42	0.42	0.32	0.46	
2017-07-06 00:00:00	0.5	0.5	0.42	0.32	0.52	
2017-07-06 00:00:00	0.6000000000000001	0.62	0.5	0.5	0.56	
2017-07-06 00:00:00	0.7000000000000001	0.74	0.5	0.56	0.68	
2017-07-06 00:00:00	0.8	0.74	0.66	0.7	0.78	
2017-07-06 00:00:00	0.9	0.86	0.78	0.78	0.9	
2017-07-06 00:00:00	1.0	1.0	1.0	1.0	1.0	
2017-07-13 00:00:00	0.0	0.06	0.1	0.06	0.02	
2017-07-13 00:00:00	0.1	0.14	0.18	0.14	0.16	
2017-07-13 00:00:00	0.2	0.24	0.24	0.22	0.22	
2017-07-13 00:00:00	0.30000000000000004	0.24	0.24	0.22	0.22	
2017-07-13 00:00:00	0.4	0.42	0.32	0.46	0.48	
2017-07-13 00:00:00	0.5	0.42	0.32	0.52	0.56	
2017-07-13 00:00:00	0.6000000000000001	0.5	0.5	0.56	0.56	
2017-07-13 00:00:00	0.7000000000000001	0.5	0.5	0.68	0.66	
2017-07-13 00:00:00	0.8	0.66	0.56	0.78	0.78	
2017-07-13 00:00:00	0.9	0.86	0.78	0.9	0.86	
2017-07-13 00:00:00	1.0	1.0	1.0	1.0	1.0	
2017-07-20 00:00:00	0.0	0.06	0.08	0.14	0.08	
2017-07-20 00:00:00	0.1	0.16	0.14	0.16	0.1	
2017-07-20 00:00:00	0.2	0.2	0.26	0.34	0.22	
2017-07-20 00:00:00	0.30000000000000004	0.28	0.26	0.34	0.34	
2017-07-20 00:00:00	0.4	0.28	0.4	0.48	0.4	
2017-07-20 00:00:00	0.5	0.46	0.4	0.6	0.52	
2017-07-20 00:00:00	0.6000000000000001	0.52	0.64	0.6	0.64	
2017-07-20 00:00:00	0.7000000000000001	0.56	0.76	0.72	0.72	
2017-07-20 00:00:00	0.8	0.7	0.88	0.86	0.9	
2017-07-20 00:00:00	0.9	0.86	0.92	0.94	0.92	
2017-07-20 00:00:00	1.0	1.0	1.0	1.0	1.0	
2017-07-27 00:00:00	0.0	0.08	0.14	0.08	0.08	
2017-07-27 00:00:00	0.1	0.08	0.14	0.1	0.24	
2017-07-27 00:00:00	0.2	0.26	0.34	0.22	0.28	
2017-07-27 00:00:00	0.30000000000000004	0.26	0.34	0.34	0.34	
2017-07-27 00:00:00	0.4	0.4	0.48	0.4	0.44	
2017-07-27 00:00:00	0.5	0.52	0.52	0.64	0.5	
2017-07-27 00:00:00	0.6000000000000001	0.64	0.6	0.64	0.68	
2017-07-27 00:00:00	0.7000000000000001	0.76	0.72	0.72	0.72	
2017-07-27 00:00:00	0.8	0.88	0.86	0.9	0.84	
2017-07-27 00:00:00	0.9	0.92	0.94	0.92	0.88	
2017-07-27 00:00:00	1.0	1.0	1.0	1.0	1.0	
2017-08-03 00:00:00	0.0	0.14	0.08	0.16	0.08	
2017-08-03 00:00:00	0.1	0.16	0.1	0.24	0.14	
2017-08-03 00:00:00	0.2	0.34	0.1	0.3	0.2	
2017-08-03 00:00:00	0.30000000000000004	0.4	0.34	0.34	0.38	
2017-08-03 00:00:00	0.4	0.48	0.4	0.5	0.58	
2017-08-03 00:00:00	0.5	0.56	0.52	0.5	0.58	
2017-08-03 00:00:00	0.6000000000000001	0.6	0.72	0.68	0.76	
2017-08-03 00:00:00	0.7000000000000001	0.72	0.72	0.72	0.84	
2017-08-03 00:00:00	0.8	0.86	0.9	0.84	0.9	
2017-08-03 00:00:00	0.9	0.88	0.92	0.92	0.94	
2017-08-03 00:00:00	1.0	1.0	1.0	1.0	1.0	
2017-08-10 00:00:00	0.0	0.08	0.08	0.08	0.12	
2017-08-10 00:00:00	0.1	0.1	0.24	0.14	0.16	
2017-08-10 00:00:00	0.2	0.22	0.28	0.2	0.18	
2017-08-10 00:00:00	0.30000000000000004	0.34	0.34	0.38	0.42	
2017-08-10 00:00:00	0.4	0.4	0.44	0.58	0.42	
2017-08-10 00:00:00	0.5	0.64	0.5	0.58	0.58	
2017-08-10 00:00:00	0.6000000000000001	0.64	0.68	0.76	0.6	
2017-08-10 00:00:00	0.7000000000000001	0.72	0.72	0.84	0.72	
2017-08-10 00:00:00	0.8	0.9	0.84	0.9	0.84	
2017-08-10 00:00:00	0.9	0.92	0.88	0.94	0.88	
2017-08-10 00:00:00	1.0	1.0	1.0	1.0	1.0	
2017-08-17 00:00:00	0.0	0.16	0.08	0.04	0.16	
2017-08-17 00:00:00	0.1	0.24	0.14	0.16	0.22	
2017-08-17 00:00:00	0.2	0.3	0.2	0.3	0.3	
2017-08-17 00:00:00	0.30000000000000004	0.34	0.48	0.32	0.36	
2017-08-17 00:00:00	0.4	0.4	0.48	0.54	0.54	
2017-08-17 00:00:00	0.5	0.5	0.7	0.54	0.54	
2017-08-17 00:00:00	0.6000000000000001	0.68	0.7	0.7	0.64	
2017-08-17 00:00:00	0.7000000000000001	0.82	0.84	0.82	0.8	
2017-08-17 00:00:00	0.8	0.84	0.88	0.88	0.88	
2017-08-17 00:00:00	0.9	0.92	0.92	0.92	0.9	
2017-08-17 00:00:00	1.0	1.0	1.0	1.0	1.0	
2017-08-24 00:00:00	0.0	0.08	0.04	0.16	0.1	
2017-08-24 00:00:00	0.1	0.14	0.16	0.22	0.12	
2017-08-24 00:00:00	0.2	0.2	0.3	0.3	0.28	
2017-08-24 00:00:00	0.30000000000000004	0.48	0.32	0.36	0.3	
2017-08-24 00:00:00	0.4	0.48	0.44	0.44	0.5	
2017-08-24 00:00:00	0.5	0.7	0.66	0.6	0.5	
2017-08-24 00:00:00	0.6000000000000001	0.7	0.7	0.64	0.62	
2017-08-24 00:00:00	0.7000000000000001	0.84	0.8	0.78	0.8	
2017-08-24 00:00:00	0.8	0.88	0.86	0.88	0.8	
2017-08-24 00:00:00	0.9	0.92	0.92	0.9	0.9	
2017-08-24 00:00:00	1.0	1.0	1.0	1.0	1.0	
2017-08-31 00:00:00	0.0	0.04	0.16	0.1	0.12	
2017-08-31 00:00:00	0.1	0.16	0.22	0.12	0.2	
2017-08-31 00:00:00	0.2	0.3	0.3	0.28	0.28	
2017-08-31 00:00:00	0.30000000000000004	0.32	0.36	0.3	0.34	
2017-08-31 00:00:00	0.4	0.44	0.44	0.44	0.46	
2017-08-31 00:00:00	0.5	0.66	0.6	0.5	0.62	
2017-08-31 00:00:00	0.6000000000000001	0.7	0.64	0.62	0.72	
2017-08-31 00:00:00	0.7000000000000001	0.8	0.78	0.8	0.74	
2017-08-31 00:00:00	0.8	0.88	0.88	0.88	0.88	
2017-08-31 00:00:00	0.9	0.92	0.9	0.9	0.92	
2017-08-31 00:00:00	1.0	1.0	1.0	1.0	1.0	
2017-09-07 00:00:00	0.0	0.16	0.1	0.12	0.02	
2017-09-07 00:00:00	0.1	0.24	0.12	0.28	0.2	
2017-09-07 00:00:00	0.2	0.3	0.28	0.28	0.28	
2017-09-07 00:00:00	0.30000000000000004	0.38	0.3	0.46	0.38	
2017-09-07 00:00:00	0.4	0.44	0.44	0.46	0.44	
2017-09-07 00:00:00	0.5	0.5	0.56	0.72	0.52	
2017-09-07 00:00:00	0.6000000000000001	0.74	0.62	0.72	0.52	
2017-09-07 00:00:00	0.7000000000000001	0.78	0.78	0.74	0.66	
2017-09-07 00:00:00	0.8	0.88	0.88	0.84	0.8	
2017-09-07 00:00:00	0.9	0.9	0.9	0.92	0.86	
2017-09-07 00:00:00	1.0	1.0	1.0	1.0	1.0	
2017-09-14 00:00:00	0.0	0.16	0.12	0.1	0.08	
2017-09-14 00:00:00	0.1	0.3	0.2	0.16	0.18	
2017-09-14 00:00:00	0.2	0.4	0.3	0.34	0.22	
2017-09-14 00:00:00	0.30000000000000004	0.46	0.42	0.34	0.34	
2017-09-14 00:00:00	0.4	0.48	0.44	0.48	0.42	
2017-09-14 00:00:00	0.5	0.64	0.52	0.7	0.58	
2017-09-14 00:00:00	0.6000000000000001	0.66	0.68	0.7	0.64	
2017-09-14 00:00:00	0.7000000000000001	0.8	0.72	0.82	0.7	
2017-09-14 00:00:00	0.8	0.88	0.88	0.84	0.84	
2017-09-14 00:00:00	0.9	0.94	0.96	0.94	0.92	
2017-09-14 00:00:00	1.0	1.0	1.0	1.0	1.0	
2017-09-21 00:00:00	0.0	0.02	0.12	0.16	0.06	
2017-09-21 00:00:00	0.1	0.12	0.26	0.28	0.12	
2017-09-21 00:00:00	0.2	0.12	0.26	0.3	0.12	
2017-09-21 00:00:00	0.30000000000000004	0.34	0.38	0.4	0.24	
2017-09-21 00:00:00	0.4	0.34	0.38	0.4	0.24	
2017-09-21 00:00:00	0.5	0.46	0.48	0.54	0.4	
2017-09-21 00:00:00	0.6000000000000001	0.46	0.66	0.54	0.48	
2017-09-21 00:00:00	0.7000000000000001	0.64	0.74	0.6	0.48	
2017-09-21 00:00:00	0.8	0.74	0.78	0.68	0.58	
2017-09-21 00:00:00	0.9	0.96	0.94	0.76	0.82	
2017-09-21 00:00:00	1.0	1.0	1.0	1.0	1.0	
2017-09-28 00:00:00	0.0	0.12	0.12	0.06	0.1	
2017-09-28 00:00:00	0.1	0.18	0.22	0.1	0.1	
2017-09-28 00:00:00	0.2	0.32	0.38	0.1	0.38	
2017-09-28 00:00:00	0.30000000000000004	0.42	0.38	0.28	0.38	
2017-09-28 00:00:00	0.4	0.42	0.48	0.28	0.56	
2017-09-28 00:00:00	0.5	0.66	0.52	0.44	0.64	
2017-09-28 00:00:00	0.6000000000000001	0.66	0.58	0.54	0.68	
2017-09-28 00:00:00	0.7000000000000001	0.68	0.66	0.58	0.78	
2017-09-28 00:00:00	0.8	0.84	0.74	0.7	0.8	
2017-09-28 00:00:00	0.9	0.94	0.78	0.86	0.84	
2017-09-28 00:00:00	1.0	1.0	1.0	1.0	1.0	
2017-10-05 00:00:00	0.0	0.1	0.04	0.18	0.1	
2017-10-05 00:00:00	0.1	0.18	0.16	0.28	0.2	
2017-10-05 00:00:00	0.2	0.3	0.22	0.28	0.26	
2017-10-05 00:00:00	0.30000000000000004	0.34	0.3	0.48	0.26	
2017-10-05 00:00:00	0.4	0.5	0.36	0.56	0.36	
2017-10-05 00:00:00	0.5	0.58	0.46	0.64	0.42	
2017-10-05 00:00:00	0.6000000000000001	0.6	0.54	0.72	0.54	
2017-10-05 00:00:00	0.7000000000000001	0.66	0.66	0.78	0.68	
2017-10-05 00:00:00	0.8	0.76	0.82	0.8	0.76	
2017-10-05 00:00:00	0.9	0.92	0.94	0.9	0.94	
2017-10-05 00:00:00	1.0	1.0	1.0	1.0	1.0	
2017-10-12 00:00:00	0.0	0.12	0.18	0.1	0.14	
2017-10-12 00:00:00	0.1	0.16	0.28	0.2	0.16	
2017-10-12 00:00:00	0.2	0.24	0.38	0.26	0.24	
2017-10-12 00:00:00	0.30000000000000004	0.3	0.48	0.26	0.34	
2017-10-12 00:00:00	0.4	0.4	0.56	0.36	0.46	
2017-10-12 00:00:00	0.5	0.46	0.64	0.42	0.5	
2017-10-12 00:00:00	0.6000000000000001	0.58	0.72	0.54	0.54	
2017-10-12 00:00:00	0.7000000000000001	0.78	0.78	0.68	0.76	
2017-10-12 00:00:00	0.8	0.86	0.8	0.76	0.78	
2017-10-12 00:00:00	0.9	0.94	0.9	0.94	0.9	
2017-10-12 00:00:00	1.0	1.0	1.0	1.0	1.0	
2017-10-19 00:00:00	0.0	0.18	0.1	0.14	0.06	
2017-10-19 00:00:00	0.1	0.28	0.2	0.16	0.2	
2017-10-19 00:00:00	0.2	0.38	0.26	0.24	0.32	
2017-10-19 00:00:00	0.30000000000000004	0.46	0.26	0.34	0.44	
2017-10-19 00:00:00	0.4	0.56	0.36	0.46	0.52	
2017-10-19 00:00:00	0.5	0.64	0.42	0.5	0.6	
2017-10-19 00:00:00	0.6000000000000001	0.72	0.56	0.64	0.66	
2017-10-19 00:00:00	0.7000000000000001	0.78	0.68	0.76	0.66	
2017-10-19 00:00:00	0.8	0.78	0.76	0.78	0.76	
2017-10-19 00:00:00	0.9	0.94	0.94	0.9	0.94	
2017-10-19 00:00:00	1.0	1.0	1.0	1.0	1.0	
2017-10-26 00:00:00	0.0	0.1	0.14	0.06	0.16	
2017-10-26 00:00:00	0.1	0.2	0.16	0.18	0.22	
2017-10-26 00:00:00	0.2	0.2	0.24	0.32	0.32	
2017-10-26 00:00:00	0.30000000000000004	0.26	0.34	0.32	0.46	
2017-10-26 00:00:00	0.4	0.32	0.46	0.52	0.52	
2017-10-26 00:00:00	0.5	0.42	0.5	0.64	0.58	
2017-10-26 00:00:00	0.6000000000000001	0.56	0.54	0.64	0.62	
2017-10-26 00:00:00	0.7000000000000001	0.64	0.76	0.74	0.72	
2017-10-26 00:00:00	0.8	0.78	0.78	0.82	0.76	
2017-10-26 00:00:00	0.9	0.9	0.9	0.94	0.94	
2017-10-26 00:00:00	1.0	1.0	1.0	1.0	1.0	
2017-11-02 00:00:00	0.0	0.02	0.06	0.16	0.08	
2017-11-02 00:00:00	0.1	0.16	0.2	0.22	0.22	
2017-11-02 00:00:00	0.2	0.26	0.32	0.32	0.22	
2017-11-02 00:00:00	0.30000000000000004	0.34	0.44	0.46	0.38	
2017-11-02 00:00:00	0.4	0.38	0.52	0.52	0.38	
2017-11-02 00:00:00	0.5	0.5	0.6	0.58	0.5	
2017-11-02 00:00:00	0.6000000000000001	0.6	0.64	0.62	0.64	
2017-11-02 00:00:00	0.7000000000000001	0.66	0.74	0.72	0.72	
2017-11-02 00:00:00	0.8	0.8	0.76	0.76	0.82	
2017-11-02 00:00:00	0.9	0.86	0.94	0.94	0.88	
2017-11-02 00:00:00	1.0	1.0	1.0	1.0	1.0	
2017-11-09 00:00:00	0.0	0.06	0.16	0.08	0.1	
2017-11-09 00:00:00	0.1	0.18	0.26	0.16	0.16	
2017-11-09 00:00:00	0.2	0.32	0.32	0.3	0.24	
2017-11-09 00:00:00	0.30000000000000004	0.32	0.38	0.3	0.3	
2017-11-09 00:00:00	0.4	0.52	0.52	0.5	0.46	
2017-11-09 00:00:00	0.5	0.64	0.56	0.64	0.54	
2017-11-09 00:00:00	0.6000000000000001	0.64	0.62	0.64	0.74	
2017-11-09 00:00:00	0.7000000000000001	0.74	0.72	0.72	0.74	
2017-11-09 00:00:00	0.8	0.82	0.8	0.86	0.8	
2017-11-09 00:00:00	0.9	0.94	0.9	0.9	0.88	
2017-11-09 00:00:00	1.0	1.0	1.0	1.0	1.0	
2017-11-16 00:00:00	0.0	0.16	0.08	0.1	0.1	
2017-11-16 00:00:00	0.1	0.26	0.22	0.16	0.18	
2017-11-16 00:00:00	0.2	0.32	0.3	0.24	0.26	
2017-11-16 00:00:00	0.30000000000000004	0.32	0.38	0.3	0.34	
2017-11-16 00:00:00	0.4	0.52	0.5	0.46	0.42	
2017-11-16 00:00:00	0.5	0.58	0.5	0.54	0.48	
2017-11-16 00:00:00	0.6000000000000001	0.62	0.64	0.74	0.68	
2017-11-16 00:00:00	0.7000000000000001	0.72	0.72	0.74	0.78	
2017-11-16 00:00:00	0.8	0.8	0.8	0.8	0.8	
2017-11-16 00:00:00	0.9	0.94	0.9	0.9	1.0	
2017-11-16 00:00:00	1.0	1.0	1.0	1.0	1.0	
2017-11-23 00:00:00	0.0	0.14	0.06	0.1	0.1	
2017-11-23 00:00:00	0.1	0.22	0.16	0.18	0.26	
2017-11-23 00:00:00	0.2	0.3	0.22	0.26	0.32	
2017-11-23 00:00:00	0.30000000000000004	0.38	0.3	0.34	0.42	
2017-11-23 00:00:00	0.4	0.38	0.38	0.42	0.48	
2017-11-23 00:00:00	0.5	0.5	0.54	0.48	0.56	
2017-11-23 00:00:00	0.6000000000000001	0.5	0.62	0.7	0.66	
2017-11-23 00:00:00	0.7000000000000001	0.72	0.76	0.72	0.7	
2017-11-23 00:00:00	0.8	0.82	0.84	0.84	0.78	
2017-11-23 00:00:00	0.9	0.9	0.88	0.96	0.84	
2017-11-23 00:00:00	1.0	1.0	1.0	1.0	1.0	
2017-11-30 00:00:00	0.0	0.1	0.1	0.16	0.1	
2017-11-30 00:00:00	0.1	0.16	0.18	0.26	0.16	
2017-11-30 00:00:00	0.2	0.24	0.26	0.36	0.24	
2017-11-30 00:00:00	0.30000000000000004	0.3	0.34	0.36	0.32	
2017-11-30 00:00:00	0.4	0.46	0.42	0.5	0.48	
2017-11-30 00:00:00	0.5	0.54	0.68	0.56	0.54	
2017-11-30 00:00:00	0.6000000000000001	0.74	0.68	0.64	0.6	
2017-11-30 00:00:00	0.7000000000000001	0.76	0.78	0.72	0.74	
2017-11-30 00:00:00	0.8	0.84	0.9	0.8	0.8	
2017-11-30 00:00:00	0.9	0.88	1.0	0.98	0.92	
2017-11-30 00:00:00	1.0	1.0	1.0	1.0	1.0	
2017-12-07 00:00:00	0.0	0.1	0.16	0.1	0.06	
2017-12-07 00:00:00	0.1	0.18	0.26	0.1	0.14	
2017-12-07 00:00:00	0.2	0.26	0.36	0.24	0.28	
2017-12-07 00:00:00	0.30000000000000004	0.34	0.42	0.24	0.44	
2017-12-07 00:00:00	0.4	0.42	0.5	0.48	0.5	
2017-12-07 00:00:00	0.5	0.48	0.56	0.54	0.58	
2017-12-07 00:00:00	0.6000000000000001	0.68	0.64	0.6	0.66	
2017-12-07 00:00:00	0.7000000000000001	0.78	0.72	0.74	0.82	
2017-12-07 00:00:00	0.8	0.8	0.76	0.88	0.88	
2017-12-07 00:00:00	0.9	1.0	0.98	0.92	0.96	
2017-12-07 00:00:00	1.0	1.0	1.0	1.0	1.0	
2017-12-14 00:00:00	0.0	0.1	0.08	0.08	0.06	
2017-12-14 00:00:00	0.1	0.26	0.18	0.14	0.12	
2017-12-14 00:00:00	0.2	0.26	0.34	0.3	0.32	
2017-12-14 00:00:00	0.30000000000000004	0.44	0.4	0.3	0.38	
2017-12-14 00:00:00	0.4	0.44	0.46	0.52	0.48	
2017-12-14 00:00:00	0.5	0.58	0.54	0.58	0.56	
2017-12-14 00:00:00	0.6000000000000001	0.7	0.64	0.66	0.7	
2017-12-14 00:00:00	0.7000000000000001	0.7	0.7	0.8	0.78	
2017-12-14 00:00:00	0.8	0.76	0.82	0.88	0.84	
2017-12-14 00:00:00	0.9	0.96	0.9	0.96	0.86	
2017-12-14 00:00:00	1.0	1.0	1.0	1.0	1.0	
2017-12-21 00:00:00	0.0	0.08	0.08	0.06	0.06	
2017-12-21 00:00:00	0.1	0.18	0.14	0.12	0.2	
2017-12-21 00:00:00	0.2	0.34	0.3	0.32	0.28	
2017-12-21 00:00:00	0.30000000000000004	0.4	0.3	0.38	0.28	
2017-12-21 00:00:00	0.4	0.46	0.52	0.48	0.44	
2017-12-21 00:00:00	0.5	0.54	0.58	0.56	0.44	
2017-12-21 00:00:00	0.6000000000000001	0.64	0.66	0.7	0.66	
2017-12-21 00:00:00	0.7000000000000001	0.7	0.8	0.84	0.78	
2017-12-21 00:00:00	0.8	0.82	0.88	0.84	0.82	
2017-12-21 00:00:00	0.9	0.9	0.96	0.86	0.92	
2017-12-21 00:00:00	1.0	1.0	1.0	1.0	1.0	
2017-12-28 00:00:00	0.0	0.08	0.06	0.14	0.02	
2017-12-28 00:00:00	0.1	0.24	0.26	0.2	0.18	
2017-12-28 00:00:00	0.2	0.3	0.32	0.28	0.28	
2017-12-28 00:00:00	0.30000000000000004	0.38	0.42	0.36	0.44	
2017-12-28 00:00:00	0.4	0.52	0.48	0.48	0.6	
2017-12-28 00:00:00	0.5	0.6	0.62	0.56	0.6	
2017-12-28 00:00:00	0.6000000000000001	0.66	0.7	0.64	0.68	
2017-12-28 00:00:00	0.7000000000000001	0.8	0.84	0.74	0.72	
2017-12-28 00:00:00	0.8	0.96	0.86	0.86	0.8	
2017-12-28 00:00:00	0.9	0.98	0.9	0.92	0.9	
2017-12-28 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-01-04 00:00:00	0.0	0.2	0.14	0.16	0.18	
2018-01-04 00:00:00	0.1	0.26	0.22	0.18	0.3	
2018-01-04 00:00:00	0.2	0.36	0.28	0.34	0.4	
2018-01-04 00:00:00	0.30000000000000004	0.42	0.4	0.44	0.4	
2018-01-04 00:00:00	0.4	0.56	0.48	0.44	0.56	
2018-01-04 00:00:00	0.5	0.62	0.48	0.6	0.56	
2018-01-04 00:00:00	0.6000000000000001	0.68	0.64	0.6	0.7	
2018-01-04 00:00:00	0.7000000000000001	0.76	0.82	0.72	0.78	
2018-01-04 00:00:00	0.8	0.86	0.82	0.86	0.88	
2018-01-04 00:00:00	0.9	0.9	0.92	0.94	0.9	
2018-01-04 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-01-11 00:00:00	0.0	0.14	0.02	0.12	0.18	
2018-01-11 00:00:00	0.1	0.14	0.18	0.3	0.3	
2018-01-11 00:00:00	0.2	0.28	0.28	0.42	0.4	
2018-01-11 00:00:00	0.30000000000000004	0.28	0.28	0.42	0.4	
2018-01-11 00:00:00	0.4	0.48	0.6	0.6	0.56	
2018-01-11 00:00:00	0.5	0.48	0.6	0.6	0.56	
2018-01-11 00:00:00	0.6000000000000001	0.64	0.68	0.72	0.66	
2018-01-11 00:00:00	0.7000000000000001	0.74	0.8	0.86	0.74	
2018-01-11 00:00:00	0.8	0.86	0.84	0.88	0.8	
2018-01-11 00:00:00	0.9	0.92	0.9	0.96	0.88	
2018-01-11 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-01-18 00:00:00	0.0	0.02	0.12	0.18	0.14	
2018-01-18 00:00:00	0.1	0.18	0.3	0.3	0.22	
2018-01-18 00:00:00	0.2	0.28	0.42	0.4	0.22	
2018-01-18 00:00:00	0.30000000000000004	0.28	0.42	0.48	0.44	
2018-01-18 00:00:00	0.4	0.6	0.6	0.56	0.44	
2018-01-18 00:00:00	0.5	0.6	0.6	0.6	0.66	
2018-01-18 00:00:00	0.6000000000000001	0.68	0.72	0.66	0.66	
2018-01-18 00:00:00	0.7000000000000001	0.8	0.86	0.72	0.82	
2018-01-18 00:00:00	0.8	0.84	0.88	0.74	0.96	
2018-01-18 00:00:00	0.9	0.9	0.96	0.88	0.96	
2018-01-18 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-01-25 00:00:00	0.0	0.12	0.18	0.14	0.08	
2018-01-25 00:00:00	0.1	0.3	0.3	0.22	0.24	
2018-01-25 00:00:00	0.2	0.42	0.4	0.34	0.4	
2018-01-25 00:00:00	0.30000000000000004	0.42	0.48	0.44	0.4	
2018-01-25 00:00:00	0.4	0.6	0.56	0.44	0.7	
2018-01-25 00:00:00	0.5	0.6	0.56	0.66	0.7	
2018-01-25 00:00:00	0.6000000000000001	0.72	0.66	0.66	0.76	
2018-01-25 00:00:00	0.7000000000000001	0.86	0.74	0.82	0.76	
2018-01-25 00:00:00	0.8	0.88	0.74	0.96	0.9	
2018-01-25 00:00:00	0.9	0.96	0.88	0.96	0.92	
2018-01-25 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-02-01 00:00:00	0.0	0.18	0.14	0.08	0.08	
2018-02-01 00:00:00	0.1	0.3	0.22	0.24	0.16	
2018-02-01 00:00:00	0.2	0.4	0.34	0.24	0.28	
2018-02-01 00:00:00	0.30000000000000004	0.48	0.44	0.54	0.28	
2018-02-01 00:00:00	0.4	0.56	0.44	0.54	0.46	
2018-02-01 00:00:00	0.5	0.56	0.66	0.72	0.46	
2018-02-01 00:00:00	0.6000000000000001	0.66	0.66	0.72	0.58	
2018-02-01 00:00:00	0.7000000000000001	0.74	0.82	0.84	0.58	
2018-02-01 00:00:00	0.8	0.74	0.96	0.9	0.72	
2018-02-01 00:00:00	0.9	0.88	0.96	0.9	0.84	
2018-02-01 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-02-08 00:00:00	0.0	0.14	0.16	0.08	0.16	
2018-02-08 00:00:00	0.1	0.26	0.24	0.16	0.16	
2018-02-08 00:00:00	0.2	0.34	0.38	0.16	0.4	
2018-02-08 00:00:00	0.30000000000000004	0.5	0.54	0.32	0.4	
2018-02-08 00:00:00	0.4	0.5	0.54	0.32	0.5	
2018-02-08 00:00:00	0.5	0.6	0.72	0.46	0.5	
2018-02-08 00:00:00	0.6000000000000001	0.74	0.72	0.5	0.62	
2018-02-08 00:00:00	0.7000000000000001	0.8	0.84	0.58	0.62	
2018-02-08 00:00:00	0.8	0.88	0.9	0.72	0.68	
2018-02-08 00:00:00	0.9	0.96	0.9	0.84	0.82	
2018-02-08 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-02-15 00:00:00	0.0	0.08	0.08	0.16	0.1	
2018-02-15 00:00:00	0.1	0.24	0.08	0.28	0.1	
2018-02-15 00:00:00	0.2	0.4	0.28	0.4	0.1	
2018-02-15 00:00:00	0.30000000000000004	0.54	0.28	0.4	0.3	
2018-02-15 00:00:00	0.4	0.54	0.46	0.46	0.4	
2018-02-15 00:00:00	0.5	0.7	0.46	0.5	0.5	
2018-02-15 00:00:00	0.6000000000000001	0.76	0.58	0.58	0.58	
2018-02-15 00:00:00	0.7000000000000001	0.84	0.58	0.62	0.7	
2018-02-15 00:00:00	0.8	0.9	0.72	0.68	0.7	
2018-02-15 00:00:00	0.9	0.92	0.88	0.9	0.8	
2018-02-15 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-02-22 00:00:00	0.0	0.08	0.16	0.1	0.12	
2018-02-22 00:00:00	0.1	0.16	0.28	0.1	0.14	
2018-02-22 00:00:00	0.2	0.28	0.4	0.1	0.24	
2018-02-22 00:00:00	0.30000000000000004	0.28	0.4	0.4	0.24	
2018-02-22 00:00:00	0.4	0.32	0.46	0.4	0.34	
2018-02-22 00:00:00	0.5	0.46	0.5	0.58	0.36	
2018-02-22 00:00:00	0.6000000000000001	0.58	0.58	0.58	0.6	
2018-02-22 00:00:00	0.7000000000000001	0.58	0.62	0.7	0.6	
2018-02-22 00:00:00	0.8	0.72	0.68	0.72	0.72	
2018-02-22 00:00:00	0.9	0.84	0.9	0.8	0.8	
2018-02-22 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-03-01 00:00:00	0.0	0.12	0.0	0.12	0.04	
2018-03-01 00:00:00	0.1	0.28	0.1	0.12	0.06	
2018-03-01 00:00:00	0.2	0.28	0.2	0.24	0.06	
2018-03-01 00:00:00	0.30000000000000004	0.46	0.2	0.24	0.26	
2018-03-01 00:00:00	0.4	0.46	0.4	0.36	0.3	
2018-03-01 00:00:00	0.5	0.54	0.48	0.36	0.46	
2018-03-01 00:00:00	0.6000000000000001	0.58	0.58	0.38	0.52	
2018-03-01 00:00:00	0.7000000000000001	0.64	0.62	0.6	0.8	
2018-03-01 00:00:00	0.8	0.78	0.72	0.72	0.8	
2018-03-01 00:00:00	0.9	0.9	0.8	0.82	0.86	
2018-03-01 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-03-08 00:00:00	0.0	0.0	0.12	0.04	0.1	
2018-03-08 00:00:00	0.1	0.1	0.14	0.04	0.22	
2018-03-08 00:00:00	0.2	0.1	0.24	0.26	0.22	
2018-03-08 00:00:00	0.30000000000000004	0.4	0.24	0.26	0.36	
2018-03-08 00:00:00	0.4	0.4	0.36	0.3	0.58	
2018-03-08 00:00:00	0.5	0.48	0.36	0.46	0.64	
2018-03-08 00:00:00	0.6000000000000001	0.58	0.6	0.52	0.64	
2018-03-08 00:00:00	0.7000000000000001	0.62	0.6	0.74	0.82	
2018-03-08 00:00:00	0.8	0.72	0.72	0.86	0.94	
2018-03-08 00:00:00	0.9	0.8	0.8	0.86	0.94	
