t_0	alpha	wk1	wk2	wk3	wk4
2023-04-06 00:00:00	0.0	0.18	0.22	0.12	0.12	
2023-04-06 00:00:00	0.1	0.38	0.22	0.24	0.26	
2023-04-06 00:00:00	0.2	0.38	0.4	0.24	0.26	
2023-04-06 00:00:00	0.30000000000000004	0.38	0.5	0.34	0.44	
2023-04-06 00:00:00	0.4	0.66	0.5	0.5	0.5	
2023-04-06 00:00:00	0.5	0.66	0.68	0.5	0.5	
2023-04-06 00:00:00	0.6000000000000001	0.66	0.78	0.5	0.66	
2023-04-06 00:00:00	0.7000000000000001	0.8	0.78	0.8	0.72	
2023-04-06 00:00:00	0.8	0.8	0.92	0.88	0.88	
2023-04-06 00:00:00	0.9	0.92	0.94	0.92	0.9	
2023-04-06 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-04-13 00:00:00	0.0	0.22	0.12	0.12	0.08	
2023-04-13 00:00:00	0.1	0.4	0.12	0.12	0.24	
2023-04-13 00:00:00	0.2	0.4	0.34	0.44	0.24	
2023-04-13 00:00:00	0.30000000000000004	0.4	0.34	0.44	0.38	
2023-04-13 00:00:00	0.4	0.68	0.34	0.44	0.44	
2023-04-13 00:00:00	0.5	0.68	0.5	0.66	0.54	
2023-04-13 00:00:00	0.6000000000000001	0.68	0.7	0.66	0.58	
2023-04-13 00:00:00	0.7000000000000001	0.82	0.7	0.72	0.58	
2023-04-13 00:00:00	0.8	0.92	0.8	0.88	0.74	
2023-04-13 00:00:00	0.9	0.96	0.88	0.96	0.9	
2023-04-13 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-04-20 00:00:00	0.0	0.12	0.14	0.16	0.02	
2023-04-20 00:00:00	0.1	0.24	0.26	0.24	0.08	
2023-04-20 00:00:00	0.2	0.24	0.26	0.3	0.08	
2023-04-20 00:00:00	0.30000000000000004	0.4	0.32	0.3	0.16	
2023-04-20 00:00:00	0.4	0.5	0.5	0.44	0.38	
2023-04-20 00:00:00	0.5	0.5	0.5	0.48	0.38	
2023-04-20 00:00:00	0.6000000000000001	0.6	0.56	0.48	0.5	
2023-04-20 00:00:00	0.7000000000000001	0.8	0.78	0.58	0.5	
2023-04-20 00:00:00	0.8	0.88	0.78	0.76	0.78	
2023-04-20 00:00:00	0.9	0.92	0.9	0.76	0.82	
2023-04-20 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-04-27 00:00:00	0.0	0.12	0.08	0.06	0.02	
2023-04-27 00:00:00	0.1	0.26	0.24	0.08	0.06	
2023-04-27 00:00:00	0.2	0.26	0.24	0.08	0.06	
2023-04-27 00:00:00	0.30000000000000004	0.44	0.38	0.38	0.26	
2023-04-27 00:00:00	0.4	0.5	0.44	0.38	0.26	
2023-04-27 00:00:00	0.5	0.5	0.44	0.5	0.42	
2023-04-27 00:00:00	0.6000000000000001	0.72	0.58	0.5	0.42	
2023-04-27 00:00:00	0.7000000000000001	0.72	0.58	0.5	0.58	
2023-04-27 00:00:00	0.8	0.88	0.74	0.78	0.58	
2023-04-27 00:00:00	0.9	0.9	0.9	0.82	0.7	
2023-04-27 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-05-04 00:00:00	0.0	0.14	0.22	0.02	0.04	
2023-05-04 00:00:00	0.1	0.22	0.22	0.18	0.04	
2023-05-04 00:00:00	0.2	0.22	0.4	0.18	0.12	
2023-05-04 00:00:00	0.30000000000000004	0.32	0.4	0.36	0.12	
2023-05-04 00:00:00	0.4	0.48	0.4	0.36	0.26	
2023-05-04 00:00:00	0.5	0.48	0.7	0.4	0.26	
2023-05-04 00:00:00	0.6000000000000001	0.64	0.7	0.56	0.26	
2023-05-04 00:00:00	0.7000000000000001	0.7	0.82	0.58	0.44	
2023-05-04 00:00:00	0.8	0.88	0.82	0.7	0.58	
2023-05-04 00:00:00	0.9	0.88	0.94	0.82	0.76	
2023-05-04 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-05-11 00:00:00	0.0	0.12	0.14	0.06	0.02	
2023-05-11 00:00:00	0.1	0.4	0.3	0.2	0.1	
2023-05-11 00:00:00	0.2	0.4	0.3	0.24	0.1	
2023-05-11 00:00:00	0.30000000000000004	0.62	0.46	0.24	0.2	
2023-05-11 00:00:00	0.4	0.66	0.58	0.42	0.2	
2023-05-11 00:00:00	0.5	0.66	0.6	0.44	0.32	
2023-05-11 00:00:00	0.6000000000000001	0.72	0.6	0.58	0.32	
2023-05-11 00:00:00	0.7000000000000001	0.84	0.76	0.58	0.5	
2023-05-11 00:00:00	0.8	0.86	0.76	0.74	0.52	
2023-05-11 00:00:00	0.9	1.0	0.94	0.86	0.68	
2023-05-11 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-05-18 00:00:00	0.0	0.16	0.18	0.06	0.04	
2023-05-18 00:00:00	0.1	0.28	0.18	0.14	0.04	
2023-05-18 00:00:00	0.2	0.28	0.46	0.26	0.06	
2023-05-18 00:00:00	0.30000000000000004	0.42	0.46	0.26	0.06	
2023-05-18 00:00:00	0.4	0.54	0.46	0.28	0.18	
2023-05-18 00:00:00	0.5	0.54	0.68	0.46	0.18	
2023-05-18 00:00:00	0.6000000000000001	0.7	0.68	0.5	0.22	
2023-05-18 00:00:00	0.7000000000000001	0.82	0.84	0.66	0.22	
2023-05-18 00:00:00	0.8	0.84	0.86	0.66	0.48	
2023-05-18 00:00:00	0.9	0.94	0.94	0.86	0.58	
2023-05-18 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-05-25 00:00:00	0.0	0.18	0.06	0.04	0.0	
2023-05-25 00:00:00	0.1	0.32	0.18	0.04	0.0	
2023-05-25 00:00:00	0.2	0.32	0.18	0.06	0.02	
2023-05-25 00:00:00	0.30000000000000004	0.46	0.26	0.06	0.02	
2023-05-25 00:00:00	0.4	0.62	0.44	0.18	0.06	
2023-05-25 00:00:00	0.5	0.62	0.46	0.18	0.06	
2023-05-25 00:00:00	0.6000000000000001	0.68	0.62	0.22	0.12	
2023-05-25 00:00:00	0.7000000000000001	0.8	0.66	0.22	0.2	
2023-05-25 00:00:00	0.8	0.84	0.84	0.48	0.2	
2023-05-25 00:00:00	0.9	0.94	0.94	0.58	0.56	
2023-05-25 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-06-01 00:00:00	0.0	0.12	0.02	0.0	0.0	
2023-06-01 00:00:00	0.1	0.3	0.06	0.0	0.0	
2023-06-01 00:00:00	0.2	0.3	0.06	0.0	0.0	
2023-06-01 00:00:00	0.30000000000000004	0.36	0.16	0.04	0.0	
2023-06-01 00:00:00	0.4	0.52	0.16	0.04	0.02	
2023-06-01 00:00:00	0.5	0.6	0.22	0.12	0.02	
2023-06-01 00:00:00	0.6000000000000001	0.6	0.22	0.12	0.06	
2023-06-01 00:00:00	0.7000000000000001	0.8	0.48	0.2	0.06	
2023-06-01 00:00:00	0.8	0.94	0.58	0.46	0.1	
2023-06-01 00:00:00	0.9	0.94	0.74	0.56	0.22	
2023-06-01 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-06-08 00:00:00	0.0	0.26	0.08	0.04	0.02	
2023-06-08 00:00:00	0.1	0.26	0.34	0.04	0.12	
2023-06-08 00:00:00	0.2	0.4	0.34	0.1	0.22	
2023-06-08 00:00:00	0.30000000000000004	0.4	0.4	0.1	0.24	
2023-06-08 00:00:00	0.4	0.4	0.5	0.22	0.34	
2023-06-08 00:00:00	0.5	0.66	0.52	0.22	0.36	
2023-06-08 00:00:00	0.6000000000000001	0.66	0.68	0.42	0.46	
2023-06-08 00:00:00	0.7000000000000001	0.82	0.68	0.42	0.46	
2023-06-08 00:00:00	0.8	0.86	0.7	0.56	0.58	
2023-06-08 00:00:00	0.9	0.94	0.78	0.8	0.74	
2023-06-08 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-06-15 00:00:00	0.0	0.1	0.2	0.1	0.18	
2023-06-15 00:00:00	0.1	0.26	0.32	0.1	0.18	
2023-06-15 00:00:00	0.2	0.26	0.46	0.3	0.4	
2023-06-15 00:00:00	0.30000000000000004	0.52	0.46	0.3	0.4	
2023-06-15 00:00:00	0.4	0.54	0.5	0.44	0.6	
2023-06-15 00:00:00	0.5	0.54	0.74	0.44	0.6	
2023-06-15 00:00:00	0.6000000000000001	0.62	0.78	0.7	0.64	
2023-06-15 00:00:00	0.7000000000000001	0.74	0.8	0.7	0.68	
2023-06-15 00:00:00	0.8	0.74	0.82	0.82	0.78	
2023-06-15 00:00:00	0.9	0.88	1.0	0.96	0.88	
2023-06-15 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-06-22 00:00:00	0.0	0.14	0.12	0.16	0.1	
2023-06-22 00:00:00	0.1	0.38	0.22	0.24	0.26	
2023-06-22 00:00:00	0.2	0.38	0.22	0.24	0.38	
2023-06-22 00:00:00	0.30000000000000004	0.58	0.38	0.44	0.38	
2023-06-22 00:00:00	0.4	0.6	0.48	0.44	0.48	
2023-06-22 00:00:00	0.5	0.72	0.58	0.5	0.66	
2023-06-22 00:00:00	0.6000000000000001	0.72	0.68	0.58	0.7	
2023-06-22 00:00:00	0.7000000000000001	0.94	0.8	0.7	0.82	
2023-06-22 00:00:00	0.8	0.94	0.82	0.82	0.86	
2023-06-22 00:00:00	0.9	1.0	0.94	0.9	0.92	
2023-06-22 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-06-29 00:00:00	0.0	0.12	0.16	0.1	0.1	
2023-06-29 00:00:00	0.1	0.12	0.24	0.26	0.2	
2023-06-29 00:00:00	0.2	0.38	0.24	0.38	0.24	
2023-06-29 00:00:00	0.30000000000000004	0.38	0.44	0.38	0.4	
2023-06-29 00:00:00	0.4	0.48	0.44	0.48	0.4	
2023-06-29 00:00:00	0.5	0.58	0.58	0.66	0.44	
2023-06-29 00:00:00	0.6000000000000001	0.68	0.58	0.7	0.58	
2023-06-29 00:00:00	0.7000000000000001	0.8	0.8	0.82	0.68	
2023-06-29 00:00:00	0.8	0.82	0.82	0.86	0.78	
2023-06-29 00:00:00	0.9	0.94	0.9	0.92	0.84	
2023-06-29 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-07-06 00:00:00	0.0	0.08	0.12	0.04	0.06	
2023-07-06 00:00:00	0.1	0.08	0.22	0.14	0.08	
2023-07-06 00:00:00	0.2	0.26	0.22	0.14	0.16	
2023-07-06 00:00:00	0.30000000000000004	0.26	0.56	0.28	0.16	
2023-07-06 00:00:00	0.4	0.52	0.56	0.28	0.28	
2023-07-06 00:00:00	0.5	0.52	0.66	0.44	0.28	
2023-07-06 00:00:00	0.6000000000000001	0.58	0.76	0.44	0.42	
2023-07-06 00:00:00	0.7000000000000001	0.68	0.82	0.58	0.42	
2023-07-06 00:00:00	0.8	0.84	0.84	0.68	0.48	
2023-07-06 00:00:00	0.9	0.86	0.9	0.78	0.64	
2023-07-06 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-07-13 00:00:00	0.0	0.12	0.04	0.06	0.12	
2023-07-13 00:00:00	0.1	0.22	0.14	0.06	0.12	
2023-07-13 00:00:00	0.2	0.22	0.14	0.16	0.3	
2023-07-13 00:00:00	0.30000000000000004	0.56	0.28	0.16	0.3	
2023-07-13 00:00:00	0.4	0.56	0.28	0.28	0.38	
2023-07-13 00:00:00	0.5	0.66	0.28	0.28	0.38	
2023-07-13 00:00:00	0.6000000000000001	0.76	0.44	0.42	0.52	
2023-07-13 00:00:00	0.7000000000000001	0.82	0.58	0.42	0.6	
2023-07-13 00:00:00	0.8	0.84	0.68	0.48	0.68	
2023-07-13 00:00:00	0.9	0.9	0.78	0.7	0.78	
2023-07-13 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-07-20 00:00:00	0.0	0.1	0.08	0.06	0.06	
2023-07-20 00:00:00	0.1	0.1	0.18	0.2	0.2	
2023-07-20 00:00:00	0.2	0.36	0.18	0.3	0.26	
2023-07-20 00:00:00	0.30000000000000004	0.36	0.34	0.42	0.38	
2023-07-20 00:00:00	0.4	0.54	0.34	0.5	0.42	
2023-07-20 00:00:00	0.5	0.54	0.42	0.54	0.52	
2023-07-20 00:00:00	0.6000000000000001	0.68	0.42	0.62	0.6	
2023-07-20 00:00:00	0.7000000000000001	0.78	0.58	0.64	0.6	
2023-07-20 00:00:00	0.8	0.84	0.68	0.78	0.74	
2023-07-20 00:00:00	0.9	0.92	0.8	0.9	0.88	
2023-07-20 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-07-27 00:00:00	0.0	0.1	0.06	0.14	0.08	
2023-07-27 00:00:00	0.1	0.18	0.06	0.2	0.12	
2023-07-27 00:00:00	0.2	0.28	0.3	0.32	0.18	
2023-07-27 00:00:00	0.30000000000000004	0.28	0.3	0.38	0.34	
2023-07-27 00:00:00	0.4	0.4	0.5	0.48	0.38	
2023-07-27 00:00:00	0.5	0.4	0.58	0.52	0.6	
2023-07-27 00:00:00	0.6000000000000001	0.56	0.62	0.6	0.6	
2023-07-27 00:00:00	0.7000000000000001	0.64	0.74	0.74	0.82	
2023-07-27 00:00:00	0.8	0.76	0.82	0.8	0.88	
2023-07-27 00:00:00	0.9	0.9	0.9	0.86	0.9	
2023-07-27 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-08-03 00:00:00	0.0	0.06	0.14	0.08	0.08	
2023-08-03 00:00:00	0.1	0.16	0.26	0.14	0.14	
2023-08-03 00:00:00	0.2	0.16	0.32	0.18	0.2	
2023-08-03 00:00:00	0.30000000000000004	0.38	0.42	0.22	0.26	
2023-08-03 00:00:00	0.4	0.38	0.48	0.38	0.4	
2023-08-03 00:00:00	0.5	0.58	0.54	0.48	0.52	
2023-08-03 00:00:00	0.6000000000000001	0.68	0.72	0.7	0.6	
2023-08-03 00:00:00	0.7000000000000001	0.72	0.74	0.86	0.76	
2023-08-03 00:00:00	0.8	0.82	0.8	0.9	0.86	
2023-08-03 00:00:00	0.9	0.92	0.92	0.9	0.92	
2023-08-03 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-08-10 00:00:00	0.0	0.14	0.08	0.08	0.06	
2023-08-10 00:00:00	0.1	0.2	0.14	0.14	0.06	
2023-08-10 00:00:00	0.2	0.32	0.18	0.2	0.12	
2023-08-10 00:00:00	0.30000000000000004	0.38	0.22	0.4	0.12	
2023-08-10 00:00:00	0.4	0.48	0.38	0.4	0.22	
2023-08-10 00:00:00	0.5	0.58	0.6	0.52	0.36	
2023-08-10 00:00:00	0.6000000000000001	0.58	0.7	0.6	0.38	
2023-08-10 00:00:00	0.7000000000000001	0.74	0.82	0.76	0.5	
2023-08-10 00:00:00	0.8	0.8	0.9	0.86	0.58	
2023-08-10 00:00:00	0.9	0.92	0.9	0.9	0.74	
2023-08-10 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-08-17 00:00:00	0.0	0.08	0.06	0.06	0.02	
2023-08-17 00:00:00	0.1	0.12	0.14	0.12	0.02	
2023-08-17 00:00:00	0.2	0.18	0.28	0.12	0.12	
2023-08-17 00:00:00	0.30000000000000004	0.34	0.34	0.18	0.12	
2023-08-17 00:00:00	0.4	0.38	0.52	0.18	0.16	
2023-08-17 00:00:00	0.5	0.5	0.52	0.36	0.18	
2023-08-17 00:00:00	0.6000000000000001	0.72	0.66	0.48	0.2	
2023-08-17 00:00:00	0.7000000000000001	0.82	0.82	0.5	0.24	
2023-08-17 00:00:00	0.8	0.88	0.88	0.58	0.38	
2023-08-17 00:00:00	0.9	0.9	0.94	0.8	0.56	
2023-08-17 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-08-24 00:00:00	0.0	0.06	0.06	0.02	0.0	
2023-08-24 00:00:00	0.1	0.14	0.12	0.02	0.04	
2023-08-24 00:00:00	0.2	0.28	0.12	0.04	0.06	
2023-08-24 00:00:00	0.30000000000000004	0.34	0.18	0.12	0.06	
2023-08-24 00:00:00	0.4	0.52	0.18	0.16	0.06	
2023-08-24 00:00:00	0.5	0.52	0.36	0.18	0.12	
2023-08-24 00:00:00	0.6000000000000001	0.66	0.5	0.2	0.18	
2023-08-24 00:00:00	0.7000000000000001	0.82	0.5	0.24	0.28	
2023-08-24 00:00:00	0.8	0.88	0.58	0.38	0.36	
2023-08-24 00:00:00	0.9	0.94	0.8	0.56	0.48	
2023-08-24 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-08-31 00:00:00	0.0	0.14	0.02	0.06	0.04	
2023-08-31 00:00:00	0.1	0.26	0.06	0.12	0.1	
2023-08-31 00:00:00	0.2	0.32	0.1	0.12	0.18	
2023-08-31 00:00:00	0.30000000000000004	0.4	0.18	0.22	0.18	
2023-08-31 00:00:00	0.4	0.46	0.32	0.26	0.22	
2023-08-31 00:00:00	0.5	0.68	0.32	0.34	0.22	
2023-08-31 00:00:00	0.6000000000000001	0.68	0.52	0.46	0.3	
2023-08-31 00:00:00	0.7000000000000001	0.74	0.68	0.48	0.36	
2023-08-31 00:00:00	0.8	0.78	0.68	0.62	0.4	
2023-08-31 00:00:00	0.9	0.88	0.86	0.82	0.56	
2023-08-31 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-09-07 00:00:00	0.0	0.18	0.14	0.06	0.16	
2023-09-07 00:00:00	0.1	0.32	0.26	0.14	0.26	
2023-09-07 00:00:00	0.2	0.32	0.36	0.14	0.42	
2023-09-07 00:00:00	0.30000000000000004	0.5	0.44	0.22	0.44	
2023-09-07 00:00:00	0.4	0.5	0.44	0.22	0.62	
2023-09-07 00:00:00	0.5	0.6	0.64	0.46	0.62	
2023-09-07 00:00:00	0.6000000000000001	0.6	0.64	0.58	0.74	
2023-09-07 00:00:00	0.7000000000000001	0.72	0.72	0.58	0.74	
2023-09-07 00:00:00	0.8	0.92	0.84	0.72	0.82	
2023-09-07 00:00:00	0.9	0.94	0.9	0.82	0.92	
2023-09-07 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-09-14 00:00:00	0.0	0.14	0.06	0.16	0.14	
2023-09-14 00:00:00	0.1	0.24	0.1	0.32	0.26	
2023-09-14 00:00:00	0.2	0.36	0.1	0.42	0.34	
2023-09-14 00:00:00	0.30000000000000004	0.36	0.34	0.52	0.36	
2023-09-14 00:00:00	0.4	0.54	0.34	0.54	0.36	
2023-09-14 00:00:00	0.5	0.54	0.46	0.66	0.5	
2023-09-14 00:00:00	0.6000000000000001	0.66	0.54	0.74	0.52	
2023-09-14 00:00:00	0.7000000000000001	0.72	0.62	0.8	0.58	
2023-09-14 00:00:00	0.8	0.84	0.76	0.9	0.68	
2023-09-14 00:00:00	0.9	0.86	0.86	0.94	0.74	
2023-09-14 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-09-21 00:00:00	0.0	0.16	0.12	0.02	0.0	
2023-09-21 00:00:00	0.1	0.24	0.22	0.16	0.0	
2023-09-21 00:00:00	0.2	0.28	0.22	0.28	0.26	
2023-09-21 00:00:00	0.30000000000000004	0.28	0.44	0.34	0.26	
2023-09-21 00:00:00	0.4	0.42	0.44	0.48	0.4	
2023-09-21 00:00:00	0.5	0.42	0.7	0.56	0.4	
2023-09-21 00:00:00	0.6000000000000001	0.6	0.7	0.64	0.6	
2023-09-21 00:00:00	0.7000000000000001	0.6	0.82	0.7	0.66	
2023-09-21 00:00:00	0.8	0.68	0.86	0.8	0.78	
2023-09-21 00:00:00	0.9	0.86	0.94	0.86	0.82	
2023-09-21 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-09-28 00:00:00	0.0	0.1	0.02	0.14	0.06	
2023-09-28 00:00:00	0.1	0.22	0.02	0.14	0.1	
2023-09-28 00:00:00	0.2	0.38	0.28	0.14	0.12	
2023-09-28 00:00:00	0.30000000000000004	0.44	0.28	0.26	0.18	
2023-09-28 00:00:00	0.4	0.6	0.48	0.26	0.22	
2023-09-28 00:00:00	0.5	0.7	0.56	0.4	0.26	
2023-09-28 00:00:00	0.6000000000000001	0.8	0.64	0.6	0.36	
2023-09-28 00:00:00	0.7000000000000001	0.82	0.7	0.62	0.38	
2023-09-28 00:00:00	0.8	0.84	0.72	0.68	0.52	
2023-09-28 00:00:00	0.9	0.94	0.82	0.78	0.62	
2023-09-28 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-10-05 00:00:00	0.0	0.12	0.14	0.06	0.08	
2023-10-05 00:00:00	0.1	0.14	0.14	0.08	0.08	
2023-10-05 00:00:00	0.2	0.14	0.14	0.12	0.1	
2023-10-05 00:00:00	0.30000000000000004	0.42	0.14	0.16	0.12	
2023-10-05 00:00:00	0.4	0.5	0.26	0.22	0.18	
2023-10-05 00:00:00	0.5	0.56	0.26	0.24	0.18	
2023-10-05 00:00:00	0.6000000000000001	0.56	0.42	0.3	0.26	
2023-10-05 00:00:00	0.7000000000000001	0.66	0.62	0.38	0.46	
2023-10-05 00:00:00	0.8	0.72	0.68	0.52	0.62	
2023-10-05 00:00:00	0.9	0.84	0.78	0.62	0.72	
2023-10-05 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-10-12 00:00:00	0.0	0.14	0.08	0.2	0.06	
2023-10-12 00:00:00	0.1	0.34	0.22	0.28	0.14	
2023-10-12 00:00:00	0.2	0.46	0.26	0.44	0.22	
2023-10-12 00:00:00	0.30000000000000004	0.52	0.36	0.44	0.38	
2023-10-12 00:00:00	0.4	0.52	0.36	0.6	0.44	
2023-10-12 00:00:00	0.5	0.62	0.54	0.6	0.56	
2023-10-12 00:00:00	0.6000000000000001	0.76	0.58	0.72	0.64	
2023-10-12 00:00:00	0.7000000000000001	0.8	0.7	0.8	0.74	
2023-10-12 00:00:00	0.8	0.8	0.76	0.86	0.84	
2023-10-12 00:00:00	0.9	0.9	0.92	0.94	0.98	
2023-10-12 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-10-19 00:00:00	0.0	0.1	0.1	0.12	0.14	
2023-10-19 00:00:00	0.1	0.24	0.1	0.28	0.14	
2023-10-19 00:00:00	0.2	0.36	0.36	0.28	0.32	
2023-10-19 00:00:00	0.30000000000000004	0.36	0.36	0.42	0.32	
2023-10-19 00:00:00	0.4	0.44	0.62	0.42	0.6	
2023-10-19 00:00:00	0.5	0.56	0.62	0.58	0.6	
2023-10-19 00:00:00	0.6000000000000001	0.6	0.76	0.58	0.68	
2023-10-19 00:00:00	0.7000000000000001	0.7	0.76	0.76	0.8	
2023-10-19 00:00:00	0.8	0.8	0.84	0.82	0.88	
2023-10-19 00:00:00	0.9	0.9	0.94	0.9	0.92	
2023-10-19 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-10-26 00:00:00	0.0	0.16	0.16	0.08	0.06	
2023-10-26 00:00:00	0.1	0.26	0.24	0.22	0.2	
2023-10-26 00:00:00	0.2	0.46	0.36	0.38	0.2	
2023-10-26 00:00:00	0.30000000000000004	0.56	0.42	0.38	0.36	
2023-10-26 00:00:00	0.4	0.64	0.42	0.54	0.36	
2023-10-26 00:00:00	0.5	0.64	0.56	0.54	0.52	
2023-10-26 00:00:00	0.6000000000000001	0.76	0.56	0.78	0.6	
2023-10-26 00:00:00	0.7000000000000001	0.76	0.72	0.88	0.72	
2023-10-26 00:00:00	0.8	0.84	0.9	0.9	0.78	
2023-10-26 00:00:00	0.9	0.94	0.94	0.9	0.92	
2023-10-26 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-11-02 00:00:00	0.0	0.16	0.08	0.06	0.14	
2023-11-02 00:00:00	0.1	0.24	0.24	0.1	0.3	
2023-11-02 00:00:00	0.2	0.24	0.38	0.24	0.34	
2023-11-02 00:00:00	0.30000000000000004	0.42	0.44	0.32	0.5	
2023-11-02 00:00:00	0.4	0.42	0.44	0.44	0.5	
2023-11-02 00:00:00	0.5	0.56	0.66	0.52	0.58	
2023-11-02 00:00:00	0.6000000000000001	0.56	0.66	0.6	0.6	
2023-11-02 00:00:00	0.7000000000000001	0.72	0.86	0.62	0.64	
2023-11-02 00:00:00	0.8	0.9	0.9	0.78	0.74	
2023-11-02 00:00:00	0.9	0.94	0.94	0.86	0.82	
2023-11-02 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-11-09 00:00:00	0.0	0.08	0.06	0.16	0.06	
2023-11-09 00:00:00	0.1	0.24	0.2	0.3	0.12	
2023-11-09 00:00:00	0.2	0.38	0.24	0.3	0.16	
2023-11-09 00:00:00	0.30000000000000004	0.38	0.36	0.5	0.2	
2023-11-09 00:00:00	0.4	0.54	0.44	0.5	0.26	
2023-11-09 00:00:00	0.5	0.66	0.52	0.58	0.42	
2023-11-09 00:00:00	0.6000000000000001	0.78	0.6	0.64	0.42	
2023-11-09 00:00:00	0.7000000000000001	0.86	0.74	0.64	0.48	
2023-11-09 00:00:00	0.8	0.9	0.78	0.74	0.58	
2023-11-09 00:00:00	0.9	0.9	0.92	0.82	0.68	
2023-11-09 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-11-16 00:00:00	0.0	0.06	0.16	0.06	0.04	
2023-11-16 00:00:00	0.1	0.2	0.3	0.12	0.12	
2023-11-16 00:00:00	0.2	0.24	0.46	0.16	0.18	
2023-11-16 00:00:00	0.30000000000000004	0.24	0.5	0.2	0.22	
2023-11-16 00:00:00	0.4	0.44	0.58	0.36	0.24	
2023-11-16 00:00:00	0.5	0.44	0.58	0.42	0.36	
2023-11-16 00:00:00	0.6000000000000001	0.6	0.62	0.48	0.36	
2023-11-16 00:00:00	0.7000000000000001	0.74	0.64	0.48	0.52	
2023-11-16 00:00:00	0.8	0.78	0.74	0.58	0.68	
2023-11-16 00:00:00	0.9	0.92	0.82	0.68	0.8	
2023-11-16 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-11-23 00:00:00	0.0	0.16	0.04	0.04	0.08	
2023-11-23 00:00:00	0.1	0.24	0.2	0.12	0.14	
2023-11-23 00:00:00	0.2	0.4	0.26	0.24	0.16	
2023-11-23 00:00:00	0.30000000000000004	0.4	0.32	0.28	0.3	
2023-11-23 00:00:00	0.4	0.58	0.32	0.44	0.34	
2023-11-23 00:00:00	0.5	0.58	0.48	0.5	0.44	
2023-11-23 00:00:00	0.6000000000000001	0.72	0.52	0.66	0.44	
2023-11-23 00:00:00	0.7000000000000001	0.78	0.62	0.68	0.48	
2023-11-23 00:00:00	0.8	0.8	0.68	0.8	0.5	
2023-11-23 00:00:00	0.9	0.9	0.92	0.86	0.62	
2023-11-23 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-11-30 00:00:00	0.0	0.04	0.04	0.06	0.04	
2023-11-30 00:00:00	0.1	0.2	0.04	0.14	0.1	
2023-11-30 00:00:00	0.2	0.26	0.24	0.14	0.14	
2023-11-30 00:00:00	0.30000000000000004	0.32	0.24	0.3	0.22	
2023-11-30 00:00:00	0.4	0.38	0.44	0.3	0.26	
2023-11-30 00:00:00	0.5	0.48	0.44	0.44	0.34	
2023-11-30 00:00:00	0.6000000000000001	0.52	0.66	0.44	0.34	
2023-11-30 00:00:00	0.7000000000000001	0.62	0.68	0.48	0.56	
2023-11-30 00:00:00	0.8	0.68	0.8	0.58	0.76	
2023-11-30 00:00:00	0.9	0.84	0.86	0.62	0.84	
2023-11-30 00:00:00	1.0	1.0	1.0	1.0	1.0	
2023-12-07 00:00:00	0.0	0.12	0.14	0.08	0.04	
2023-12-07 00:00:00	0.1	0.16	0.2	0.14	0.2	
2023-12-07 00:00:00	0.2	0.32	0.3	0.22	0.2	
2023-12-07 00:00:00	0.30000000000000004	0.32	0.3	0.26	0.34	
2023-12-07 00:00:00	0.4	0.56	0.42	0.26	0.34	
2023-12-07 00:00:00	0.5	0.56	0.42	0.52	0.48	
2023-12-07 00:00:00	0.6000000000000001	0.72	0.54	0.52	0.48	
2023-12-07 00:00:00	0.7000000000000001	0.78	0.58	0.74	0.58	
2023-12-07 00:00:00	0.8	0.86	0.6	0.82	0.7	
2023-12-07 00:00:00	0.9	0.92	0.74	0.88	0.84	
