loss,r2_keras,val_loss,val_r2_keras
0.005147561430931091,-126.42864227294922,0.0032505274284631014,-136.96044921875
0.0032224757596850395,-128.1964111328125,0.002589818323031068,-136.04971313476562
0.002691549714654684,-128.47494506835938,0.00214040232822299,-128.1472930908203
0.002275405917316675,-128.1775360107422,0.00181036745198071,-123.77666473388672
0.001934571424499154,-127.77311706542969,0.001530134934000671,-116.80015563964844
0.0016664108261466026,-127.41887664794922,0.0014237526338547468,-112.22640228271484
0.0014634059043601155,-127.23916625976562,0.001350696082226932,-109.72422790527344
0.0013001705519855022,-127.12444305419922,0.0012643302325159311,-108.72738647460938
0.0011649017687886953,-127.05242919921875,0.0011753432918339968,-108.39033508300781
0.0010496044997125864,-127.01708984375,0.0011033620685338974,-108.12918853759766
0.0009492466342635453,-127.00910186767578,0.001014513662084937,-108.56795501708984
0.0008625436457805336,-127.01071166992188,0.000932313734665513,-109.41108703613281
0.0007837658049538732,-127.0243911743164,0.0008092146599665284,-111.52098846435547
0.0007148938020691276,-127.04080963134766,0.0007221768028102815,-113.21420288085938
0.0006543504423461854,-127.06595611572266,0.0006435200339183211,-115.20203399658203
0.0006011741934344172,-127.08155822753906,0.0006214876193553209,-114.89550018310547
0.0005560628487728536,-127.08814239501953,0.0005815675831399858,-115.6932373046875
0.0005167686031199992,-127.08467864990234,0.0005375449545681477,-116.92972564697266
0.000482745876070112,-127.08753204345703,0.0005014315829612315,-118.06937408447266
0.0004529571160674095,-127.08521270751953,0.0004827321390621364,-118.41151428222656
0.0004264592134859413,-127.08277130126953,0.0004580944369081408,-119.54581451416016
0.00040270210593007505,-127.08308410644531,0.0004476283793337643,-119.42387390136719
0.00038187907193787396,-127.07618713378906,0.00043731165351346135,-119.8639907836914
0.0003636506153270602,-127.0716323852539,0.0004265351453796029,-120.06919860839844
0.0003472722601145506,-127.06912994384766,0.00042283502989448607,-119.90292358398438
0.000332675117533654,-127.06388092041016,0.00040677873766981065,-120.34458923339844
0.0003194824676029384,-127.05975341796875,0.00040133247966878116,-120.67334747314453
0.00030749093275517225,-127.05603790283203,0.00039730698335915804,-120.7954330444336
0.0002965859603136778,-127.05821228027344,0.00039392386679537594,-120.80841064453125
0.0002864378038793802,-127.05618286132812,0.00038996798684820533,-121.77978515625
0.00027702789520844817,-127.05711364746094,0.0003853766538668424,-122.48798370361328
0.00026860792422667146,-127.05925750732422,0.0003886847698595375,-122.12442779541016
0.00026055227499455214,-127.06150817871094,0.0003946953220292926,-122.30789947509766
0.0002531725913286209,-127.06147003173828,0.0003944555064663291,-122.49969482421875
0.00024624672369100153,-127.0622787475586,0.0003925923665519804,-122.34542083740234
0.00023982951825018972,-127.06450653076172,0.00038890563882887363,-122.74536895751953
0.00023370256531052291,-127.06574249267578,0.00039023460703901947,-123.05398559570312
0.00022789102513343096,-127.06439971923828,0.00038614560617133975,-123.27889251708984
0.00022242253180593252,-127.06363677978516,0.0003861274162773043,-123.1777114868164
0.0002173304819734767,-127.06043243408203,0.0003836919495370239,-123.88639068603516
0.00021235286840237677,-127.05940246582031,0.0003863932506646961,-123.68768310546875
0.00020764452347066253,-127.05903625488281,0.00038009017589502037,-123.71388244628906
0.00020316448353696615,-127.05995178222656,0.00037715185317210853,-123.37285614013672
0.00019863128545694053,-127.05821990966797,0.00037775703822262585,-123.54004669189453
0.00019442359916865826,-127.06051635742188,0.00038372198469005525,-123.30325317382812
0.0001901349169202149,-127.06171417236328,0.00038339220918715,-123.0983657836914
0.0001863606448750943,-127.06072235107422,0.00038482429226860404,-123.01246643066406
0.00018275695038028061,-127.05918884277344,0.0003857924893964082,-122.98323059082031
0.0001792967232177034,-127.06019592285156,0.00038921806844882667,-122.52967071533203
0.0001757563150022179,-127.05577087402344,0.0003931474930141121,-122.57427978515625
0.00017245206981897354,-127.05397033691406,0.0003958521701861173,-122.83432006835938
0.00016920098278205842,-127.05342102050781,0.0003973691782448441,-122.58590698242188
0.00016612584295216948,-127.05489349365234,0.0004009494441561401,-122.36276245117188
0.00016311215586028993,-127.05245208740234,0.00040325699956156313,-122.36978149414062
0.00016026517550926656,-127.05097961425781,0.0004087647539563477,-122.35411071777344
0.0001574069756316021,-127.05028533935547,0.00041300521115772426,-121.8608169555664
0.00015450346108991653,-127.04976654052734,0.0004178477101959288,-121.6295394897461
0.0001517474593129009,-127.04584503173828,0.000419967487687245,-121.4046859741211
