loss,r2_keras,val_loss,val_r2_keras
0.0016282112337648869,0.9200899004936218,0.005982325877994299,0.8084492683410645
0.0012478813296183944,0.9388473629951477,0.00539387809112668,0.8280647993087769
0.001117730513215065,0.9452922344207764,0.004947795532643795,0.8425742387771606
0.0010278698755428195,0.9497560262680054,0.004605725407600403,0.8535804748535156
0.0009583182400092483,0.953220784664154,0.004331452306360006,0.8623310923576355
0.0009006598847918212,0.9560999274253845,0.004113373346626759,0.8692349195480347
0.0008508558385074139,0.9585913419723511,0.003948819357901812,0.874397873878479
0.0008067842572927475,0.9607987403869629,0.0038364746142178774,0.8778748512268066
0.0007672555511817336,0.9627792239189148,0.003772534430027008,0.8797954320907593
0.0007315591210499406,0.9645681977272034,0.0037488003727048635,0.880423367023468
0.0006992253474891186,0.9661881923675537,0.0037528255488723516,0.880151093006134
0.0006699055666103959,0.9676571488380432,0.003771877847611904,0.8793784976005554
0.000643305538687855,0.9689889550209045,0.0037984035443514585,0.8783475756645203
0.0006191396387293935,0.9701989889144897,0.0038306338246911764,0.8771278262138367
0.0005971172940917313,0.9712998867034912,0.003868468338623643,0.8757418394088745
0.00057696778094396,0.9723065495491028,0.003910849802196026,0.8742412328720093
0.000558470725081861,0.9732289910316467,0.003956098575145006,0.8726896047592163
0.0005414619226939976,0.9740768671035767,0.004002859350293875,0.8711296916007996
0.0005258126184344292,0.9748566746711731,0.004050406627357006,0.8695777654647827
0.0005114033119753003,0.9755744338035583,0.004098429344594479,0.8680335283279419
0.0004981100209988654,0.9762365221977234,0.0041467612609267235,0.8664929270744324
0.00048580244765616953,0.9768487215042114,0.00419520353898406,0.8649559020996094
0.0004743521858472377,0.9774184226989746,0.0042435163632035255,0.8634255528450012
0.00046363892033696175,0.9779509902000427,0.004291444551199675,0.8619073629379272
0.0004535572661552578,0.9784516096115112,0.0043387627229094505,0.8604066967964172
