Location,Datetime,Avg_Temp,Precip,Humidity
San Juan Airport,2/5/2018,25.04,0.04,80
San Juan Airport,2/6/2018,26.16,0.05,82
San Juan Airport,2/7/2018,25.53,0.05,78
San Juan Airport,2/8/2018,25.43,0.02,79
San Juan Airport,2/9/2018,24.77,0.14,83
San Juan Airport,2/10/2018,25.98,0.03,78
San Juan Airport,2/11/2018,25.22,0.18,76
San Juan Airport,2/12/2018,25,0.1,74
San Juan Airport,2/13/2018,25.65,0.06,75
San Juan Airport,2/14/2018,25.76,0.04,74
San Juan Airport,2/15/2018,24.78,0.09,83
San Juan Airport,2/16/2018,24.47,0.18,84
San Juan Airport,2/17/2018,25.14,0,76
San Juan Airport,2/18/2018,25.45,0,78
San Juan Airport,2/19/2018,26.12,0.01,75
San Juan Airport,2/20/2018,25.58,0.14,77
San Juan Airport,2/21/2018,24.55,0.26,84
San Juan Airport,2/22/2018,24.6,0.04,73
San Juan Airport,2/23/2018,25.12,0.04,71
San Juan Airport,2/24/2018,23.65,0.31,81
San Juan Airport,2/25/2018,23.94,1.37,89
San Juan Airport,2/26/2018,24.38,0.38,83
San Juan Airport,2/27/2018,24.34,0.01,81
San Juan Airport,2/28/2018,24.78,1.05,82
San Juan Airport,3/1/2018,24,0,76
San Juan Airport,3/2/2018,25.19,0,79
San Juan Airport,3/3/2018,24.88,0,77
San Juan Airport,3/4/2018,24.68,0.13,80
San Juan Airport,3/5/2018,23.73,0.12,70
San Juan Airport,3/6/2018,24.48,0,66
San Juan Airport,3/7/2018,24.3,0,69
San Juan Airport,3/8/2018,27.49,0,71
San Juan Airport,3/9/2018,27.7,0,72
San Juan Airport,3/10/2018,26.73,0,83
San Juan Airport,3/11/2018,27.37,0,75
San Juan Airport,3/12/2018,27.26,0,70
San Juan Airport,3/13/2018,28.08,0,68
San Juan Airport,3/14/2018,27.47,0,70
San Juan Airport,3/15/2018,27.39,0,74
San Juan Airport,3/16/2018,27.27,0,68
San Juan Airport,3/17/2018,26.39,0,78
San Juan Airport,3/18/2018,27.05,0,72
San Juan Airport,3/19/2018,26.65,0.01,75
San Juan Airport,3/20/2018,26.91,0,76
San Juan Airport,3/21/2018,26.27,0,77
San Juan Airport,3/22/2018,27.99,0,76
San Juan Airport,3/23/2018,26.06,1.77,79
San Juan Airport,3/24/2018,25.79,0.3,83
San Juan Airport,3/25/2018,25.08,0.31,86
San Juan Airport,3/26/2018,26.35,0.01,79
San Juan Airport,3/27/2018,25.35,0.07,84
San Juan Airport,3/28/2018,25.92,0,76
San Juan Airport,3/29/2018,24.41,0.01,64
San Juan Airport,3/30/2018,24.85,0,64
San Juan Airport,3/31/2018,24.91,0.01,72
San Juan Airport,4/1/2018,25.21,0,76
San Juan Airport,4/2/2018,26.18,0,75
San Juan Airport,4/3/2018,25.51,0,76
San Juan Airport,4/4/2018,26.71,0,81
San Juan Airport,4/5/2018,26.96,0,78
San Juan Airport,4/6/2018,27.54,0,78
San Juan Airport,4/7/2018,26.73,0.06,81
San Juan Airport,4/8/2018,28.28,0,73
San Juan Airport,4/9/2018,27.47,0.07,76
San Juan Airport,4/10/2018,27.07,0.14,78
San Juan Airport,4/11/2018,26.43,0.07,76
San Juan Airport,4/12/2018,27.55,0,75
San Juan Airport,4/13/2018,26.87,0.05,74
San Juan Airport,4/14/2018,26.59,0.19,78
San Juan Airport,4/15/2018,26.77,0.01,76
San Juan Airport,4/16/2018,27.24,0.05,79
San Juan Airport,4/17/2018,26.61,0.71,84
San Juan Airport,4/18/2018,26.73,0.27,83
San Juan Airport,4/19/2018,27.26,0,74
San Juan Airport,4/20/2018,26.72,0.06,80
San Juan Airport,4/21/2018,26.13,0.93,84
San Juan Airport,4/22/2018,25.62,0.01,77
San Juan Airport,4/23/2018,26.47,0.05,87
San Juan Airport,4/24/2018,26.29,0,78
San Juan Airport,4/25/2018,27.78,0.01,73
San Juan Airport,4/26/2018,27.73,0,81
San Juan Airport,4/27/2018,28,0,73
San Juan Airport,4/28/2018,27.47,0.17,75
San Juan Airport,4/29/2018,27.4,0,74
San Juan Airport,4/30/2018,27.37,0,71
San Juan Airport,5/1/2018,26.93,0.27,81
San Juan Airport,5/2/2018,26.69,0,77
San Juan Airport,5/3/2018,26.29,0.71,87
San Juan Airport,5/4/2018,26.48,0.2,84
San Juan Airport,5/5/2018,27.04,0,79
San Juan Airport,5/6/2018,27.37,0.02,79
San Juan Airport,5/7/2018,28.33,0,73
San Juan Airport,5/8/2018,26.43,0.03,74
San Juan Airport,5/9/2018,27.26,0.1,81
San Juan Airport,5/10/2018,27.75,0.01,74
San Juan Airport,5/11/2018,26.7,0.07,75
San Juan Airport,5/12/2018,26.3,0.23,86
San Juan Airport,5/13/2018,27.18,0,76
San Juan Airport,5/14/2018,27.74,0.04,74
San Juan Airport,5/15/2018,26.21,0,73
San Juan Airport,5/16/2018,26.73,0.05,77
San Juan Airport,5/17/2018,27.61,0.03,76
San Juan Airport,5/18/2018,26.53,0.22,78
San Juan Airport,5/19/2018,25.4,0.36,86
San Juan Airport,5/20/2018,26.95,0.63,81
San Juan Airport,5/21/2018,24.81,0.44,82
San Juan Airport,5/22/2018,26.76,0.74,84
San Juan Airport,5/23/2018,26.67,0.7,83
San Juan Airport,5/24/2018,27.38,0,81
San Juan Airport,5/25/2018,26.75,0.05,85
San Juan Airport,5/26/2018,27.21,0.02,79
San Juan Airport,5/27/2018,27.48,0,83
San Juan Airport,5/28/2018,28.22,0.02,77
San Juan Airport,5/29/2018,27.96,0.06,79
San Juan Airport,5/30/2018,27.24,0,80
San Juan Airport,5/31/2018,27.51,0,78
San Juan Airport,6/1/2018,28.12,0,78
San Juan Airport,6/2/2018,29.53,0,75
San Juan Airport,6/3/2018,29.03,0,72
San Juan Airport,6/4/2018,28.46,0,74
San Juan Airport,6/5/2018,28.59,0,73
San Juan Airport,6/6/2018,28.19,0,81
San Juan Airport,6/7/2018,28.62,0,75
San Juan Airport,6/8/2018,28.76,0.21,80
San Juan Airport,6/9/2018,26.78,0.55,83
San Juan Airport,6/10/2018,28,0,79
San Juan Airport,6/11/2018,28.67,0.23,74
San Juan Airport,6/12/2018,28.93,0.01,77
San Juan Airport,6/13/2018,28.38,0,80
San Juan Airport,6/14/2018,28.77,0,78
San Juan Airport,6/15/2018,28.55,0,74
San Juan Airport,6/16/2018,28.42,0,74
San Juan Airport,6/17/2018,30.45,0,71
San Juan Airport,6/18/2018,28.38,0,75
San Juan Airport,6/19/2018,27.9,0.24,81
San Juan Airport,6/20/2018,29.48,0,74
San Juan Airport,6/21/2018,28.49,0,75
San Juan Airport,6/22/2018,28.45,0.14,81
San Juan Airport,6/23/2018,23.99,1.74,91
San Juan Airport,6/24/2018,28.22,0,80
San Juan Airport,6/25/2018,28.45,0,78
San Juan Airport,6/26/2018,28.73,0,79
San Juan Airport,6/27/2018,28.35,0,79
San Juan Airport,6/28/2018,28.31,0,81
San Juan Airport,6/29/2018,28.73,0,81
San Juan Airport,6/30/2018,28,0,77
San Juan Airport,7/1/2018,28.56,0,79
San Juan Airport,7/2/2018,28.22,0.02,82
San Juan Airport,7/3/2018,29.18,0,77
San Juan Airport,7/4/2018,28.51,0,76
San Juan Airport,7/5/2018,29,0,76
San Juan Airport,7/6/2018,29.24,0,76
San Juan Airport,7/7/2018,29,0,76
San Juan Airport,7/8/2018,28.75,0.11,82
San Juan Airport,7/9/2018,26.09,1.95,96
San Juan Airport,7/10/2018,28.11,0,80
San Juan Airport,7/11/2018,28.38,0,83
San Juan Airport,7/12/2018,27.73,0,77
San Juan Airport,7/13/2018,28.82,0,76
San Juan Airport,7/14/2018,28.46,0.06,82
San Juan Airport,7/15/2018,28.08,0.02,83
San Juan Airport,7/16/2018,28.79,0.23,86
San Juan Airport,7/17/2018,28.31,0,83
San Juan Airport,7/18/2018,28.57,0,79
San Juan Airport,7/19/2018,27.99,0.73,88
San Juan Airport,7/20/2018,29.5,0,79
San Juan Airport,7/21/2018,28.28,0,77
San Juan Airport,7/22/2018,28.59,0,75
San Juan Airport,7/23/2018,28.45,0.05,75
San Juan Airport,7/24/2018,28.92,0,80
San Juan Airport,7/25/2018,28.3,0.14,82
San Juan Airport,7/26/2018,26.9,0.71,84
San Juan Airport,7/27/2018,29.29,0.01,75
San Juan Airport,7/28/2018,28.1,0.07,78
San Juan Airport,7/29/2018,27.67,0.15,78
San Juan Airport,7/30/2018,28.66,0.09,82
San Juan Airport,7/31/2018,28.89,0.03,78
San Juan Airport,8/1/2018,27.94,0.17,79
San Juan Airport,8/2/2018,27.48,0,76
San Juan Airport,8/3/2018,28.8,0,77
San Juan Airport,8/4/2018,28.75,0.05,82
San Juan Airport,8/5/2018,26.85,1.35,83
San Juan Airport,8/6/2018,28.85,0.12,84
San Juan Airport,8/7/2018,29,0,79
San Juan Airport,8/8/2018,28.31,0,78
San Juan Airport,8/9/2018,28.85,0,77
San Juan Airport,8/10/2018,28.69,0,73
San Juan Airport,8/11/2018,28.75,0,77
San Juan Airport,8/12/2018,29.23,0.03,77
San Juan Airport,8/13/2018,28.93,0.01,77
San Juan Airport,8/14/2018,29.39,0,78
San Juan Airport,8/15/2018,28.7,0,73
San Juan Airport,8/16/2018,27.28,1.55,81
San Juan Airport,8/17/2018,28.35,0.42,82
San Juan Airport,8/18/2018,27.32,0.24,80
San Juan Airport,8/19/2018,28.67,0.02,74
San Juan Airport,8/20/2018,27.99,0,76
San Juan Airport,8/21/2018,28.19,0,76
San Juan Airport,8/22/2018,29.33,0.07,76
San Juan Airport,8/23/2018,28.78,0.02,75
San Juan Airport,8/24/2018,28.23,0.14,77
San Juan Airport,8/25/2018,28.41,0.02,73
San Juan Airport,8/26/2018,28.25,0.49,76
San Juan Airport,8/27/2018,27.88,0.04,80
San Juan Airport,8/28/2018,28.42,0.47,82
San Juan Airport,8/29/2018,28.66,0.1,83
San Juan Airport,8/30/2018,26.33,0.98,88
San Juan Airport,8/31/2018,28.34,0,75
San Juan Airport,9/1/2018,29.19,0.01,75
San Juan Airport,9/2/2018,28.93,0,73
San Juan Airport,9/3/2018,29.09,0.51,79
San Juan Airport,9/4/2018,27.86,0.05,78
San Juan Airport,9/5/2018,27.6,0.04,79
San Juan Airport,9/6/2018,27.7,0,77
San Juan Airport,9/7/2018,28.06,0,76
San Juan Airport,9/8/2018,28.48,0,76
San Juan Airport,9/9/2018,28.25,0,76
San Juan Airport,9/10/2018,28.11,0,75
San Juan Airport,9/11/2018,28.97,0,77
San Juan Airport,9/12/2018,28.2,0.11,77
San Juan Airport,9/13/2018,28.21,0.27,77
San Juan Airport,9/14/2018,27.42,0.24,82
San Juan Airport,9/15/2018,30.02,0,74
San Juan Airport,9/16/2018,28.82,0,78
San Juan Airport,9/17/2018,29.51,0,74
San Juan Airport,9/18/2018,28.46,0,79
San Juan Airport,9/19/2018,30.18,0.01,77
San Juan Airport,9/20/2018,29.63,0,70
San Juan Airport,9/21/2018,28.5,0.01,75
San Juan Airport,9/22/2018,27.96,0.08,76
San Juan Airport,9/23/2018,28.86,0.14,76
San Juan Airport,9/24/2018,29.01,0.05,76
San Juan Airport,9/25/2018,28.36,0.31,84
San Juan Airport,9/26/2018,28.43,0.07,77
San Juan Airport,9/27/2018,27.54,0.24,80
San Juan Airport,9/28/2018,27.78,0.64,84
San Juan Airport,9/29/2018,26.91,0.27,83
San Juan Airport,9/30/2018,27.67,0,79
San Juan Airport,10/1/2018,27.93,0,77
San Juan Airport,10/2/2018,27.65,0,74
San Juan Airport,10/3/2018,28.59,0.75,75
San Juan Airport,10/4/2018,28.46,0.1,85
San Juan Airport,10/5/2018,27.53,0.74,83
San Juan Airport,10/6/2018,27.05,0.4,84
San Juan Airport,10/7/2018,27.67,0.13,84
San Juan Airport,10/8/2018,28.94,0.18,78
San Juan Airport,10/9/2018,27.77,0.64,81
San Juan Airport,10/10/2018,27.52,0.14,75
San Juan Airport,10/11/2018,28.34,0,77
San Juan Airport,10/12/2018,28.04,0,77
San Juan Airport,10/13/2018,26.99,0,79
San Juan Airport,10/14/2018,28.22,0,79
San Juan Airport,10/15/2018,25.8,0.1,86
San Juan Airport,10/16/2018,26.83,0.49,84
San Juan Airport,10/17/2018,27.99,0.34,81
San Juan Airport,10/18/2018,28.11,0.01,76
San Juan Airport,10/19/2018,28.18,0.01,74
San Juan Airport,10/20/2018,28.66,0.15,77
San Juan Airport,10/21/2018,27.78,0.09,79
San Juan Airport,10/22/2018,27.7,0.1,80
San Juan Airport,10/23/2018,27.55,1.01,82
San Juan Airport,10/24/2018,28.04,0,78
San Juan Airport,10/25/2018,27.88,0,76
San Juan Airport,10/26/2018,27.63,0,75
San Juan Airport,10/27/2018,28.04,0,73
San Juan Airport,10/28/2018,28.17,0.03,72
San Juan Airport,10/29/2018,27.62,0,72
San Juan Airport,10/30/2018,27.86,0,70
San Juan Airport,10/31/2018,28.24,0.26,70
San Juan Airport,11/1/2018,28.42,0.08,79
San Juan Airport,11/2/2018,26.91,0.69,79
San Juan Airport,11/3/2018,27.43,0.22,74
San Juan Airport,11/4/2018,25.16,0.64,88
San Juan Airport,11/5/2018,27.7,1.97,83
San Juan Airport,11/6/2018,26.92,0.06,83
San Juan Airport,11/7/2018,26.77,0,83
San Juan Airport,11/8/2018,27.96,0.89,81
San Juan Airport,11/9/2018,28.04,0,83
San Juan Airport,11/10/2018,27.28,0.02,84
San Juan Airport,11/11/2018,27.11,0.28,82
San Juan Airport,11/12/2018,27.12,0.31,82
San Juan Airport,11/13/2018,26.89,0.29,83
San Juan Airport,11/14/2018,26.71,0.07,85
San Juan Airport,11/15/2018,27.36,0,81
San Juan Airport,11/16/2018,27.42,0.07,83
San Juan Airport,11/17/2018,27.55,0,76
San Juan Airport,11/18/2018,26.45,0,74
San Juan Airport,11/19/2018,27.45,0.04,72
San Juan Airport,11/20/2018,27.04,0.03,76
San Juan Airport,11/21/2018,26.84,0.02,75
San Juan Airport,11/22/2018,27.31,0,73
San Juan Airport,11/23/2018,27.03,0,72
San Juan Airport,11/24/2018,28.31,0,74
San Juan Airport,11/25/2018,27.25,0,78
San Juan Airport,11/26/2018,28.04,0,80
San Juan Airport,11/27/2018,27.23,0,79
San Juan Airport,11/28/2018,27.76,0,72
San Juan Airport,11/29/2018,27.24,0,71
San Juan Airport,11/30/2018,26.9,0,77
San Juan Airport,12/1/2018,26.5,0.13,77
San Juan Airport,12/2/2018,26.17,0,75
San Juan Airport,12/3/2018,26.9,0.06,81
San Juan Airport,12/4/2018,26.81,0.02,78
San Juan Airport,12/5/2018,27.23,0,73
San Juan Airport,12/6/2018,26.53,0,76
San Juan Airport,12/7/2018,26.95,0.08,80
San Juan Airport,12/8/2018,26.5,0.06,77
San Juan Airport,12/9/2018,26.29,0,72
San Juan Airport,12/10/2018,27.42,0,73
San Juan Airport,12/11/2018,27.54,0,71
San Juan Airport,12/12/2018,26.05,0.03,74
San Juan Airport,12/13/2018,25.55,0,75
San Juan Airport,12/14/2018,26.11,0.18,81
San Juan Airport,12/15/2018,27.26,0,73
San Juan Airport,12/16/2018,27.17,0.01,75
San Juan Airport,12/17/2018,26.69,0,69
San Juan Airport,12/18/2018,26.06,0,70
San Juan Airport,12/19/2018,25.8,0.02,78
San Juan Airport,12/20/2018,26.18,0.08,75
San Juan Airport,12/21/2018,26.66,0,72
San Juan Airport,12/22/2018,25.29,0.05,85
San Juan Airport,12/23/2018,25.8,0,78
San Juan Airport,12/24/2018,25.87,0.19,79
San Juan Airport,12/25/2018,24.99,0.08,79
San Juan Airport,12/26/2018,26.12,0,74
San Juan Airport,12/27/2018,26.41,0.33,83
San Juan Airport,12/28/2018,25.85,0.66,82
San Juan Airport,12/29/2018,25.76,0.08,77
San Juan Airport,12/30/2018,26.84,0,68
San Juan Airport,12/31/2018,25.26,0.19,73
San Juan Airport,1/1/2019,26.05,0.01,72
San Juan Airport,1/2/2019,25.82,0.03,73
San Juan Airport,1/3/2019,26.38,0.02,72
San Juan Airport,1/4/2019,25.81,0.01,75
San Juan Airport,1/5/2019,25.91,0,75
San Juan Airport,1/6/2019,26.56,0,77
San Juan Airport,1/7/2019,26.08,0,77
San Juan Airport,1/8/2019,25.39,0,69
San Juan Airport,1/9/2019,25.68,0.02,79
San Juan Airport,1/10/2019,25.3,0,76
San Juan Airport,1/11/2019,26.43,0,73
San Juan Airport,1/12/2019,25.07,0.03,77
San Juan Airport,1/13/2019,25.78,0.04,76
San Juan Airport,1/14/2019,25.08,0,75
San Juan Airport,1/15/2019,25.19,0,71
San Juan Airport,1/16/2019,25.39,0,76
San Juan Airport,1/17/2019,24.11,0.22,83
San Juan Airport,1/18/2019,26.06,0,75
San Juan Airport,1/19/2019,25.2,0,73
San Juan Airport,1/20/2019,25.79,0,68
San Juan Airport,1/21/2019,25.71,0.08,79
San Juan Airport,1/22/2019,25.09,0.18,79
San Juan Airport,1/23/2019,25.42,0.18,79
San Juan Airport,1/24/2019,25.12,0.34,80
San Juan Airport,1/25/2019,24.8,0.76,85
San Juan Airport,1/26/2019,24.73,0,74
San Juan Airport,1/27/2019,25.19,0,74
San Juan Airport,1/28/2019,25.94,0.03,74
San Juan Airport,1/29/2019,26.94,0,71
San Juan Airport,1/30/2019,26.4,0,73
San Juan Airport,1/31/2019,24.83,0.15,76
San Juan Airport,2/1/2019,25.28,0,74
San Juan Airport,2/2/2019,24.53,0,71
San Juan Airport,2/3/2019,24.98,0,75
San Juan Airport,2/4/2019,25.6,0,75
San Juan Airport,2/5/2019,25.01,0,76
San Juan Airport,2/6/2019,25.04,0.7,81
San Juan Airport,2/7/2019,25.52,0.06,78
San Juan Airport,2/8/2019,25.93,0.09,76
San Juan Airport,2/9/2019,25.52,0.16,78
San Juan Airport,2/10/2019,25.76,0.28,78
San Juan Airport,2/11/2019,24.97,0.03,76
San Juan Airport,2/12/2019,25.66,0.02,74
San Juan Airport,2/13/2019,25.98,0.02,71
San Juan Airport,2/14/2019,26.47,0.09,77
San Juan Airport,2/15/2019,25.86,0.02,73
San Juan Airport,2/16/2019,27.08,0,71
San Juan Airport,2/17/2019,27.52,0,75
San Juan Airport,2/18/2019,26.26,0.01,76
San Juan Airport,2/19/2019,25.92,0.01,74
San Juan Airport,2/20/2019,24.2,0.21,83
San Juan Airport,2/21/2019,26.34,0.02,71
San Juan Airport,2/22/2019,25.64,0,75
San Juan Airport,2/23/2019,26.19,0.01,71
San Juan Airport,2/24/2019,26.6,0.03,70
San Juan Airport,2/25/2019,25.8,0,73
San Juan Airport,2/26/2019,25.55,0.15,72
San Juan Airport,2/27/2019,25.32,0.23,78
San Juan Airport,2/28/2019,25.85,0.03,78
San Juan Airport,3/1/2019,26.03,0.01,76
San Juan Airport,3/2/2019,25.28,0,73
San Juan Airport,3/3/2019,25.9,0,70
San Juan Airport,3/4/2019,25.38,0.08,78
San Juan Airport,3/5/2019,26.51,0.04,74
San Juan Airport,3/6/2019,25.41,0,76
San Juan Airport,3/7/2019,26.31,0,74
San Juan Airport,3/8/2019,25.91,0.01,71
San Juan Airport,3/9/2019,25.99,0.28,78
San Juan Airport,3/10/2019,26.31,0.01,72
San Juan Airport,3/11/2019,25.62,0.11,73
San Juan Airport,3/12/2019,25.42,0.05,73
San Juan Airport,3/13/2019,24.38,0.07,78
San Juan Airport,3/14/2019,25.76,0.12,77
San Juan Airport,3/15/2019,26.17,0,73
San Juan Airport,3/16/2019,26.05,0.01,68
San Juan Airport,3/17/2019,26.29,0.01,71
San Juan Airport,3/18/2019,26.63,0,67
San Juan Airport,3/19/2019,26.38,0,66
San Juan Airport,3/20/2019,26.5,0,74
San Juan Airport,3/21/2019,27.12,0,64
San Juan Airport,3/22/2019,27.86,0.01,70
San Juan Airport,3/23/2019,26.75,0,72
San Juan Airport,3/24/2019,26.56,0.15,76
San Juan Airport,3/25/2019,27.23,0,67
San Juan Airport,3/26/2019,28.09,0,66
San Juan Airport,3/27/2019,28.72,0,67
San Juan Airport,3/28/2019,27.91,0,66
San Juan Airport,3/29/2019,27.34,0.02,66
San Juan Airport,3/30/2019,27.45,0.05,74
San Juan Airport,3/31/2019,27.26,0,74
San Juan Airport,4/1/2019,26.97,0,74
San Juan Airport,4/2/2019,27.91,0.31,74
San Juan Airport,4/3/2019,27.25,0.01,70
San Juan Airport,4/4/2019,27.18,0.05,71
San Juan Airport,4/5/2019,27.34,0,70
San Juan Airport,4/6/2019,27.18,0.01,70
San Juan Airport,4/7/2019,27.07,0.05,68
San Juan Airport,4/8/2019,27.03,0,68
San Juan Airport,4/9/2019,27.36,0.02,67
San Juan Airport,4/10/2019,27.15,0.09,70
San Juan Airport,4/11/2019,27.99,0.1,70
San Juan Airport,4/12/2019,28.41,0,72
San Juan Airport,4/13/2019,27.06,0.26,73
San Juan Airport,4/14/2019,26.84,0.01,71
San Juan Airport,4/15/2019,26.34,0,70
San Juan Airport,4/16/2019,27.97,0,70
San Juan Airport,4/17/2019,27.4,0,72
San Juan Airport,4/18/2019,26.8,0.03,70
San Juan Airport,4/19/2019,27.61,0.09,66
San Juan Airport,4/20/2019,26.98,0.04,69
San Juan Airport,4/21/2019,26.43,0.27,77
San Juan Airport,4/22/2019,26.28,0,69
San Juan Airport,4/23/2019,26.19,0.02,66
San Juan Airport,4/24/2019,26.63,0,67
San Juan Airport,4/25/2019,26.59,0,69
San Juan Airport,4/26/2019,27.37,0,72
San Juan Airport,4/27/2019,27.81,0.01,72
San Juan Airport,4/28/2019,26.97,1.67,81
San Juan Airport,4/29/2019,27.26,0,75
San Juan Airport,4/30/2019,26.61,0.01,70
San Juan Airport,5/1/2019,27.6,0,73
San Juan Airport,5/2/2019,27.46,0.13,75
San Juan Airport,5/3/2019,27.79,0.03,73
San Juan Airport,5/4/2019,27.29,0.02,70
San Juan Airport,5/5/2019,27.49,0,71
San Juan Airport,5/6/2019,26.94,0.38,79
San Juan Airport,5/7/2019,27.6,0,73
San Juan Airport,5/8/2019,26.15,0.04,73
San Juan Airport,5/9/2019,26.1,0.01,80
San Juan Airport,5/10/2019,26.26,0.02,79
San Juan Airport,5/11/2019,27.95,0.02,78
San Juan Airport,5/12/2019,28.53,0.13,75
San Juan Airport,5/13/2019,29.33,0.02,73
San Juan Airport,5/14/2019,29,0,65
San Juan Airport,5/15/2019,28.2,0.09,75
San Juan Airport,5/16/2019,28.44,0,74
San Juan Airport,5/17/2019,29.27,0.03,73
San Juan Airport,5/18/2019,29.22,0,72
San Juan Airport,5/19/2019,28.45,0.28,74
San Juan Airport,5/20/2019,27.96,0.05,75
San Juan Airport,5/21/2019,28.17,0,74
San Juan Airport,5/22/2019,28.32,0,74
San Juan Airport,5/23/2019,27.89,0,75
San Juan Airport,5/24/2019,28.44,0.02,78
San Juan Airport,5/25/2019,28.04,0.01,74
San Juan Airport,5/26/2019,28.23,0,77
San Juan Airport,5/27/2019,28.72,0,77
San Juan Airport,5/28/2019,27.45,0.35,80
San Juan Airport,5/29/2019,26.77,0.13,80
San Juan Airport,5/30/2019,26.11,0.21,82
San Juan Airport,5/31/2019,28.72,0,74
San Juan Airport,6/1/2019,26.85,0.02,73
San Juan Airport,6/2/2019,27.34,0.59,81
San Juan Airport,6/3/2019,28.66,0,76
San Juan Airport,6/4/2019,29.42,0.02,79
San Juan Airport,6/5/2019,28.87,0,77
San Juan Airport,6/6/2019,29.82,0.03,75
San Juan Airport,6/7/2019,29.72,0,76
San Juan Airport,6/8/2019,27.91,1.02,77
San Juan Airport,6/9/2019,28.7,0,76
San Juan Airport,6/10/2019,29.61,0.01,74
San Juan Airport,6/11/2019,28.62,0,72
San Juan Airport,6/12/2019,28.72,0.31,76
San Juan Airport,6/13/2019,28.84,0.01,75
San Juan Airport,6/14/2019,28.24,0.03,75
San Juan Airport,6/15/2019,28.58,0.19,79
San Juan Airport,6/16/2019,28.78,0.34,83
San Juan Airport,6/17/2019,28.54,0,80
San Juan Airport,6/18/2019,28.64,0,78
San Juan Airport,6/19/2019,29.1,0,80
San Juan Airport,6/20/2019,28.88,0.04,77
San Juan Airport,6/21/2019,30.3,0,73
San Juan Airport,6/22/2019,29.15,0,78
San Juan Airport,6/23/2019,28.05,0,75
San Juan Airport,6/24/2019,28.75,0,79
San Juan Airport,6/25/2019,29.58,0.03,83
San Juan Airport,6/26/2019,29.19,0.09,75
San Juan Airport,6/27/2019,28.84,0.23,78
San Juan Airport,6/28/2019,28.25,0.05,75
San Juan Airport,6/29/2019,29.58,0,75
San Juan Airport,6/30/2019,29.86,0,74
San Juan Airport,7/1/2019,28.65,0,74
San Juan Airport,7/2/2019,29.87,0,73
San Juan Airport,7/3/2019,29.53,0,72
San Juan Airport,7/4/2019,29.84,0,69
San Juan Airport,7/5/2019,29.03,1.08,78
San Juan Airport,7/6/2019,28.25,0,73
San Juan Airport,7/7/2019,29.52,0.01,73
San Juan Airport,7/8/2019,28.89,0,77
San Juan Airport,7/9/2019,29.74,0.01,74
San Juan Airport,7/10/2019,29.56,0,75
San Juan Airport,7/11/2019,29.22,0.01,72
San Juan Airport,7/12/2019,28.64,0,73
San Juan Airport,7/13/2019,29.43,0.16,77
San Juan Airport,7/14/2019,29.12,0.15,78
San Juan Airport,7/15/2019,29.84,0.03,78
San Juan Airport,7/16/2019,29.2,0,74
San Juan Airport,7/17/2019,28.11,0.36,75
San Juan Airport,7/18/2019,30.13,0,75
San Juan Airport,7/19/2019,28.88,0.44,81
San Juan Airport,7/20/2019,29.02,0.1,77
San Juan Airport,7/21/2019,29.57,0.1,73
San Juan Airport,7/22/2019,29.59,0,71
San Juan Airport,7/23/2019,29.87,0,69
San Juan Airport,7/24/2019,29.36,0,74
San Juan Airport,7/25/2019,28.53,0.14,79
San Juan Airport,7/26/2019,28.8,0.01,79
San Juan Airport,7/27/2019,29.9,0.01,79
San Juan Airport,7/28/2019,29.18,0,75
San Juan Airport,7/29/2019,28.4,0.83,84
San Juan Airport,7/30/2019,26.22,2.35,91
San Juan Airport,7/31/2019,27.93,0.93,86
San Juan Airport,8/1/2019,27.72,0,80
San Juan Airport,8/2/2019,29.98,0.01,80
San Juan Airport,8/3/2019,29.69,0.01,74
San Juan Airport,8/4/2019,29.34,0,78
San Juan Airport,8/5/2019,28.77,0,78
San Juan Airport,8/6/2019,29.89,0.01,75
San Juan Airport,8/7/2019,29.27,0,78
San Juan Airport,8/8/2019,28.98,0.13,79
San Juan Airport,8/9/2019,30.52,0,72
San Juan Airport,8/10/2019,29.47,0.01,75
San Juan Airport,8/11/2019,28.66,0.14,74
San Juan Airport,8/12/2019,30.2,0.08,77
San Juan Airport,8/13/2019,30.73,0,72
San Juan Airport,8/14/2019,28.92,0.01,74
San Juan Airport,8/15/2019,30.71,0,76
San Juan Airport,8/16/2019,29.8,0.06,76
San Juan Airport,8/17/2019,28.14,1.7,82
San Juan Airport,8/18/2019,28.96,0.31,79
San Juan Airport,8/19/2019,27.89,0.89,87
San Juan Airport,8/20/2019,28.85,0,79
San Juan Airport,8/21/2019,29.06,0.19,76
San Juan Airport,8/22/2019,28.99,0.16,76
San Juan Airport,8/23/2019,29.73,0.03,74
San Juan Airport,8/24/2019,28.67,0.01,79
San Juan Airport,8/25/2019,29.73,0,72
San Juan Airport,8/26/2019,30.11,0.01,75
San Juan Airport,8/27/2019,30.03,0,74
San Juan Airport,8/28/2019,27.72,0.12,81
San Juan Airport,8/29/2019,28.96,0.09,76
San Juan Airport,8/30/2019,30.38,0,71
San Juan Airport,8/31/2019,30.2,0.41,76
San Juan Airport,9/1/2019,27.77,1.37,80
San Juan Airport,9/2/2019,30.89,0,70
San Juan Airport,9/3/2019,30.07,0,74
San Juan Airport,9/4/2019,29.22,0.04,75
San Juan Airport,9/5/2019,29.34,0.08,79
San Juan Airport,9/6/2019,27.62,2.82,85
San Juan Airport,9/7/2019,28.6,0.01,81
