Location,Datetime,Avg_Temp,Precip,Humidity
San Juan Airport,7/8/2016,27.88,0,76
San Juan Airport,7/9/2016,27.59,0.55,94
San Juan Airport,7/10/2016,27.8,0.02,86
San Juan Airport,7/11/2016,28.74,0,85
San Juan Airport,7/12/2016,28.88,0,77
San Juan Airport,7/13/2016,27.83,0.12,83
San Juan Airport,7/14/2016,28.55,0.07,84
San Juan Airport,7/15/2016,28.96,0.05,82
San Juan Airport,7/16/2016,28.75,0.01,85
San Juan Airport,7/17/2016,27.42,0.14,83
San Juan Airport,7/18/2016,27.99,0.12,84
San Juan Airport,7/19/2016,29.22,0.02,79
San Juan Airport,7/20/2016,29.36,0.3,84
San Juan Airport,7/21/2016,29.07,0.01,86
San Juan Airport,7/22/2016,28.78,0,78
San Juan Airport,7/23/2016,28.41,0.01,77
San Juan Airport,7/24/2016,29.14,0.09,79
San Juan Airport,7/25/2016,28.7,0.01,77
San Juan Airport,7/26/2016,28.5,0.52,87
San Juan Airport,7/27/2016,29.71,0,82
San Juan Airport,7/28/2016,28.86,0.01,80
San Juan Airport,7/29/2016,29.61,0.14,79
San Juan Airport,7/30/2016,29.04,0.09,79
San Juan Airport,7/31/2016,27.22,1.42,92
San Juan Airport,8/1/2016,28.14,0.11,87
San Juan Airport,8/2/2016,28.91,0.01,79
San Juan Airport,8/3/2016,28.63,0,78
San Juan Airport,8/4/2016,28.94,0,81
San Juan Airport,8/5/2016,28.4,1.25,93
San Juan Airport,8/6/2016,27.85,1.11,92
San Juan Airport,8/7/2016,29.49,0,80
San Juan Airport,8/8/2016,29.13,0,83
San Juan Airport,8/9/2016,29.77,0,78
San Juan Airport,8/10/2016,28.13,0.21,83
San Juan Airport,8/11/2016,28.72,0.01,81
San Juan Airport,8/12/2016,28.67,0.16,80
San Juan Airport,8/13/2016,27.55,0.18,90
San Juan Airport,8/14/2016,27.88,0.14,83
San Juan Airport,8/15/2016,29.14,0,79
San Juan Airport,8/16/2016,28.76,0.01,77
San Juan Airport,8/17/2016,28.95,0.01,81
San Juan Airport,8/18/2016,29.94,0.02,81
San Juan Airport,8/19/2016,29.18,0,77
San Juan Airport,8/20/2016,28.91,0,79
San Juan Airport,8/21/2016,29.35,0,78
San Juan Airport,8/22/2016,28.37,0.07,81
San Juan Airport,8/23/2016,28.55,0.31,78
San Juan Airport,8/24/2016,27.29,1.52,89
San Juan Airport,8/25/2016,29.26,0,76
San Juan Airport,8/26/2016,28.4,0.02,82
San Juan Airport,8/27/2016,28.97,0,78
San Juan Airport,8/28/2016,28.38,0,79
San Juan Airport,8/29/2016,29.98,0,70
San Juan Airport,8/30/2016,29.55,0,79
San Juan Airport,8/31/2016,28.67,0,78
San Juan Airport,9/1/2016,28.66,0.26,80
San Juan Airport,9/2/2016,28.72,0.19,85
San Juan Airport,9/3/2016,29.13,0,79
San Juan Airport,9/4/2016,29.82,0.09,79
San Juan Airport,9/5/2016,28.13,0.38,82
San Juan Airport,9/6/2016,28.75,0.05,80
San Juan Airport,9/7/2016,28.86,0.04,78
San Juan Airport,9/8/2016,29.22,0.01,78
San Juan Airport,9/9/2016,28.28,0.19,80
San Juan Airport,9/10/2016,28.83,0.16,81
San Juan Airport,9/11/2016,27.65,0.94,84
San Juan Airport,9/12/2016,27.66,0.38,84
San Juan Airport,9/13/2016,27.61,0.01,81
San Juan Airport,9/14/2016,28.45,0.13,77
San Juan Airport,9/15/2016,28.88,0,75
San Juan Airport,9/16/2016,28.32,0.12,77
San Juan Airport,9/17/2016,28.7,0.1,75
San Juan Airport,9/18/2016,29.16,0.07,78
San Juan Airport,9/19/2016,29,0.01,80
San Juan Airport,9/20/2016,29.13,0.2,82
San Juan Airport,9/21/2016,27.86,0.12,83
San Juan Airport,9/22/2016,28.14,0.64,87
San Juan Airport,9/23/2016,30.15,0,76
San Juan Airport,9/24/2016,29.13,0.44,81
San Juan Airport,9/25/2016,29.4,0,77
San Juan Airport,9/26/2016,28.83,0.02,80
San Juan Airport,9/27/2016,29.27,0,82
San Juan Airport,9/28/2016,28.83,0.15,80
San Juan Airport,9/29/2016,29.21,0.09,81
San Juan Airport,9/30/2016,27.81,0.12,84
San Juan Airport,10/1/2016,28.18,0.42,86
San Juan Airport,10/2/2016,27.79,0.03,82
San Juan Airport,10/3/2016,28.56,0.05,81
San Juan Airport,10/4/2016,28.07,0.05,88
San Juan Airport,10/5/2016,29.97,0.01,81
San Juan Airport,10/6/2016,30.18,0,80
San Juan Airport,10/7/2016,28.77,0.16,86
San Juan Airport,10/8/2016,28.67,0,81
San Juan Airport,10/9/2016,29.26,0.18,82
San Juan Airport,10/10/2016,30.05,0.85,81
San Juan Airport,10/11/2016,29.09,0,81
San Juan Airport,10/12/2016,30.48,0.09,77
San Juan Airport,10/13/2016,28.63,0,82
San Juan Airport,10/14/2016,28.69,0,85
San Juan Airport,10/15/2016,28.37,0,79
San Juan Airport,10/16/2016,28.72,0.02,80
San Juan Airport,10/17/2016,29.73,0,72
San Juan Airport,10/18/2016,27.96,0.11,84
San Juan Airport,10/19/2016,28.19,0.11,81
San Juan Airport,10/20/2016,31.25,0,74
San Juan Airport,10/21/2016,30.55,0,70
San Juan Airport,10/22/2016,29.12,0,78
San Juan Airport,10/23/2016,29.06,0.13,83
San Juan Airport,10/24/2016,28.71,0.15,85
San Juan Airport,10/25/2016,27.25,0.75,89
San Juan Airport,10/26/2016,27.8,0.49,82
San Juan Airport,10/27/2016,28.87,0,80
San Juan Airport,10/28/2016,28.49,2.38,85
San Juan Airport,10/29/2016,29.01,0.07,86
San Juan Airport,10/30/2016,29.73,0.33,82
San Juan Airport,10/31/2016,28.79,0.01,78
San Juan Airport,11/1/2016,28.01,0.22,83
San Juan Airport,11/2/2016,28.79,0.12,80
San Juan Airport,11/3/2016,26.99,0.79,89
San Juan Airport,11/4/2016,29.23,0.01,80
San Juan Airport,11/5/2016,28.67,0,69
San Juan Airport,11/6/2016,29.11,0.04,81
San Juan Airport,11/7/2016,26.85,0.7,85
San Juan Airport,11/8/2016,26.62,3.42,88
San Juan Airport,11/9/2016,27.75,0,82
San Juan Airport,11/10/2016,28.53,1.1,84
San Juan Airport,11/11/2016,28.37,0.79,85
San Juan Airport,11/12/2016,29.3,0,81
San Juan Airport,11/13/2016,28.38,0.02,81
San Juan Airport,11/14/2016,28.65,0,80
San Juan Airport,11/15/2016,28.44,1.16,85
San Juan Airport,11/16/2016,27.8,0,82
San Juan Airport,11/17/2016,28.3,0.62,87
San Juan Airport,11/18/2016,27.7,0,84
San Juan Airport,11/19/2016,26.85,0.24,85
San Juan Airport,11/20/2016,26.98,3.58,89
San Juan Airport,11/21/2016,25.4,1.45,93
San Juan Airport,11/22/2016,26.82,1.4,91
San Juan Airport,11/23/2016,28.54,0.05,80
San Juan Airport,11/24/2016,27.75,0.16,74
San Juan Airport,11/25/2016,28.71,0.01,76
San Juan Airport,11/26/2016,27.8,0.76,79
San Juan Airport,11/27/2016,27.61,0,74
San Juan Airport,11/28/2016,24.96,0.84,81
San Juan Airport,11/29/2016,26.6,0,74
San Juan Airport,11/30/2016,26.49,0.17,73
San Juan Airport,12/1/2016,27.91,0.04,80
San Juan Airport,12/2/2016,27.69,0.42,81
San Juan Airport,12/3/2016,27.84,0.53,81
San Juan Airport,12/4/2016,27.98,0,76
San Juan Airport,12/5/2016,27.13,0.01,81
San Juan Airport,12/6/2016,27.47,0.26,77
San Juan Airport,12/7/2016,28.11,0.13,77
San Juan Airport,12/8/2016,28.19,0,67
San Juan Airport,12/9/2016,27.73,0.13,80
San Juan Airport,12/10/2016,27.83,0.04,80
San Juan Airport,12/11/2016,27.97,0.08,73
San Juan Airport,12/12/2016,27.7,0.09,75
San Juan Airport,12/13/2016,26.6,0.13,81
San Juan Airport,12/14/2016,27.65,0,72
San Juan Airport,12/15/2016,27.44,0.03,73
San Juan Airport,12/16/2016,26.97,0.07,78
San Juan Airport,12/17/2016,27.25,0.92,84
San Juan Airport,12/18/2016,27.54,0.07,74
San Juan Airport,12/19/2016,26.5,0.22,74
San Juan Airport,12/20/2016,26.35,0.1,78
San Juan Airport,12/21/2016,26.89,0.01,75
San Juan Airport,12/22/2016,26.26,0.03,76
San Juan Airport,12/23/2016,27.53,0.12,84
San Juan Airport,12/24/2016,26.44,0.63,84
San Juan Airport,12/25/2016,28.22,0.05,74
San Juan Airport,12/26/2016,27.43,0.14,73
San Juan Airport,12/27/2016,26.61,0.02,74
San Juan Airport,12/28/2016,25.75,0,79
San Juan Airport,12/29/2016,26.31,0,77
San Juan Airport,12/30/2016,27.1,0,74
San Juan Airport,12/31/2016,25.53,0.03,79
San Juan Airport,1/1/2017,27.66,0,73
San Juan Airport,1/2/2017,26.88,0.15,79
San Juan Airport,1/3/2017,26.06,0.33,78
San Juan Airport,1/4/2017,26.51,0.02,75
San Juan Airport,1/5/2017,27.36,0,71
San Juan Airport,1/6/2017,26.88,0.01,77
San Juan Airport,1/7/2017,26.18,0.01,78
San Juan Airport,1/8/2017,27.07,0,77
San Juan Airport,1/9/2017,26.36,0.01,78
San Juan Airport,1/10/2017,26.56,0.46,80
San Juan Airport,1/11/2017,25.92,0.17,76
San Juan Airport,1/12/2017,25.45,0,61
San Juan Airport,1/13/2017,26.05,0.1,70
San Juan Airport,1/14/2017,25.91,0.01,73
San Juan Airport,1/15/2017,25.55,0.15,70
San Juan Airport,1/16/2017,26.55,0.07,71
San Juan Airport,1/17/2017,25.58,0.12,74
San Juan Airport,1/18/2017,25.08,0.2,72
San Juan Airport,1/19/2017,24.22,0,68
San Juan Airport,1/20/2017,24.84,0,70
San Juan Airport,1/21/2017,24.78,0,70
San Juan Airport,1/22/2017,25.12,0,71
San Juan Airport,1/23/2017,26.78,0,65
San Juan Airport,1/24/2017,28.23,0,65
San Juan Airport,1/25/2017,25.98,0,71
San Juan Airport,1/26/2017,26.07,0,59
San Juan Airport,1/27/2017,25.73,0,76
San Juan Airport,1/28/2017,26.1,0,78
San Juan Airport,1/29/2017,27.27,0,74
San Juan Airport,1/30/2017,26.36,0,79
San Juan Airport,1/31/2017,26.51,0.08,76
San Juan Airport,2/1/2017,27.35,0.01,76
San Juan Airport,2/2/2017,26.45,0.13,76
San Juan Airport,2/3/2017,26.61,0,77
San Juan Airport,2/4/2017,27.13,0.02,78
San Juan Airport,2/5/2017,27.26,0,75
San Juan Airport,2/6/2017,26.53,0.36,81
San Juan Airport,2/7/2017,27.38,0.05,75
San Juan Airport,2/8/2017,28.2,0,71
San Juan Airport,2/9/2017,27.61,0,73
San Juan Airport,2/10/2017,26.27,0,75
San Juan Airport,2/11/2017,26.74,0,70
San Juan Airport,2/12/2017,26.17,0,74
San Juan Airport,2/13/2017,25.95,0,75
San Juan Airport,2/14/2017,25.72,0,70
San Juan Airport,2/15/2017,25.63,0,67
San Juan Airport,2/16/2017,27.66,0,68
San Juan Airport,2/17/2017,26.84,0,67
San Juan Airport,2/18/2017,26.01,0,70
San Juan Airport,2/19/2017,25.86,0.4,84
San Juan Airport,2/20/2017,26.82,0,75
San Juan Airport,2/21/2017,25.87,0.13,66
San Juan Airport,2/22/2017,25.64,0.01,70
San Juan Airport,2/23/2017,25.15,0.34,84
San Juan Airport,2/24/2017,28.2,0,69
San Juan Airport,2/25/2017,25.28,0,73
San Juan Airport,2/26/2017,26.71,0,76
San Juan Airport,2/27/2017,27.3,0.23,79
San Juan Airport,2/28/2017,25.84,0.02,76
San Juan Airport,3/1/2017,26.23,0.09,77
San Juan Airport,3/2/2017,26.19,0,73
San Juan Airport,3/3/2017,26.38,0.14,77
San Juan Airport,3/4/2017,25.58,0.13,78
San Juan Airport,3/5/2017,25.16,0.31,77
San Juan Airport,3/6/2017,24,0.56,86
San Juan Airport,3/7/2017,23.68,0.11,83
San Juan Airport,3/8/2017,24.81,0,67
San Juan Airport,3/9/2017,25.61,0.09,78
San Juan Airport,3/10/2017,25.16,0.07,78
San Juan Airport,3/11/2017,25.3,0,79
San Juan Airport,3/12/2017,25.83,0,79
San Juan Airport,3/13/2017,25.78,0,75
San Juan Airport,3/14/2017,26.52,0.01,76
San Juan Airport,3/15/2017,25.35,0,77
San Juan Airport,3/16/2017,26.59,0,72
San Juan Airport,3/17/2017,27,0,75
San Juan Airport,3/18/2017,25.18,0.02,80
San Juan Airport,3/19/2017,25.78,0.09,83
San Juan Airport,3/20/2017,25.48,0,82
San Juan Airport,3/21/2017,24.69,0.71,90
San Juan Airport,3/22/2017,27.53,0.11,80
San Juan Airport,3/23/2017,25.11,1.72,94
San Juan Airport,3/24/2017,24.9,0.31,95
San Juan Airport,3/25/2017,25.55,0.01,84
San Juan Airport,3/26/2017,28.04,0.16,84
San Juan Airport,3/27/2017,27.19,0.41,87
San Juan Airport,3/28/2017,26.5,0.99,91
San Juan Airport,3/29/2017,25.83,0,84
San Juan Airport,3/30/2017,26.38,0,76
San Juan Airport,3/31/2017,25.54,0,73
San Juan Airport,4/1/2017,26.63,0,81
San Juan Airport,4/2/2017,26.74,0,84
San Juan Airport,4/3/2017,27.16,0.01,81
San Juan Airport,4/4/2017,26.69,0,75
San Juan Airport,4/5/2017,26.27,0,75
San Juan Airport,4/6/2017,25.83,0,78
San Juan Airport,4/7/2017,26.36,0,79
San Juan Airport,4/8/2017,25.98,0,81
San Juan Airport,4/9/2017,25.28,0.15,87
San Juan Airport,4/10/2017,24.53,0.05,95
San Juan Airport,4/11/2017,25.67,0,80
San Juan Airport,4/12/2017,28.12,1.64,82
San Juan Airport,4/13/2017,27.05,0.01,81
San Juan Airport,4/14/2017,26.76,0.03,78
San Juan Airport,4/15/2017,27.57,0,74
San Juan Airport,4/16/2017,28.35,0,77
San Juan Airport,4/17/2017,26.86,2.54,85
San Juan Airport,4/18/2017,26.84,0,72
San Juan Airport,4/19/2017,26.85,0,69
San Juan Airport,4/20/2017,27.38,0.01,71
San Juan Airport,4/21/2017,27.09,0,72
San Juan Airport,4/22/2017,27.51,0,69
San Juan Airport,4/23/2017,28.12,0.03,75
San Juan Airport,4/24/2017,28.84,0.05,79
San Juan Airport,4/25/2017,29.34,0,74
San Juan Airport,4/26/2017,28.24,0.61,82
San Juan Airport,4/27/2017,27.66,0,81
San Juan Airport,4/28/2017,26.83,0.25,88
San Juan Airport,4/29/2017,27.03,0.41,88
San Juan Airport,4/30/2017,25.91,0.46,86
San Juan Airport,5/1/2017,25.24,1.21,96
San Juan Airport,5/2/2017,26.64,0.12,86
San Juan Airport,5/3/2017,26.61,0.01,86
San Juan Airport,5/4/2017,27.53,0,83
San Juan Airport,5/5/2017,28.25,0,81
San Juan Airport,5/6/2017,28.77,0,75
San Juan Airport,5/7/2017,27.31,0,79
San Juan Airport,5/8/2017,28.14,0.48,82
San Juan Airport,5/9/2017,26.43,0.07,90
San Juan Airport,5/10/2017,26.45,0,86
San Juan Airport,5/11/2017,26.93,0,85
San Juan Airport,5/12/2017,27.09,0,81
San Juan Airport,5/13/2017,27.19,0,82
San Juan Airport,5/14/2017,28.63,0,82
San Juan Airport,5/15/2017,30.62,0,77
San Juan Airport,5/16/2017,29.33,0,73
San Juan Airport,5/17/2017,29.85,0,79
San Juan Airport,5/18/2017,27.55,0,82
San Juan Airport,5/19/2017,29.18,0,75
San Juan Airport,5/20/2017,28.24,0,74
San Juan Airport,5/21/2017,28.91,0,76
San Juan Airport,5/22/2017,29.02,0.01,78
San Juan Airport,5/23/2017,28.71,0,73
San Juan Airport,5/24/2017,30.15,0,71
San Juan Airport,5/25/2017,28.68,0,72
San Juan Airport,5/26/2017,27.5,0.19,76
San Juan Airport,5/27/2017,28.43,0.02,74
San Juan Airport,5/28/2017,28.42,0.02,73
San Juan Airport,5/29/2017,27.24,1.64,83
San Juan Airport,5/30/2017,27.75,0.5,84
San Juan Airport,5/31/2017,27.3,0.26,83
San Juan Airport,6/1/2017,27.62,0,71
San Juan Airport,6/2/2017,27.29,0.3,76
San Juan Airport,6/3/2017,28.73,0,77
San Juan Airport,6/4/2017,29.02,0.76,79
San Juan Airport,6/5/2017,29.4,0.09,73
San Juan Airport,6/6/2017,28.81,0,73
San Juan Airport,6/7/2017,28.9,0,69
San Juan Airport,6/8/2017,27.24,0.01,77
San Juan Airport,6/9/2017,28.08,0.64,78
San Juan Airport,6/10/2017,29.43,0.04,76
San Juan Airport,6/11/2017,28.24,0,69
San Juan Airport,6/12/2017,28.35,0,70
San Juan Airport,6/13/2017,28.42,0,76
San Juan Airport,6/14/2017,28.02,0.15,78
San Juan Airport,6/15/2017,29.33,0,74
San Juan Airport,6/16/2017,29.76,0,70
San Juan Airport,6/17/2017,29.18,0,71
San Juan Airport,6/18/2017,28.06,0.25,74
San Juan Airport,6/19/2017,27.47,0.71,85
San Juan Airport,6/20/2017,28.36,0.17,83
San Juan Airport,6/21/2017,28.46,0.03,75
San Juan Airport,6/22/2017,28.54,0.02,72
San Juan Airport,6/23/2017,28.97,0.06,71
San Juan Airport,6/24/2017,29.13,0.12,76
San Juan Airport,6/25/2017,27.74,0.38,76
San Juan Airport,6/26/2017,27.43,0.08,79
San Juan Airport,6/27/2017,29.27,0,76
San Juan Airport,6/28/2017,28.28,0.11,76
San Juan Airport,6/29/2017,29.74,0.01,74
San Juan Airport,6/30/2017,29.79,0,75
San Juan Airport,7/1/2017,29.09,0,73
San Juan Airport,7/2/2017,29,0,74
San Juan Airport,7/3/2017,29,0.12,76
San Juan Airport,7/4/2017,28.8,0.51,80
San Juan Airport,7/5/2017,29.59,0.13,76
San Juan Airport,7/6/2017,29.53,0,73
San Juan Airport,7/7/2017,28.42,0.46,80
San Juan Airport,7/8/2017,28,0.04,80
San Juan Airport,7/9/2017,28.48,1.07,82
San Juan Airport,7/10/2017,29.82,0,71
San Juan Airport,7/11/2017,29.27,0,75
San Juan Airport,7/12/2017,28.49,0.07,79
San Juan Airport,7/13/2017,28.75,0.04,77
San Juan Airport,7/14/2017,28.89,0,79
San Juan Airport,7/15/2017,28.47,0.45,79
San Juan Airport,7/16/2017,29.39,0,76
San Juan Airport,7/17/2017,29.62,0.4,78
San Juan Airport,7/18/2017,28.73,0,81
San Juan Airport,7/19/2017,29.54,0,75
San Juan Airport,7/20/2017,29.18,0.06,73
San Juan Airport,7/21/2017,30.03,0,74
San Juan Airport,7/22/2017,29.2,0.01,80
San Juan Airport,7/23/2017,30.13,0.08,79
San Juan Airport,7/24/2017,30.03,0,76
San Juan Airport,7/25/2017,28.76,0.38,77
San Juan Airport,7/26/2017,28.19,1.59,85
San Juan Airport,7/27/2017,29.02,0,81
San Juan Airport,7/28/2017,29.33,0,77
San Juan Airport,7/29/2017,29.24,0.93,77
San Juan Airport,7/30/2017,29.62,0.08,71
San Juan Airport,7/31/2017,28.6,0.24,77
San Juan Airport,8/1/2017,29.49,0.09,78
San Juan Airport,8/2/2017,29.66,0.16,80
San Juan Airport,8/3/2017,29.97,0.01,80
San Juan Airport,8/4/2017,29.15,0.29,83
San Juan Airport,8/5/2017,29.41,0,79
San Juan Airport,8/6/2017,28.9,0.26,75
San Juan Airport,8/7/2017,29.03,0.04,79
San Juan Airport,8/8/2017,29.6,0,71
San Juan Airport,8/9/2017,30.78,0.01,78
San Juan Airport,8/10/2017,29.89,0.06,77
San Juan Airport,8/11/2017,29.26,0,78
San Juan Airport,8/12/2017,30.73,0,71
San Juan Airport,8/13/2017,29.53,0,76
San Juan Airport,8/14/2017,29.43,0.19,79
San Juan Airport,8/15/2017,28.9,0.11,78
San Juan Airport,8/16/2017,29.33,0.31,77
San Juan Airport,8/17/2017,27.49,2.21,90
San Juan Airport,8/18/2017,28.63,0.05,78
San Juan Airport,8/19/2017,28.77,0.58,83
San Juan Airport,8/20/2017,29.18,1.23,89
San Juan Airport,8/21/2017,28.76,0,80
San Juan Airport,8/22/2017,29.5,0.01,79
San Juan Airport,8/23/2017,29.65,0,77
San Juan Airport,8/24/2017,29.67,0,77
San Juan Airport,8/25/2017,29.91,0.01,77
San Juan Airport,8/26/2017,29.26,0.09,76
San Juan Airport,8/27/2017,28.65,0.65,81
San Juan Airport,8/28/2017,28.62,0.11,81
San Juan Airport,8/29/2017,29.63,1.21,78
San Juan Airport,8/30/2017,29.96,0,76
San Juan Airport,8/31/2017,30.14,0,74
San Juan Airport,9/1/2017,29.55,0.01,74
San Juan Airport,9/2/2017,29.43,0.02,76
San Juan Airport,9/3/2017,28.48,0.37,83
San Juan Airport,9/4/2017,29.12,0.07,81
San Juan Airport,9/5/2017,28.37,0.7,83
San Juan Airport,9/6/2017,27.42,1.95,85
San Juan Airport,9/7/2017,27.71,0.2,83
San Juan Airport,9/8/2017,28.95,0,78
San Juan Airport,9/9/2017,29.29,0.01,78
San Juan Airport,9/10/2017,30.61,0,70
San Juan Airport,9/11/2017,29.84,0.54,78
San Juan Airport,9/12/2017,30.41,0,71
San Juan Airport,9/13/2017,30.98,0.03,73
San Juan Airport,9/14/2017,30.54,0,74
San Juan Airport,9/15/2017,29.48,0,69
San Juan Airport,9/16/2017,29.59,0,75
San Juan Airport,9/17/2017,28.87,0.71,79
San Juan Airport,9/18/2017,29.26,0.03,80
San Juan Airport,9/19/2017,29.53,0.21,80
San Juan Airport,9/20/2017,29.14,7.11,80
San Juan Airport,9/21/2017,29.04,0.38,80
San Juan Airport,9/22/2017,29.98,3.39,80
San Juan Airport,9/23/2017,28.55,0,81
San Juan Airport,9/24/2017,30.62,0,80
San Juan Airport,9/25/2017,30.04,0,81
San Juan Airport,9/26/2017,29.53,0,80
San Juan Airport,9/27/2017,29.42,0,80
San Juan Airport,9/28/2017,28.37,0,80
San Juan Airport,9/29/2017,28.85,0,83
San Juan Airport,9/30/2017,26.59,0.06,90
San Juan Airport,10/1/2017,27.55,0.12,89
San Juan Airport,10/2/2017,28.5,0,89
San Juan Airport,10/3/2017,28.38,0,86
San Juan Airport,10/4/2017,29.38,0,85
San Juan Airport,10/5/2017,29.83,0,79
San Juan Airport,10/6/2017,29.12,0.08,83
San Juan Airport,10/7/2017,27.66,0.04,90
San Juan Airport,10/8/2017,27.83,0.26,92
San Juan Airport,10/9/2017,27.31,0.07,91
San Juan Airport,10/10/2017,27.16,1.15,95
San Juan Airport,10/11/2017,28.61,0.27,88
San Juan Airport,10/12/2017,28.62,0.03,91
San Juan Airport,10/13/2017,28.64,0.01,87
San Juan Airport,10/14/2017,28.18,0.19,89
San Juan Airport,10/15/2017,28.72,1.92,91
San Juan Airport,10/16/2017,26.84,1.93,97
San Juan Airport,10/17/2017,28.61,0,90
San Juan Airport,10/18/2017,28.38,0,87
San Juan Airport,10/19/2017,29.04,0,78
San Juan Airport,10/20/2017,28.42,0.28,80
San Juan Airport,10/21/2017,28.26,0.02,78
San Juan Airport,10/22/2017,27.93,0.08,81
San Juan Airport,10/23/2017,27.69,0.11,83
San Juan Airport,10/24/2017,29.13,0.01,74
San Juan Airport,10/25/2017,28.98,0.01,80
San Juan Airport,10/26/2017,29.21,0,82
San Juan Airport,10/27/2017,27.9,0.02,91
San Juan Airport,10/28/2017,29.04,0,84
San Juan Airport,10/29/2017,29.59,0,82
San Juan Airport,10/30/2017,28.85,0,76
San Juan Airport,10/31/2017,29.24,0.01,83
San Juan Airport,11/1/2017,27.82,0,75
San Juan Airport,11/2/2017,28.1,0,72
San Juan Airport,11/3/2017,27.88,0,77
San Juan Airport,11/4/2017,28.72,0.31,80
San Juan Airport,11/5/2017,26.2,1.23,93
San Juan Airport,11/6/2017,28.06,0.01,87
San Juan Airport,11/7/2017,26.01,2.73,95
San Juan Airport,11/8/2017,26.03,0.68,96
San Juan Airport,11/9/2017,26.56,0.07,87
San Juan Airport,11/10/2017,28.04,0.46,86
San Juan Airport,11/11/2017,27.77,0.4,93
San Juan Airport,11/12/2017,28.62,0.03,87
San Juan Airport,11/13/2017,27.67,0.06,82
San Juan Airport,11/14/2017,27.43,0,83
San Juan Airport,11/15/2017,29.9,0,78
San Juan Airport,11/16/2017,28.14,0.12,84
San Juan Airport,11/17/2017,30.59,0,78
San Juan Airport,11/18/2017,27.43,1.81,90
San Juan Airport,11/19/2017,27.18,2.05,93
San Juan Airport,11/20/2017,27.15,0.08,95
San Juan Airport,11/21/2017,26.76,0,81
San Juan Airport,11/22/2017,28.12,0,79
San Juan Airport,11/23/2017,27.34,0.03,88
San Juan Airport,11/24/2017,28.68,0.09,89
San Juan Airport,11/25/2017,28.04,0,84
San Juan Airport,11/26/2017,27.22,0,76
San Juan Airport,11/27/2017,27.85,0,75
San Juan Airport,11/28/2017,27.86,0,75
San Juan Airport,11/29/2017,27.58,0,85
San Juan Airport,11/30/2017,27.49,0,80
San Juan Airport,12/1/2017,27.28,0,82
San Juan Airport,12/2/2017,26.48,0,81
San Juan Airport,12/3/2017,27.56,0,85
San Juan Airport,12/4/2017,27.32,0,85
San Juan Airport,12/5/2017,26.78,1.21,90
San Juan Airport,12/6/2017,26.87,0.35,90
San Juan Airport,12/7/2017,27.3,0,78
San Juan Airport,12/8/2017,26.81,0.02,76
San Juan Airport,12/9/2017,27.41,0.05,78
San Juan Airport,12/10/2017,26.99,0.01,79
San Juan Airport,12/11/2017,26.5,0.32,73
San Juan Airport,12/12/2017,27.63,0,77
San Juan Airport,12/13/2017,28.04,0,77
San Juan Airport,12/14/2017,27.34,0,77
San Juan Airport,12/15/2017,26.66,0.01,79
San Juan Airport,12/16/2017,27.69,0.08,85
San Juan Airport,12/17/2017,26.58,0.07,85
San Juan Airport,12/18/2017,26.69,0.05,83
San Juan Airport,12/19/2017,27.45,0.07,81
San Juan Airport,12/20/2017,26.58,0,81
San Juan Airport,12/21/2017,26.83,0.01,80
San Juan Airport,12/22/2017,26.86,0.02,84
San Juan Airport,12/23/2017,27.09,0.18,79
San Juan Airport,12/24/2017,27.48,0.03,78
San Juan Airport,12/25/2017,26.58,0.04,81
San Juan Airport,12/26/2017,27.18,0.09,81
San Juan Airport,12/27/2017,26.05,0.08,84
San Juan Airport,12/28/2017,26.24,0.25,86
San Juan Airport,12/29/2017,25.44,0.37,84
San Juan Airport,12/30/2017,24.73,0.02,84
San Juan Airport,12/31/2017,26.37,0,83
San Juan Airport,1/1/2018,26.73,0,82
San Juan Airport,1/2/2018,25.76,0,74
San Juan Airport,1/3/2018,26.24,0,76
San Juan Airport,1/4/2018,26.43,0,76
San Juan Airport,1/5/2018,26.86,0.07,85
San Juan Airport,1/6/2018,27.46,0,80
San Juan Airport,1/7/2018,26.79,0,78
San Juan Airport,1/8/2018,26.2,0.02,76
San Juan Airport,1/9/2018,26.72,0.01,80
San Juan Airport,1/10/2018,26.45,0.03,85
San Juan Airport,1/11/2018,26.89,0.35,80
San Juan Airport,1/12/2018,27.03,0,83
San Juan Airport,1/13/2018,26.46,0.08,89
San Juan Airport,1/14/2018,26.18,0.42,86
San Juan Airport,1/15/2018,25.45,0.37,88
San Juan Airport,1/16/2018,26.3,1.59,88
San Juan Airport,1/17/2018,26.13,0.16,86
San Juan Airport,1/18/2018,26.13,0,85
San Juan Airport,1/19/2018,26.25,0.05,88
San Juan Airport,1/20/2018,26.53,0,82
San Juan Airport,1/21/2018,26.5,0,80
San Juan Airport,1/22/2018,26.94,0.03,80
San Juan Airport,1/23/2018,26.16,0.16,78
San Juan Airport,1/24/2018,25.92,0.15,87
San Juan Airport,1/25/2018,25.34,0.27,82
San Juan Airport,1/26/2018,24.96,0.04,80
San Juan Airport,1/27/2018,25.43,0.6,85
San Juan Airport,1/28/2018,24.9,0.38,87
San Juan Airport,1/29/2018,24.89,0.2,79
San Juan Airport,1/30/2018,24.94,0.01,77
San Juan Airport,1/31/2018,24.56,0.19,70
San Juan Airport,2/1/2018,25.57,0.01,60
San Juan Airport,2/2/2018,24.73,0.3,82
San Juan Airport,2/3/2018,24.87,0.08,70
San Juan Airport,2/4/2018,25.03,0.2,81
