Site,Weather,Scaler_win,Forecast_win,Trap_smoothing_flag,t_0,Total_RMSE,amt1_RMSE,amt5_RMSE,amt9_RMSE,amt13_RMSE,amt17_RMSE,amt21_RMSE,amt25_RMSE,amt29_RMSE,amt33_RMSE,amt37_RMSE,amt41_RMSE,amt45_RMSE,amt49_RMSE
La_Margarita,site,13,52,TRUE,8/31/2013,0.593348537,0.723383562,1.218976909,0.679159229,0.741963095,0.504555463,0.223407991,0.065164966,0.269000216,0.645582954,0.721408257,0.248148557,0.407420396,0.099930448
La_Margarita,site,13,52,TRUE,9/7/2013,0.571010887,0.772126357,1.243861586,0.29609022,0.808079191,0.317055985,0.111422625,0.094611312,0.55594675,0.463879558,0.69312076,0.290046046,0.306935517,0.22306532
La_Margarita,site,13,52,TRUE,9/14/2013,0.52857265,0.785245893,1.099482559,0.143990146,0.750217189,0.197815303,0.069816648,0.11828846,0.716669069,0.34127655,0.574773543,0.317282363,0.191312128,0.259443418
La_Margarita,site,13,52,TRUE,9/21/2013,0.481391644,0.823382318,0.848009732,0.331489743,0.605479514,0.125792804,0.16052288,0.083905087,0.793329974,0.421260535,0.36521012,0.271983314,0.147450674,0.233374438
La_Margarita,site,13,52,TRUE,9/28/2013,0.441223871,0.884449475,0.494114979,0.56666513,0.244375346,0.094437597,0.224947194,0.344408696,0.787565951,0.440166847,0.206909117,0.206538136,0.151508357,0.151733975
La_Margarita,site,13,52,TRUE,10/5/2013,0.433201205,0.853242572,0.427713606,0.50589448,0.148671241,0.18152014,0.237349176,0.687297469,0.586351808,0.380176318,0.261596958,0.155345218,0.180135387,0.274973038
La_Margarita,site,13,52,TRUE,10/12/2013,0.44354098,0.700506441,0.610722104,0.370014814,0.241684451,0.279827537,0.250557015,0.904082694,0.359991917,0.370533338,0.211422528,0.201688256,0.163816701,0.401133695
La_Margarita,site,13,52,TRUE,10/19/2013,0.503074681,0.584303219,0.73261216,0.412521552,0.273990988,0.41829285,0.275661884,1.027349977,0.259229136,0.411668997,0.077861425,0.314556743,0.159353683,0.702309345
La_Margarita,site,13,52,TRUE,10/26/2013,0.596917433,0.722582353,0.777093785,0.505142839,0.431138976,0.507681488,0.551921644,1.04936322,0.239434076,0.524056243,0.121992613,0.44811156,0.314441211,0.868873488
La_Margarita,site,13,52,TRUE,11/2/2013,0.64443739,0.993316621,0.584894238,0.600154716,0.517957476,0.496675503,0.901347596,0.864701584,0.247807613,0.537424729,0.276599206,0.449833693,0.616321958,0.79112722
La_Margarita,site,13,52,TRUE,11/9/2013,0.65369513,1.101450167,0.384955301,0.586935154,0.528112412,0.44208883,1.095665702,0.593463961,0.442538659,0.382330374,0.380351657,0.390810771,0.741710701,0.795404947
La_Margarita,site,13,52,TRUE,11/16/2013,0.629745663,0.967703594,0.500306169,0.440171655,0.538913906,0.377950732,1.135936512,0.349187235,0.526972158,0.18162001,0.420979015,0.305363339,0.898802448,0.73516484
La_Margarita,site,13,52,TRUE,11/23/2013,0.603444866,0.748291066,0.471853717,0.405555348,0.488145325,0.53611873,1.030382634,0.229253169,0.498665626,0.102650283,0.427208574,0.286722865,0.834403594,0.962667151
La_Margarita,site,13,52,TRUE,11/30/2013,0.574746607,0.472386981,0.410132798,0.385486025,0.394455201,0.815048751,0.748090801,0.206541138,0.412621521,0.189762063,0.331628414,0.46290006,0.639047398,1.180372691
La_Margarita,site,13,52,TRUE,12/7/2013,0.557483151,0.304780062,0.357620063,0.365497766,0.315223147,0.969985613,0.428313683,0.360448198,0.249924242,0.256150155,0.22813827,0.514411098,0.79475646,1.120657606
La_Margarita,site,13,52,TRUE,12/14/2013,0.559085516,0.409445022,0.253922193,0.403572686,0.263297011,1.014119266,0.254960629,0.400200756,0.072458213,0.302013845,0.143413723,0.678510361,0.928360944,0.952005351
La_Margarita,site,13,52,TRUE,12/21/2013,0.560490125,0.343639257,0.300812806,0.407538974,0.472547102,0.953262605,0.23426772,0.396330871,0.048311513,0.341205291,0.176744785,0.694032584,1.135275035,0.66691885
La_Margarita,site,13,52,TRUE,12/28/2013,0.557893556,0.339584834,0.335327007,0.355837953,0.783093843,0.705979832,0.229215113,0.368902498,0.165246232,0.289122283,0.408680593,0.591016627,1.278306021,0.360899241
La_Margarita,site,13,52,TRUE,1/4/2014,0.553984518,0.312838874,0.332980443,0.290411226,0.944967435,0.400178033,0.359496124,0.231414085,0.234052433,0.200476594,0.470583856,0.807810614,1.185263734,0.294750141
La_Margarita,site,13,52,TRUE,1/11/2014,0.550192478,0.179967086,0.348487332,0.217444118,0.96461939,0.256024414,0.364552213,0.0839186,0.25650828,0.096126703,0.589983076,1.018758813,1.040796681,0.232197244
La_Margarita,site,13,52,TRUE,1/18/2014,0.555150093,0.180831253,0.311776758,0.40172915,0.864596392,0.322708133,0.284455769,0.114501572,0.240064266,0.090152875,0.533683148,1.345122491,0.754805296,0.199612966
La_Margarita,site,13,52,TRUE,1/25/2014,0.569228406,0.185699058,0.240595701,0.689886256,0.589392993,0.37506987,0.263662443,0.154015499,0.182298014,0.277497423,0.500393888,1.577127745,0.373033866,0.274848072
La_Margarita,site,13,52,TRUE,2/1/2014,0.586076086,0.180206619,0.180018102,0.826729234,0.313238429,0.429805118,0.218894318,0.162961441,0.150378852,0.284948761,0.922822946,1.500336249,0.255444907,0.2965645
La_Margarita,site,13,52,TRUE,2/8/2014,0.59359721,0.227076586,0.122337979,0.855038937,0.341991459,0.340383583,0.196769294,0.172065647,0.150685024,0.400159187,1.234838945,1.257918815,0.304085877,0.31526982
La_Margarita,site,13,52,TRUE,2/15/2014,0.593534344,0.228789938,0.346759024,0.790901582,0.434555259,0.209441584,0.202329324,0.155277655,0.147043246,0.40666297,1.531040663,0.86478651,0.324100086,0.315968866
La_Margarita,site,13,52,TRUE,2/22/2014,0.591555909,0.21265108,0.667617713,0.563732503,0.42032884,0.248341294,0.168137077,0.166399918,0.259158834,0.494736946,1.652482586,0.40057777,0.319978179,0.375082542
La_Margarita,site,13,52,TRUE,3/1/2014,0.589671838,0.191419919,0.84003933,0.317841446,0.416514755,0.213195461,0.166697127,0.146044709,0.302646817,0.905894903,1.464074961,0.248326202,0.27520805,0.464457938
La_Margarita,site,13,52,TRUE,3/8/2014,0.592323633,0.144644881,0.882584984,0.312093318,0.338280565,0.164603706,0.189903078,0.119308713,0.446556402,1.178764372,1.201096104,0.275599331,0.276232441,0.536767121
La_Margarita,site,13,52,TRUE,3/15/2014,0.606424937,0.350422658,0.796059816,0.425962397,0.213560581,0.195857371,0.161133207,0.139992181,0.415116639,1.517605448,0.856089043,0.315074203,0.307839494,0.557593925
La_Margarita,site,13,52,TRUE,3/22/2014,0.647935497,0.629955524,0.523498574,0.503393626,0.237911885,0.203930353,0.157860818,0.249797029,0.503687043,1.784967207,0.465316461,0.399406489,0.451240129,0.573049763
La_Margarita,site,13,52,TRUE,3/29/2014,0.679526709,0.758460423,0.31674048,0.513427066,0.271297106,0.168538046,0.207229644,0.224446689,1.023113161,1.689763502,0.330170903,0.407674259,0.600803736,0.574522322
La_Margarita,site,13,52,TRUE,4/5/2014,0.707302717,0.769069427,0.455785774,0.381864109,0.302361604,0.145609351,0.268167777,0.269811336,1.416296038,1.443294586,0.417826206,0.438501585,0.710592139,0.583472412
La_Margarita,site,13,52,TRUE,4/12/2014,0.739124945,0.68604568,0.631655182,0.203541174,0.344730583,0.073004071,0.325316155,0.278852837,1.824159147,1.074627133,0.521002699,0.492603194,0.745915234,0.574689778
La_Margarita,site,13,52,TRUE,4/19/2014,0.826450205,0.452817826,0.781039516,0.337620166,0.358678065,0.27372526,0.391052023,0.663871452,2.205168206,0.742296951,0.651580995,0.695758039,0.759133148,0.504272685
La_Margarita,site,13,52,TRUE,4/26/2014,0.927247149,0.517872037,0.825012069,0.5173738,0.332745211,0.478295396,0.422774852,1.388146546,2.23965469,0.684959092,0.727222278,0.936014398,0.688400589,0.389171738
La_Margarita,site,13,52,TRUE,5/3/2014,0.980159846,0.826515354,0.652848661,0.600637936,0.302250679,0.617981145,0.344323461,1.935403996,1.980495231,0.795874818,0.776524893,1.077732409,0.522718229,0.296739545
La_Margarita,site,13,52,TRUE,5/10/2014,0.979635594,0.976872772,0.431021368,0.582762929,0.253364681,0.643285865,0.444947768,2.31253042,1.473505843,0.84791577,0.784773186,1.047235821,0.431219028,0.4286678
La_Margarita,site,13,52,TRUE,5/17/2014,0.955218818,0.946129996,0.445229653,0.458460628,0.380394143,0.527907125,0.811912276,2.448447363,0.923842674,0.797629749,0.838229478,0.876226135,0.448440056,0.565244876
La_Margarita,site,13,52,TRUE,5/24/2014,0.890646964,0.777844202,0.479226931,0.303755944,0.437342542,0.375892431,1.332202504,2.162096307,0.63056492,0.682343398,0.88865224,0.667383066,0.396949633,0.58944404
La_Margarita,site,13,52,TRUE,5/31/2014,0.799349968,0.486249352,0.436316453,0.189644554,0.42438103,0.204238227,1.647735016,1.681919769,0.582517133,0.591097052,0.875810287,0.544601753,0.250287394,0.512846504
La_Margarita,site,13,52,TRUE,6/7/2014,0.719954263,0.213434493,0.361476082,0.076221511,0.347382317,0.274609967,1.858509905,1.101150588,0.544048791,0.513226309,0.767080487,0.564087697,0.277084656,0.388412714
La_Margarita,site,13,52,TRUE,6/14/2014,0.702812901,0.263667364,0.271648981,0.192788062,0.291063268,0.55774619,1.981334257,0.585820289,0.517226743,0.565138657,0.656633529,0.559965763,0.39249905,0.300761245
La_Margarita,site,13,52,TRUE,6/21/2014,0.720541177,0.333048001,0.200734863,0.277162928,0.232899482,1.11815177,1.846453335,0.420197492,0.499103365,0.696103675,0.597650151,0.44251902,0.458133281,0.366441153
La_Margarita,site,13,52,TRUE,6/28/2014,0.74066663,0.368270385,0.158154442,0.34467369,0.216336918,1.529820433,1.560109459,0.497198012,0.513848624,0.792026517,0.562146051,0.243818359,0.456817831,0.555348325
La_Margarita,site,13,52,TRUE,7/5/2014,0.728860182,0.345182062,0.073042563,0.32590985,0.278700482,1.825085373,1.075338116,0.521624215,0.493159451,0.746485826,0.574403103,0.266839533,0.375144162,0.704274699
La_Margarita,site,13,52,TRUE,7/12/2014,0.682846567,0.228483859,0.165280597,0.258508982,0.519153757,1.860441225,0.508967357,0.44468228,0.494908879,0.6042992,0.591350488,0.349194471,0.253170428,0.762817902
La_Margarita,site,13,52,TRUE,7/19/2014,0.617914518,0.161418424,0.154324847,0.274864212,0.933577948,1.522529135,0.261173157,0.309620342,0.499606697,0.559927915,0.507816895,0.324116408,0.226522595,0.712115997
La_Margarita,site,13,52,TRUE,7/26/2014,0.571110463,0.211356932,0.095275993,0.495957155,1.121627566,1.143499645,0.252353547,0.235835152,0.494012182,0.658133133,0.289755602,0.268430477,0.301848285,0.575497256
La_Margarita,site,13,52,TRUE,8/2/2014,0.545385969,0.253958951,0.094248024,0.555272819,1.315766947,0.739833971,0.180156007,0.185292566,0.43488632,0.737835526,0.161238347,0.212752718,0.376645215,0.439378403
La_Margarita,site,13,52,TRUE,8/9/2014,0.545535425,0.221186266,0.324036045,0.526448926,1.451212185,0.347381505,0.199602781,0.261709361,0.454224547,0.702503666,0.214228959,0.139365451,0.49741457,0.300418643
La_Margarita,site,13,52,TRUE,8/16/2014,0.55347207,0.156165877,0.381773796,0.848795193,1.323750423,0.250079853,0.192263345,0.380947498,0.557472123,0.554873303,0.243258252,0.164304183,0.576341859,0.240361794
La_Margarita,site,13,52,TRUE,8/23/2014,0.574160019,0.09407197,0.499533302,1.117580209,1.139432922,0.250983169,0.232946612,0.490966275,0.659352849,0.290705489,0.266681725,0.299449972,0.572368942,0.337556573
La_Margarita,site,13,52,TRUE,8/30/2014,0.609403851,0.122853712,0.437743013,1.482646311,0.833946637,0.291597771,0.286670591,0.536227592,0.683090524,0.180338583,0.25349875,0.483032349,0.531546314,0.439799169
La_Margarita,site,13,52,TRUE,9/6/2014,0.632551008,0.254785114,0.494605373,1.679207584,0.412143396,0.335993821,0.390380283,0.531536805,0.639755114,0.286414443,0.189259855,0.644660918,0.402461509,0.4998978
La_Margarita,site,13,52,TRUE,9/13/2014,0.624421138,0.283738886,0.924065002,1.502930445,0.256062718,0.298091213,0.487804901,0.558949531,0.512245327,0.316069049,0.219101622,0.698769442,0.316514749,0.414672873
La_Margarita,site,13,52,TRUE,9/20/2014,0.601099459,0.461201052,1.161576524,1.183735211,0.267901387,0.264151296,0.523951995,0.646385395,0.280851884,0.285928196,0.325787182,0.606243943,0.359495044,0.369522067
La_Margarita,site,13,52,TRUE,9/27/2014,0.591831166,0.48005164,1.420278464,0.796360359,0.249776698,0.248846011,0.498206987,0.703418558,0.170662158,0.236100465,0.443072437,0.496581209,0.412356391,0.326297228
La_Margarita,site,13,52,TRUE,10/4/2014,0.621838645,0.495002039,1.643521824,0.396896516,0.314609218,0.369962261,0.518228159,0.649451936,0.274485429,0.17844311,0.621487409,0.38562691,0.484547545,0.34646869
La_Margarita,site,13,52,TRUE,10/11/2014,0.654679645,0.952562707,1.560354408,0.273107128,0.331847552,0.522425451,0.562259759,0.499409749,0.339677355,0.241354581,0.73785291,0.342642325,0.435081804,0.426432549
La_Margarita,site,13,52,TRUE,10/18/2014,0.707004769,1.355904719,1.381386521,0.37751634,0.397929656,0.666895815,0.596526918,0.250618627,0.374847295,0.44600344,0.753035265,0.458896702,0.398848586,0.557664412
La_Margarita,site,13,52,TRUE,10/25/2014,0.709672027,1.668265975,0.958791993,0.416318611,0.398821783,0.649985369,0.623533417,0.222058374,0.315456012,0.60271412,0.63803654,0.522585657,0.287474113,0.652904412
La_Margarita,site,13,52,TRUE,11/1/2014,0.673488369,1.747160693,0.44509139,0.376732922,0.429432817,0.557879899,0.621433976,0.309572927,0.211754802,0.688881124,0.435123224,0.529133691,0.348562358,0.645100964
La_Margarita,site,13,52,TRUE,11/8/2014,0.558850006,1.39381566,0.243218613,0.233738483,0.422455576,0.556429274,0.537760284,0.271524832,0.182262788,0.624308681,0.268888317,0.377725145,0.394437315,0.599190325
La_Margarita,site,13,52,TRUE,11/15/2014,0.455223512,1.001569457,0.233928148,0.131349814,0.385099879,0.704615748,0.328386428,0.211017044,0.222743651,0.46352944,0.271639204,0.375515252,0.32452149,0.486943656
La_Margarita,site,13,52,TRUE,11/22/2014,0.383163559,0.648783635,0.048926596,0.033967856,0.286448891,0.822999938,0.17897244,0.200005922,0.223512165,0.314299199,0.263338914,0.465476935,0.133931719,0.447221783
La_Margarita,site,13,52,TRUE,11/29/2014,0.355768974,0.454518157,0.052940581,0.094515638,0.383871333,0.817596843,0.142829302,0.20744754,0.248526733,0.197991636,0.228670491,0.518963989,0.052130729,0.350076427
La_Margarita,site,13,52,TRUE,12/6/2014,0.362341385,0.467679788,0.073133172,0.162112822,0.609459894,0.67118383,0.099202589,0.217851892,0.279581565,0.169644156,0.268490882,0.494825211,0.155589942,0.359320129
La_Margarita,site,13,52,TRUE,12/13/2014,0.351271118,0.33028923,0.041094103,0.224897974,0.787284905,0.403462425,0.16675409,0.171111805,0.296072395,0.200392721,0.429965783,0.322233765,0.219887863,0.371714674
La_Margarita,site,13,52,TRUE,12/20/2014,0.339578777,0.075460289,0.028701753,0.243171824,0.850358962,0.195022654,0.210722677,0.18169139,0.28233647,0.234185894,0.503978333,0.073728011,0.368545842,0.255059165
La_Margarita,site,13,52,TRUE,12/27/2014,0.342321861,0.045875059,0.095294605,0.384399604,0.813565045,0.143021048,0.202721135,0.25644027,0.198330068,0.234605209,0.512602898,0.059139171,0.358743569,0.293113595
La_Margarita,site,13,52,TRUE,1/3/2015,0.361495698,0.093334759,0.153414342,0.616622327,0.680955485,0.095032223,0.231300645,0.256772563,0.176304513,0.267008712,0.510302187,0.139567031,0.357992041,0.428686646
La_Margarita,site,13,52,TRUE,1/10/2015,0.3973101,0.115039752,0.16983982,0.827388953,0.440961594,0.176981678,0.196880639,0.232352218,0.195542942,0.467740176,0.368327733,0.138008993,0.413951289,0.651047117
La_Margarita,site,13,52,TRUE,1/17/2015,0.438755674,0.176194919,0.149871192,0.935427514,0.262731359,0.276667161,0.135211711,0.232895832,0.171143029,0.631022832,0.173728316,0.16921932,0.439075858,0.82272423
La_Margarita,site,13,52,TRUE,1/24/2015,0.463878512,0.183141496,0.403598099,0.897290767,0.176697028,0.311824873,0.134941129,0.245033871,0.11447659,0.653902236,0.220673703,0.26988143,0.498541275,0.882237506
La_Margarita,site,13,52,TRUE,1/31/2015,0.46306638,0.160272366,0.661235357,0.734310733,0.111878833,0.311392803,0.14282616,0.234564278,0.275518244,0.603689142,0.184647194,0.399886578,0.569292389,0.801320056
La_Margarita,site,13,52,TRUE,2/7/2015,0.430532748,0.159403409,0.838373959,0.451279054,0.182867767,0.208052188,0.217949107,0.197823116,0.478914112,0.384243155,0.130961839,0.430066763,0.676337165,0.527088842
La_Margarita,site,13,52,TRUE,2/14/2015,0.401812167,0.202745552,0.878765816,0.215221269,0.228143162,0.147471527,0.256037121,0.207471053,0.545372347,0.05533273,0.290855551,0.31031217,0.681049394,0.334104682
